DISTRICT_NAME,TEMP,date
Alwar,3.359999895095825,2013-01-01
Meerut,3.859999895095825,2013-01-01
Rohtak,3.6600000858306885,2013-01-01
Alwar,3.559999942779541,2013-01-02
Meerut,3.4200000762939453,2013-01-02
Rohtak,3.5199999809265137,2013-01-02
Alwar,3.6600000858306885,2013-01-03
Meerut,4.099999904632568,2013-01-03
Rohtak,3.950000047683716,2013-01-03
Alwar,2.869999885559082,2013-01-04
Meerut,2.9600000381469727,2013-01-04
Rohtak,2.8299999237060547,2013-01-04
Alwar,2.490000009536743,2013-01-05
Meerut,2.859999895095825,2013-01-05
Rohtak,2.6500000953674316,2013-01-05
Alwar,1.440000057220459,2013-01-06
Meerut,2.130000114440918,2013-01-06
Rohtak,1.3600000143051147,2013-01-06
Alwar,1.0299999713897705,2013-01-07
Meerut,1.7799999713897705,2013-01-07
Rohtak,1.0,2013-01-07
Alwar,1.659999966621399,2013-01-08
Meerut,1.6299999952316284,2013-01-08
Rohtak,1.7300000190734863,2013-01-08
Alwar,3.390000104904175,2013-01-09
Meerut,3.069999933242798,2013-01-09
Rohtak,3.319999933242798,2013-01-09
Alwar,6.320000171661377,2013-01-10
Meerut,5.769999980926514,2013-01-10
Rohtak,5.96999979019165,2013-01-10
Alwar,6.760000228881836,2013-01-11
Meerut,5.670000076293945,2013-01-11
Rohtak,6.21999979019165,2013-01-11
Alwar,8.220000267028809,2013-01-12
Meerut,7.239999771118164,2013-01-12
Rohtak,7.619999885559082,2013-01-12
Alwar,9.789999961853027,2013-01-13
Meerut,9.069999694824219,2013-01-13
Rohtak,9.020000457763672,2013-01-13
Alwar,7.460000038146973,2013-01-14
Meerut,8.130000114440918,2013-01-14
Rohtak,7.380000114440918,2013-01-14
Alwar,7.360000133514404,2013-01-15
Meerut,6.320000171661377,2013-01-15
Rohtak,6.329999923706055,2013-01-15
Alwar,10.130000114440918,2013-01-16
Meerut,9.430000305175781,2013-01-16
Rohtak,8.880000114440918,2013-01-16
Alwar,12.789999961853027,2013-01-17
Meerut,12.579999923706055,2013-01-17
Rohtak,12.15999984741211,2013-01-17
Alwar,11.789999961853027,2013-01-18
Meerut,11.859999656677246,2013-01-18
Rohtak,11.199999809265137,2013-01-18
Alwar,6.420000076293945,2013-01-19
Meerut,7.150000095367432,2013-01-19
Rohtak,6.699999809265137,2013-01-19
Alwar,4.25,2013-01-20
Meerut,6.079999923706055,2013-01-20
Rohtak,5.420000076293945,2013-01-20
Alwar,4.360000133514404,2013-01-21
Meerut,5.199999809265137,2013-01-21
Rohtak,4.769999980926514,2013-01-21
Alwar,4.019999980926514,2013-01-22
Meerut,5.010000228881836,2013-01-22
Rohtak,4.460000038146973,2013-01-22
Alwar,4.690000057220459,2013-01-23
Meerut,4.849999904632568,2013-01-23
Rohtak,4.360000133514404,2013-01-23
Alwar,4.940000057220459,2013-01-24
Meerut,5.190000057220459,2013-01-24
Rohtak,5.119999885559082,2013-01-24
Alwar,5.010000228881836,2013-01-25
Meerut,5.599999904632568,2013-01-25
Rohtak,5.409999847412109,2013-01-25
Alwar,5.150000095367432,2013-01-26
Meerut,5.980000019073486,2013-01-26
Rohtak,5.670000076293945,2013-01-26
Alwar,5.579999923706055,2013-01-27
Meerut,5.829999923706055,2013-01-27
Rohtak,5.769999980926514,2013-01-27
Alwar,6.480000019073486,2013-01-28
Meerut,6.71999979019165,2013-01-28
Rohtak,6.980000019073486,2013-01-28
Alwar,6.739999771118164,2013-01-29
Meerut,5.690000057220459,2013-01-29
Rohtak,6.179999828338623,2013-01-29
Alwar,7.090000152587891,2013-01-30
Meerut,6.239999771118164,2013-01-30
Rohtak,6.579999923706055,2013-01-30
Alwar,8.760000228881836,2013-01-31
Meerut,7.090000152587891,2013-01-31
Rohtak,8.010000228881836,2013-01-31
Alwar,7.78000020980835,2013-02-01
Meerut,7.610000133514404,2013-02-01
Rohtak,7.360000133514404,2013-02-01
Alwar,12.279999732971191,2013-02-02
Meerut,12.470000267028809,2013-02-02
Rohtak,12.800000190734863,2013-02-02
Alwar,9.789999961853027,2013-02-03
Meerut,9.300000190734863,2013-02-03
Rohtak,9.760000228881836,2013-02-03
Alwar,13.119999885559082,2013-02-04
Meerut,12.65999984741211,2013-02-04
Rohtak,13.210000038146973,2013-02-04
Alwar,13.649999618530273,2013-02-05
Meerut,13.020000457763672,2013-02-05
Rohtak,13.15999984741211,2013-02-05
Alwar,12.510000228881836,2013-02-06
Meerut,12.600000381469727,2013-02-06
Rohtak,12.5,2013-02-06
Alwar,8.25,2013-02-07
Meerut,7.880000114440918,2013-02-07
Rohtak,8.1899995803833,2013-02-07
Alwar,6.639999866485596,2013-02-08
Meerut,7.539999961853027,2013-02-08
Rohtak,7.260000228881836,2013-02-08
Alwar,6.550000190734863,2013-02-09
Meerut,7.409999847412109,2013-02-09
Rohtak,6.900000095367432,2013-02-09
Alwar,7.059999942779541,2013-02-10
Meerut,7.460000038146973,2013-02-10
Rohtak,7.130000114440918,2013-02-10
Alwar,7.670000076293945,2013-02-11
Meerut,8.319999694824219,2013-02-11
Rohtak,7.980000019073486,2013-02-11
Alwar,8.9399995803833,2013-02-12
Meerut,9.680000305175781,2013-02-12
Rohtak,8.960000038146973,2013-02-12
Alwar,8.979999542236328,2013-02-13
Meerut,9.449999809265137,2013-02-13
Rohtak,9.050000190734863,2013-02-13
Alwar,9.710000038146973,2013-02-14
Meerut,9.680000305175781,2013-02-14
Rohtak,9.649999618530273,2013-02-14
Alwar,12.670000076293945,2013-02-15
Meerut,12.949999809265137,2013-02-15
Rohtak,12.720000267028809,2013-02-15
Alwar,12.350000381469727,2013-02-16
Meerut,12.210000038146973,2013-02-16
Rohtak,12.359999656677246,2013-02-16
Alwar,9.899999618530273,2013-02-17
Meerut,10.010000228881836,2013-02-17
Rohtak,10.430000305175781,2013-02-17
Alwar,8.59000015258789,2013-02-18
Meerut,8.899999618530273,2013-02-18
Rohtak,9.010000228881836,2013-02-18
Alwar,10.020000457763672,2013-02-19
Meerut,10.619999885559082,2013-02-19
Rohtak,10.289999961853027,2013-02-19
Alwar,9.720000267028809,2013-02-20
Meerut,9.779999732971191,2013-02-20
Rohtak,9.869999885559082,2013-02-20
Alwar,10.760000228881836,2013-02-21
Meerut,10.220000267028809,2013-02-21
Rohtak,10.779999732971191,2013-02-21
Alwar,13.050000190734863,2013-02-22
Meerut,12.930000305175781,2013-02-22
Rohtak,13.4399995803833,2013-02-22
Alwar,14.109999656677246,2013-02-23
Meerut,14.050000190734863,2013-02-23
Rohtak,14.09000015258789,2013-02-23
Alwar,11.010000228881836,2013-02-24
Meerut,10.579999923706055,2013-02-24
Rohtak,11.300000190734863,2013-02-24
Alwar,10.619999885559082,2013-02-25
Meerut,10.649999618530273,2013-02-25
Rohtak,10.59000015258789,2013-02-25
Alwar,11.569999694824219,2013-02-26
Meerut,11.039999961853027,2013-02-26
Rohtak,11.1899995803833,2013-02-26
Alwar,14.289999961853027,2013-02-27
Meerut,14.5,2013-02-27
Rohtak,14.260000228881836,2013-02-27
Alwar,11.970000267028809,2013-02-28
Meerut,11.800000190734863,2013-02-28
Rohtak,11.579999923706055,2013-02-28
Alwar,10.970000267028809,2013-03-01
Meerut,10.0600004196167,2013-03-01
Rohtak,10.350000381469727,2013-03-01
Alwar,10.0600004196167,2013-03-02
Meerut,10.430000305175781,2013-03-02
Rohtak,10.15999984741211,2013-03-02
Alwar,11.010000228881836,2013-03-03
Meerut,12.100000381469727,2013-03-03
Rohtak,11.220000267028809,2013-03-03
Alwar,10.9399995803833,2013-03-04
Meerut,12.079999923706055,2013-03-04
Rohtak,10.8100004196167,2013-03-04
Alwar,11.979999542236328,2013-03-05
Meerut,11.90999984741211,2013-03-05
Rohtak,12.079999923706055,2013-03-05
Alwar,12.960000038146973,2013-03-06
Meerut,13.029999732971191,2013-03-06
Rohtak,12.970000267028809,2013-03-06
Alwar,13.5,2013-03-07
Meerut,13.979999542236328,2013-03-07
Rohtak,13.100000381469727,2013-03-07
Alwar,13.149999618530273,2013-03-08
Meerut,13.890000343322754,2013-03-08
Rohtak,13.050000190734863,2013-03-08
Alwar,13.460000038146973,2013-03-09
Meerut,14.0,2013-03-09
Rohtak,13.90999984741211,2013-03-09
Alwar,16.520000457763672,2013-03-10
Meerut,16.950000762939453,2013-03-10
Rohtak,17.059999465942383,2013-03-10
Alwar,15.289999961853027,2013-03-11
Meerut,15.729999542236328,2013-03-11
Rohtak,15.680000305175781,2013-03-11
Alwar,16.219999313354492,2013-03-12
Meerut,15.989999771118164,2013-03-12
Rohtak,16.350000381469727,2013-03-12
Alwar,16.65999984741211,2013-03-13
Meerut,15.300000190734863,2013-03-13
Rohtak,15.9399995803833,2013-03-13
Alwar,16.8799991607666,2013-03-14
Meerut,16.600000381469727,2013-03-14
Rohtak,16.3799991607666,2013-03-14
Alwar,14.920000076293945,2013-03-15
Meerut,13.180000305175781,2013-03-15
Rohtak,13.850000381469727,2013-03-15
Alwar,14.0600004196167,2013-03-16
Meerut,13.109999656677246,2013-03-16
Rohtak,13.6899995803833,2013-03-16
Alwar,14.59000015258789,2013-03-17
Meerut,14.390000343322754,2013-03-17
Rohtak,14.5600004196167,2013-03-17
Alwar,14.800000190734863,2013-03-18
Meerut,14.460000038146973,2013-03-18
Rohtak,14.789999961853027,2013-03-18
Alwar,15.770000457763672,2013-03-19
Meerut,16.15999984741211,2013-03-19
Rohtak,16.18000030517578,2013-03-19
Alwar,16.950000762939453,2013-03-20
