DISTRICT_NAME,TEMP,date
Alwar,7.8994903564453125,2015-01-01
Meerut,8.547216415405273,2015-01-01
Rohtak,7.206203460693359,2015-01-01
Alwar,10.750407218933105,2015-01-02
Meerut,10.541855812072754,2015-01-02
Rohtak,10.010740280151367,2015-01-02
Alwar,12.020106315612793,2015-01-03
Meerut,11.995939254760742,2015-01-03
Rohtak,11.786705017089844,2015-01-03
Alwar,8.924067497253418,2015-01-04
Meerut,10.297722816467285,2015-01-04
Rohtak,8.777292251586914,2015-01-04
Alwar,6.663983345031738,2015-01-05
Meerut,7.666994094848633,2015-01-05
Rohtak,6.752877235412598,2015-01-05
Alwar,7.556414604187012,2015-01-06
Meerut,8.116070747375488,2015-01-06
Rohtak,7.315069675445557,2015-01-06
Alwar,7.498202800750732,2015-01-07
Meerut,6.7201924324035645,2015-01-07
Rohtak,6.79927396774292,2015-01-07
Alwar,6.0355224609375,2015-01-08
Meerut,6.944242477416992,2015-01-08
Rohtak,5.713586330413818,2015-01-08
Alwar,6.269012928009033,2015-01-09
Meerut,6.927792549133301,2015-01-09
Rohtak,6.044459819793701,2015-01-09
Alwar,6.039758682250977,2015-01-10
Meerut,6.608212471008301,2015-01-10
Rohtak,5.58982515335083,2015-01-10
Alwar,6.074439525604248,2015-01-11
Meerut,6.647292137145996,2015-01-11
Rohtak,5.667022705078125,2015-01-11
Alwar,5.375785827636719,2015-01-12
Meerut,5.88836669921875,2015-01-12
Rohtak,4.99675178527832,2015-01-12
Alwar,4.754316329956055,2015-01-13
Meerut,4.423292636871338,2015-01-13
Rohtak,4.3666205406188965,2015-01-13
Alwar,9.018434524536133,2015-01-14
Meerut,9.625950813293457,2015-01-14
Rohtak,9.862958908081055,2015-01-14
Alwar,7.195051193237305,2015-01-15
Meerut,6.254464626312256,2015-01-15
Rohtak,6.518527030944824,2015-01-15
Alwar,6.765008449554443,2015-01-16
Meerut,6.815006732940674,2015-01-16
Rohtak,6.2039666175842285,2015-01-16
Alwar,6.63065767288208,2015-01-17
Meerut,7.1996169090271,2015-01-17
Rohtak,6.546579837799072,2015-01-17
Alwar,6.611903190612793,2015-01-18
Meerut,7.104301929473877,2015-01-18
Rohtak,6.21205472946167,2015-01-18
Alwar,6.69511604309082,2015-01-19
Meerut,7.149806976318359,2015-01-19
Rohtak,6.53508186340332,2015-01-19
Alwar,6.734860897064209,2015-01-20
Meerut,7.43994665145874,2015-01-20
Rohtak,7.346528053283691,2015-01-20
