DISTRICT_NAME,TEMP,date
Alwar,23.880005,2019-01-01
Meerut,21.459118,2019-01-01
Rohtak,22.254725,2019-01-01
Alwar,24.045582,2019-01-02
Meerut,22.62143,2019-01-02
Rohtak,23.43209,2019-01-02
Alwar,22.134094,2019-01-03
Meerut,20.179665,2019-01-03
Rohtak,20.661623,2019-01-03
Alwar,20.601679,2019-01-04
Meerut,18.293745,2019-01-04
Rohtak,19.436283,2019-01-04
Alwar,22.458017,2019-01-05
Meerut,20.633474,2019-01-05
Rohtak,21.68487,2019-01-05
Alwar,19.0109,2019-01-06
Meerut,18.590029,2019-01-06
Rohtak,18.789991,2019-01-06
Alwar,19.571974,2019-01-07
Meerut,20.155941,2019-01-07
Rohtak,19.38382,2019-01-07
Alwar,20.153683,2019-01-08
Meerut,19.976955,2019-01-08
Rohtak,20.021135,2019-01-08
Alwar,20.757977,2019-01-09
Meerut,20.873447,2019-01-09
Rohtak,20.57066,2019-01-09
Alwar,21.650833,2019-01-10
Meerut,20.568384,2019-01-10
Rohtak,21.095957,2019-01-10
Alwar,22.228441,2019-01-11
Meerut,21.651146,2019-01-11
Rohtak,21.927855,2019-01-11
Alwar,22.122314,2019-01-12
Meerut,21.567015,2019-01-12
Rohtak,22.06543,2019-01-12
Alwar,21.742393,2019-01-13
Meerut,21.294132,2019-01-13
Rohtak,21.433825,2019-01-13
Alwar,19.85803,2019-01-14
Meerut,20.245888,2019-01-14
Rohtak,19.856707,2019-01-14
Alwar,20.33333,2019-01-15
Meerut,18.805859,2019-01-15
Rohtak,19.319536,2019-01-15
Alwar,22.572697,2019-01-16
Meerut,21.03262,2019-01-16
Rohtak,21.803228,2019-01-16
Alwar,22.174017,2019-01-17
Meerut,21.33735,2019-01-17
Rohtak,21.64496,2019-01-17
Alwar,22.58041,2019-01-18
Meerut,21.60126,2019-01-18
Rohtak,22.151903,2019-01-18
Alwar,25.984886,2019-01-19
Meerut,24.224203,2019-01-19
Rohtak,25.13087,2019-01-19
Alwar,27.914762,2019-01-20
Meerut,25.903082,2019-01-20
Rohtak,26.765276,2019-01-20
Alwar,23.199385,2019-01-21
Meerut,22.712996,2019-01-21
Rohtak,22.445782,2019-01-21
Alwar,20.424608,2019-01-22
Meerut,17.9039,2019-01-22
Rohtak,18.541285,2019-01-22
Alwar,20.524359,2019-01-23
Meerut,20.621925,2019-01-23
Rohtak,20.608715,2019-01-23
