DISTRICT_NAME,TEMP,date
Alwar,20.614971160888672,2023-01-01
Meerut,18.057640075683594,2023-01-01
Rohtak,19.219924926757812,2023-01-01
Alwar,17.617382049560547,2023-01-02
Meerut,15.918832778930664,2023-01-02
Rohtak,17.291467666625977,2023-01-02
Alwar,16.3134708404541,2023-01-03
Meerut,14.361366271972656,2023-01-03
Rohtak,15.337411880493164,2023-01-03
Alwar,16.360429763793945,2023-01-04
Meerut,14.373018264770508,2023-01-04
Rohtak,15.062694549560547,2023-01-04
Alwar,15.225234985351562,2023-01-05
Meerut,13.880428314208984,2023-01-05
Rohtak,14.799310684204102,2023-01-05
Alwar,16.607284545898438,2023-01-06
Meerut,13.844942092895508,2023-01-06
Rohtak,14.95652961730957,2023-01-06
Alwar,18.58143424987793,2023-01-07
Meerut,16.406614303588867,2023-01-07
Rohtak,16.672040939331055,2023-01-07
Alwar,20.960399627685547,2023-01-08
Meerut,17.80095672607422,2023-01-08
Rohtak,18.8184814453125,2023-01-08
Alwar,20.165630340576172,2023-01-09
Meerut,16.465648651123047,2023-01-09
Rohtak,17.778547286987305,2023-01-09
Alwar,21.548851013183594,2023-01-10
Meerut,17.010095596313477,2023-01-10
Rohtak,18.473379135131836,2023-01-10
Alwar,22.11548614501953,2023-01-11
Meerut,17.10393714904785,2023-01-11
Rohtak,19.674285888671875,2023-01-11
Alwar,21.60851287841797,2023-01-12
Meerut,20.42176055908203,2023-01-12
Rohtak,21.484214782714844,2023-01-12
Alwar,18.78011703491211,2023-01-13
Meerut,20.465200424194336,2023-01-13
Rohtak,18.45508575439453,2023-01-13
Alwar,17.414289474487305,2023-01-14
Meerut,17.7222900390625,2023-01-14
Rohtak,16.860403060913086,2023-01-14
Alwar,17.543249130249023,2023-01-15
Meerut,17.787113189697266,2023-01-15
Rohtak,17.561473846435547,2023-01-15
Alwar,18.57648468017578,2023-01-16
Meerut,18.954883575439453,2023-01-16
Rohtak,18.834238052368164,2023-01-16
Alwar,18.824995040893555,2023-01-17
Meerut,18.80095100402832,2023-01-17
Rohtak,18.839323043823242,2023-01-17
Alwar,19.490764617919922,2023-01-18
Meerut,19.535873413085938,2023-01-18
Rohtak,19.59035873413086,2023-01-18
Alwar,21.16178321838379,2023-01-19
Meerut,20.850770950317383,2023-01-19
Rohtak,21.091997146606445,2023-01-19
Alwar,20.652719497680664,2023-01-20
Meerut,20.036649703979492,2023-01-20
Rohtak,20.144943237304688,2023-01-20
Alwar,21.973453521728516,2023-01-21
Meerut,22.526363372802734,2023-01-21
Rohtak,21.946645736694336,2023-01-21
Alwar,21.60802459716797,2023-01-22
Meerut,23.098833084106445,2023-01-22
Rohtak,22.002273559570312,2023-01-22
Alwar,22.37470817565918,2023-01-23
Meerut,24.241287231445312,2023-01-23
Rohtak,23.227678298950195,2023-01-23
Alwar,20.159780502319336,2023-01-24
Meerut,20.03864097595215,2023-01-24
Rohtak,19.955066680908203,2023-01-24
Alwar,19.297346115112305,2023-01-25
Meerut,19.864999771118164,2023-01-25
Rohtak,20.165393829345703,2023-01-25
Alwar,19.384262084960938,2023-01-26
Meerut,19.525632858276367,2023-01-26
Rohtak,18.4251651763916,2023-01-26
Alwar,20.678407669067383,2023-01-27
Meerut,21.441463470458984,2023-01-27
Rohtak,21.0294132232666,2023-01-27
Alwar,23.92173194885254,2023-01-28
Meerut,24.495168685913086,2023-01-28
Rohtak,23.986736297607422,2023-01-28
Alwar,18.034029006958008,2023-01-29
Meerut,17.519489288330078,2023-01-29
Rohtak,17.448833465576172,2023-01-29
Alwar,18.554643630981445,2023-01-30
Meerut,19.208131790161133,2023-01-30
Rohtak,20.305299758911133,2023-01-30
Alwar,19.56740951538086,2023-01-31
Meerut,21.350521087646484,2023-01-31
Rohtak,20.079689025878906,2023-01-31
Alwar,21.637584686279297,2023-02-01
Meerut,22.438838958740234,2023-02-01
Rohtak,21.94008445739746,2023-02-01
Alwar,24.63677978515625,2023-02-02
Meerut,24.083038330078125,2023-02-02
Rohtak,24.436214447021484,2023-02-02
Alwar,25.70469856262207,2023-02-03
Meerut,24.300905227661133,2023-02-03
Rohtak,25.33036994934082,2023-02-03
Alwar,26.007936477661133,2023-02-04
Meerut,25.15423583984375,2023-02-04
Rohtak,25.544166564941406,2023-02-04
Alwar,27.462310791015625,2023-02-05
Meerut,26.158954620361328,2023-02-05
Rohtak,26.736770629882812,2023-02-05
Alwar,27.98226547241211,2023-02-06
Meerut,26.673023223876953,2023-02-06
Rohtak,27.551897048950195,2023-02-06
Alwar,25.238094329833984,2023-02-07
Meerut,25.27924346923828,2023-02-07
Rohtak,25.102327346801758,2023-02-07
Alwar,26.285341262817383,2023-02-08
Meerut,25.36691665649414,2023-02-08
Rohtak,25.65888214111328,2023-02-08
Alwar,29.082822799682617,2023-02-09
Meerut,27.534366607666016,2023-02-09
Rohtak,28.183765411376953,2023-02-09
Alwar,29.416975021362305,2023-02-10
Meerut,28.55595588684082,2023-02-10
Rohtak,28.32002830505371,2023-02-10
Alwar,27.76320457458496,2023-02-11
Meerut,27.79901885986328,2023-02-11
Rohtak,27.126220703125,2023-02-11
Alwar,25.516794204711914,2023-02-12
Meerut,24.703847885131836,2023-02-12
Rohtak,24.388084411621094,2023-02-12
Alwar,24.15727996826172,2023-02-13
Meerut,23.28164291381836,2023-02-13
Rohtak,23.28540802001953,2023-02-13
Alwar,26.941898345947266,2023-02-14
Meerut,25.166728973388672,2023-02-14
Rohtak,26.34002685546875,2023-02-14
Alwar,29.55257797241211,2023-02-15
Meerut,27.678964614868164,2023-02-15
Rohtak,29.375253677368164,2023-02-15
Alwar,29.796527862548828,2023-02-16
Meerut,28.211368560791016,2023-02-16
Rohtak,29.176712036132812,2023-02-16
Alwar,30.08926773071289,2023-02-17
Meerut,28.78763198852539,2023-02-17
Rohtak,29.886409759521484,2023-02-17
Alwar,30.160539627075195,2023-02-18
Meerut,29.512136459350586,2023-02-18
Rohtak,29.254772186279297,2023-02-18
Alwar,32.30349349975586,2023-02-19
Meerut,30.328651428222656,2023-02-19
Rohtak,31.39004898071289,2023-02-19
Alwar,33.86296081542969,2023-02-20
Meerut,31.49500846862793,2023-02-20
Rohtak,32.544837951660156,2023-02-20
Alwar,31.951902389526367,2023-02-21
Meerut,31.247249603271484,2023-02-21
Rohtak,31.396095275878906,2023-02-21
Alwar,29.419952392578125,2023-02-22
Meerut,28.719499588012695,2023-02-22
Rohtak,29.054317474365234,2023-02-22
Alwar,30.07352638244629,2023-02-23
Meerut,29.74018096923828,2023-02-23
Rohtak,29.655200958251953,2023-02-23
Alwar,29.730854034423828,2023-02-24
Meerut,29.67821502685547,2023-02-24
Rohtak,29.974605560302734,2023-02-24
Alwar,31.4639892578125,2023-02-25
