DISTRICT_NAME,date,minT,maxT
Bhiwani,2024-01-01,7.9616914,15.633989
Faridabad,2024-01-01,8.571307,16.217865
Gurgaon,2024-01-01,7.870698,15.630243
Jhajjar,2024-01-01,7.870698,15.630243
Jind,2024-01-01,8.807226,14.756411
Mahendragarh,2024-01-01,8.286314,17.103003
Mewat,2024-01-01,8.286314,17.103003
Palwal,2024-01-01,8.571307,16.217865
Panipat,2024-01-01,7.870698,15.630243
Rewari,2024-01-01,8.286314,17.103003
Rohtak,2024-01-01,7.870698,15.630243
Sonipat,2024-01-01,7.870698,15.630243
West,2024-01-01,9.21446,15.566903
Alwar,2024-01-01,8.286314,17.103003
Bharatpur,2024-01-01,8.744639,16.624811
Baghpat,2024-01-01,9.21446,15.566903
Bulandshahr,2024-01-01,9.21446,15.566903
GautamBuddhaNagar,2024-01-01,9.21446,15.566903
Ghaziabad,2024-01-01,9.21446,15.566903
Hapur,2024-01-01,9.21446,15.566903
Meerut,2024-01-01,9.21446,15.566903
Muzaffarnagar,2024-01-01,9.21446,15.566903
Shamli,2024-01-01,8.949062,16.172434
Bhiwani,2024-01-02,6.8740373,13.341705
Faridabad,2024-01-02,7.287251,14.125126
Gurgaon,2024-01-02,6.760809,13.631193
Jhajjar,2024-01-02,6.760809,13.631193
Jind,2024-01-02,8.051708,14.0820465
Mahendragarh,2024-01-02,6.801922,14.35038
Mewat,2024-01-02,6.801922,14.35038
Palwal,2024-01-02,7.287251,14.125126
Panipat,2024-01-02,6.760809,13.631193
Rewari,2024-01-02,6.801922,14.35038
Rohtak,2024-01-02,6.760809,13.631193
Sonipat,2024-01-02,6.760809,13.631193
West,2024-01-02,7.436671,14.120958
Alwar,2024-01-02,6.801922,14.35038
Bharatpur,2024-01-02,8.387572,15.452518
Baghpat,2024-01-02,7.436671,14.120958
Bulandshahr,2024-01-02,7.436671,14.120958
GautamBuddhaNagar,2024-01-02,7.436671,14.120958
Ghaziabad,2024-01-02,7.436671,14.120958
Hapur,2024-01-02,7.436671,14.120958
Meerut,2024-01-02,7.436671,14.120958
Muzaffarnagar,2024-01-02,7.436671,14.120958
Shamli,2024-01-02,7.9917865,15.903308
Bhiwani,2024-01-03,6.132174,14.622813
Faridabad,2024-01-03,6.641447,14.32897
Gurgaon,2024-01-03,6.094747,14.754668
Jhajjar,2024-01-03,6.094747,14.754668
Jind,2024-01-03,7.5814867,15.272158
Mahendragarh,2024-01-03,5.966254,14.1088
Mewat,2024-01-03,5.966254,14.1088
Palwal,2024-01-03,6.641447,14.32897
Panipat,2024-01-03,6.094747,14.754668
Rewari,2024-01-03,5.966254,14.1088
Rohtak,2024-01-03,6.094747,14.754668
Sonipat,2024-01-03,6.094747,14.754668
West,2024-01-03,7.174916,15.1761055
Alwar,2024-01-03,5.966254,14.1088
Bharatpur,2024-01-03,7.956102,15.16273
Baghpat,2024-01-03,7.174916,15.1761055
Bulandshahr,2024-01-03,7.174916,15.1761055
GautamBuddhaNagar,2024-01-03,7.174916,15.1761055
Ghaziabad,2024-01-03,7.174916,15.1761055
Hapur,2024-01-03,7.174916,15.1761055
Meerut,2024-01-03,7.174916,15.1761055
Muzaffarnagar,2024-01-03,7.174916,15.1761055
Shamli,2024-01-03,7.6545143,16.698444
Bhiwani,2024-01-04,5.4794307,13.778584
Faridabad,2024-01-04,6.969478,14.412564
Gurgaon,2024-01-04,5.6814404,13.710579
Jhajjar,2024-01-04,5.6814404,13.710579
Jind,2024-01-04,6.258051,13.717684
Mahendragarh,2024-01-04,6.217929,14.727688
Mewat,2024-01-04,6.217929,14.727688
Palwal,2024-01-04,6.969478,14.412564
Panipat,2024-01-04,5.6814404,13.710579
Rewari,2024-01-04,6.217929,14.727688
Rohtak,2024-01-04,5.6814404,13.710579
Sonipat,2024-01-04,5.6814404,13.710579
West,2024-01-04,6.898395,14.038303
Alwar,2024-01-04,6.217929,14.727688
Bharatpur,2024-01-04,8.453392,15.362347
Baghpat,2024-01-04,6.898395,14.038303
Bulandshahr,2024-01-04,6.898395,14.038303
GautamBuddhaNagar,2024-01-04,6.898395,14.038303
Ghaziabad,2024-01-04,6.898395,14.038303
Hapur,2024-01-04,6.898395,14.038303
Meerut,2024-01-04,6.898395,14.038303
Muzaffarnagar,2024-01-04,6.898395,14.038303
Shamli,2024-01-04,6.883824,14.773516
Bhiwani,2024-01-05,5.998008,13.488808
Faridabad,2024-01-05,8.271314,14.097013
Gurgaon,2024-01-05,7.207451,13.3565235
Jhajjar,2024-01-05,7.207451,13.3565235
Jind,2024-01-05,7.500227,13.598712
Mahendragarh,2024-01-05,7.1139917,14.254168
Mewat,2024-01-05,7.1139917,14.254168
Palwal,2024-01-05,8.271314,14.097013
Panipat,2024-01-05,7.207451,13.3565235
Rewari,2024-01-05,7.1139917,14.254168
Rohtak,2024-01-05,7.207451,13.3565235
Sonipat,2024-01-05,7.207451,13.3565235
West,2024-01-05,8.559006,13.810904
Alwar,2024-01-05,7.1139917,14.254168
Bharatpur,2024-01-05,9.428741,14.742441
Baghpat,2024-01-05,8.559006,13.810904
Bulandshahr,2024-01-05,8.559006,13.810904
GautamBuddhaNagar,2024-01-05,8.559006,13.810904
Ghaziabad,2024-01-05,8.559006,13.810904
Hapur,2024-01-05,8.559006,13.810904
Meerut,2024-01-05,8.559006,13.810904
Muzaffarnagar,2024-01-05,8.559006,13.810904
Shamli,2024-01-05,8.209967,14.804877
Bhiwani,2024-01-06,6.2372465,14.236554
Faridabad,2024-01-06,8.0783415,15.6570015
Gurgaon,2024-01-06,6.4363832,14.617899
Jhajjar,2024-01-06,6.4363832,14.617899
Jind,2024-01-06,7.6269236,14.779151
Mahendragarh,2024-01-06,6.948651,15.480765
Mewat,2024-01-06,6.948651,15.480765
Palwal,2024-01-06,8.0783415,15.6570015
Panipat,2024-01-06,6.4363832,14.617899
Rewari,2024-01-06,6.948651,15.480765
Rohtak,2024-01-06,6.4363832,14.617899
Sonipat,2024-01-06,6.4363832,14.617899
West,2024-01-06,7.611871,15.541404
Alwar,2024-01-06,6.948651,15.480765
Bharatpur,2024-01-06,9.0068,16.43587
Baghpat,2024-01-06,7.611871,15.541404
Bulandshahr,2024-01-06,7.611871,15.541404
GautamBuddhaNagar,2024-01-06,7.611871,15.541404
Ghaziabad,2024-01-06,7.611871,15.541404
Hapur,2024-01-06,7.611871,15.541404
Meerut,2024-01-06,7.611871,15.541404
Muzaffarnagar,2024-01-06,7.611871,15.541404
Shamli,2024-01-06,6.8987675,16.52414
Bhiwani,2024-01-07,7.3010635,13.985334
Faridabad,2024-01-07,7.438775,16.15831
Gurgaon,2024-01-07,6.6331377,14.516779
Jhajjar,2024-01-07,6.6331377,14.516779
Jind,2024-01-07,7.553183,14.406542
Mahendragarh,2024-01-07,6.735713,16.350637
Mewat,2024-01-07,6.735713,16.350637
Palwal,2024-01-07,7.438775,16.15831
Panipat,2024-01-07,6.6331377,14.516779
Rewari,2024-01-07,6.735713,16.350637
Rohtak,2024-01-07,6.6331377,14.516779
Sonipat,2024-01-07,6.6331377,14.516779
West,2024-01-07,7.2522078,15.44298
Alwar,2024-01-07,6.735713,16.350637
Bharatpur,2024-01-07,8.287843,18.230007
Baghpat,2024-01-07,7.2522078,15.44298
Bulandshahr,2024-01-07,7.2522078,15.44298
GautamBuddhaNagar,2024-01-07,7.2522078,15.44298
Ghaziabad,2024-01-07,7.2522078,15.44298
Hapur,2024-01-07,7.2522078,15.44298
Meerut,2024-01-07,7.2522078,15.44298
Muzaffarnagar,2024-01-07,7.2522078,15.44298
Shamli,2024-01-07,7.276841,15.956196
Bhiwani,2024-01-08,6.3974137,13.935209
Faridabad,2024-01-08,6.598206,15.12015
Gurgaon,2024-01-08,6.149806,13.92625
Jhajjar,2024-01-08,6.149806,13.92625
Jind,2024-01-08,6.6192713,13.873393
Mahendragarh,2024-01-08,6.0728617,15.482859
Mewat,2024-01-08,6.0728617,15.482859
Palwal,2024-01-08,6.598206,15.12015
Panipat,2024-01-08,6.149806,13.92625
Rewari,2024-01-08,6.0728617,15.482859
Rohtak,2024-01-08,6.149806,13.92625
Sonipat,2024-01-08,6.149806,13.92625
West,2024-01-08,6.569593,14.1880245
Alwar,2024-01-08,6.0728617,15.482859
Bharatpur,2024-01-08,7.753163,17.553835
Baghpat,2024-01-08,6.569593,14.1880245
Bulandshahr,2024-01-08,6.569593,14.1880245
GautamBuddhaNagar,2024-01-08,6.569593,14.1880245
Ghaziabad,2024-01-08,6.569593,14.1880245
Hapur,2024-01-08,6.569593,14.1880245
Meerut,2024-01-08,6.569593,14.1880245
Muzaffarnagar,2024-01-08,6.569593,14.1880245
Shamli,2024-01-08,6.841735,15.119806
Bhiwani,2024-01-09,8.1627035,14.023975
Faridabad,2024-01-09,8.834451,14.755933
Gurgaon,2024-01-09,7.853178,13.904757
Jhajjar,2024-01-09,7.853178,13.904757
Jind,2024-01-09,7.996792,13.3574505
Mahendragarh,2024-01-09,8.763902,14.844808
Mewat,2024-01-09,8.763902,14.844808
Palwal,2024-01-09,8.834451,14.755933
Panipat,2024-01-09,7.853178,13.904757
Rewari,2024-01-09,8.763902,14.844808
Rohtak,2024-01-09,7.853178,13.904757
Sonipat,2024-01-09,7.853178,13.904757
West,2024-01-09,8.2963085,14.103515
Alwar,2024-01-09,8.763902,14.844808
Bharatpur,2024-01-09,9.989612,16.44708
Baghpat,2024-01-09,8.2963085,14.103515
Bulandshahr,2024-01-09,8.2963085,14.103515
GautamBuddhaNagar,2024-01-09,8.2963085,14.103515
Ghaziabad,2024-01-09,8.2963085,14.103515
Hapur,2024-01-09,8.2963085,14.103515
Meerut,2024-01-09,8.2963085,14.103515
Muzaffarnagar,2024-01-09,8.2963085,14.103515
Shamli,2024-01-09,7.737471,14.809637
Bhiwani,2024-01-10,6.626707,15.484354
Faridabad,2024-01-10,7.9962187,16.536432
Gurgaon,2024-01-10,6.633373,14.948807
Jhajjar,2024-01-10,6.633373,14.948807
Jind,2024-01-10,7.1286006,14.309325
Mahendragarh,2024-01-10,7.3078847,16.848
Mewat,2024-01-10,7.3078847,16.848
Palwal,2024-01-10,7.9962187,16.536432
Panipat,2024-01-10,6.633373,14.948807
Rewari,2024-01-10,7.3078847,16.848
Rohtak,2024-01-10,6.633373,14.948807
Sonipat,2024-01-10,6.633373,14.948807
West,2024-01-10,7.6791167,14.903243
Alwar,2024-01-10,7.3078847,16.848
Bharatpur,2024-01-10,9.132128,18.843616
Baghpat,2024-01-10,7.6791167,14.903243
Bulandshahr,2024-01-10,7.6791167,14.903243
GautamBuddhaNagar,2024-01-10,7.6791167,14.903243
Ghaziabad,2024-01-10,7.6791167,14.903243
Hapur,2024-01-10,7.6791167,14.903243
Meerut,2024-01-10,7.6791167,14.903243
Muzaffarnagar,2024-01-10,7.6791167,14.903243
Shamli,2024-01-10,6.9648476,15.238182
Bhiwani,2024-01-11,4.1177363,18.537981
Faridabad,2024-01-11,4.9377213,18.510021
Gurgaon,2024-01-11,4.3303213,17.373905
Jhajjar,2024-01-11,4.3303213,17.373905
Jind,2024-01-11,6.2201896,15.776104
Mahendragarh,2024-01-11,4.1072025,19.225533
Mewat,2024-01-11,4.1072025,19.225533
Palwal,2024-01-11,4.9377213,18.510021
Panipat,2024-01-11,4.3303213,17.373905
Rewari,2024-01-11,4.1072025,19.225533
Rohtak,2024-01-11,4.3303213,17.373905
Sonipat,2024-01-11,4.3303213,17.373905
West,2024-01-11,6.120021,16.088604
Alwar,2024-01-11,4.1072025,19.225533
Bharatpur,2024-01-11,6.5256863,20.871016
Baghpat,2024-01-11,6.120021,16.088604
Bulandshahr,2024-01-11,6.120021,16.088604
GautamBuddhaNagar,2024-01-11,6.120021,16.088604
Ghaziabad,2024-01-11,6.120021,16.088604
Hapur,2024-01-11,6.120021,16.088604
Meerut,2024-01-11,6.120021,16.088604
Muzaffarnagar,2024-01-11,6.120021,16.088604
Shamli,2024-01-11,6.8330684,16.439266
Bhiwani,2024-01-12,4.1538906,19.081846
Faridabad,2024-01-12,4.6733317,19.704262
Gurgaon,2024-01-12,3.8601468,18.022099
Jhajjar,2024-01-12,3.8601468,18.022099
Jind,2024-01-12,5.1586,16.194614
Mahendragarh,2024-01-12,4.401647,20.686277
Mewat,2024-01-12,4.401647,20.686277
Palwal,2024-01-12,4.6733317,19.704262
Panipat,2024-01-12,3.8601468,18.022099
Rewari,2024-01-12,4.401647,20.686277
Rohtak,2024-01-12,3.8601468,18.022099
Sonipat,2024-01-12,3.8601468,18.022099
West,2024-01-12,5.4912996,15.7305
Alwar,2024-01-12,4.401647,20.686277
Bharatpur,2024-01-12,5.4523406,22.111029
Baghpat,2024-01-12,5.4912996,15.7305
Bulandshahr,2024-01-12,5.4912996,15.7305
GautamBuddhaNagar,2024-01-12,5.4912996,15.7305
Ghaziabad,2024-01-12,5.4912996,15.7305
Hapur,2024-01-12,5.4912996,15.7305
Meerut,2024-01-12,5.4912996,15.7305
Muzaffarnagar,2024-01-12,5.4912996,15.7305
Shamli,2024-01-12,5.9029007,15.865
Bhiwani,2024-01-13,6.426574,19.820557
Faridabad,2024-01-13,6.2391953,19.363926
Gurgaon,2024-01-13,5.294294,18.268187
Jhajjar,2024-01-13,5.294294,18.268187
Jind,2024-01-13,6.356971,17.141617
Mahendragarh,2024-01-13,6.1995773,20.441467
Mewat,2024-01-13,6.1995773,20.441467
Palwal,2024-01-13,6.2391953,19.363926
Panipat,2024-01-13,5.294294,18.268187
Rewari,2024-01-13,6.1995773,20.441467
Rohtak,2024-01-13,5.294294,18.268187
Sonipat,2024-01-13,5.294294,18.268187
West,2024-01-13,6.140281,17.262152
Alwar,2024-01-13,6.1995773,20.441467
Bharatpur,2024-01-13,6.923744,22.331253
Baghpat,2024-01-13,6.140281,17.262152
Bulandshahr,2024-01-13,6.140281,17.262152
GautamBuddhaNagar,2024-01-13,6.140281,17.262152
Ghaziabad,2024-01-13,6.140281,17.262152
Hapur,2024-01-13,6.140281,17.262152
Meerut,2024-01-13,6.140281,17.262152
Muzaffarnagar,2024-01-13,6.140281,17.262152
Shamli,2024-01-13,6.508125,17.032513
Bhiwani,2024-01-14,4.474004,18.968866
Faridabad,2024-01-14,5.3938947,19.520304
Gurgaon,2024-01-14,4.068864,18.614706
Jhajjar,2024-01-14,4.068864,18.614706
Jind,2024-01-14,5.215517,17.751566
Mahendragarh,2024-01-14,5.190839,20.785027
Mewat,2024-01-14,5.190839,20.785027
Palwal,2024-01-14,5.3938947,19.520304
Panipat,2024-01-14,4.068864,18.614706
Rewari,2024-01-14,5.190839,20.785027
Rohtak,2024-01-14,4.068864,18.614706
Sonipat,2024-01-14,4.068864,18.614706
West,2024-01-14,4.9777718,17.218655
Alwar,2024-01-14,5.190839,20.785027
Bharatpur,2024-01-14,7.122152,22.463547
Baghpat,2024-01-14,4.9777718,17.218655
Bulandshahr,2024-01-14,4.9777718,17.218655
GautamBuddhaNagar,2024-01-14,4.9777718,17.218655
Ghaziabad,2024-01-14,4.9777718,17.218655
Hapur,2024-01-14,4.9777718,17.218655
Meerut,2024-01-14,4.9777718,17.218655
Muzaffarnagar,2024-01-14,4.9777718,17.218655
Shamli,2024-01-14,5.33766,17.617495
Bhiwani,2024-01-15,3.5289931,19.115814
Faridabad,2024-01-15,5.873943,18.304852
Gurgaon,2024-01-15,3.2009625,18.078222
Jhajjar,2024-01-15,3.2009625,18.078222
Jind,2024-01-15,4.311961,17.212563
Mahendragarh,2024-01-15,4.898138,19.97148
Mewat,2024-01-15,4.898138,19.97148
Palwal,2024-01-15,5.873943,18.304852
Panipat,2024-01-15,3.2009625,18.078222
Rewari,2024-01-15,4.898138,19.97148
Rohtak,2024-01-15,3.2009625,18.078222
Sonipat,2024-01-15,3.2009625,18.078222
West,2024-01-15,4.7178955,16.69269
Alwar,2024-01-15,4.898138,19.97148
Bharatpur,2024-01-15,7.622059,21.138859
Baghpat,2024-01-15,4.7178955,16.69269
Bulandshahr,2024-01-15,4.7178955,16.69269
GautamBuddhaNagar,2024-01-15,4.7178955,16.69269
Ghaziabad,2024-01-15,4.7178955,16.69269
Hapur,2024-01-15,4.7178955,16.69269
Meerut,2024-01-15,4.7178955,16.69269
Muzaffarnagar,2024-01-15,4.7178955,16.69269
Shamli,2024-01-15,5.342724,16.476349
Bhiwani,2024-01-16,4.303875,18.93342
Faridabad,2024-01-16,5.5132957,16.02098
Gurgaon,2024-01-16,3.9060376,17.332607
Jhajjar,2024-01-16,3.9060376,17.332607
Jind,2024-01-16,4.4676304,16.28135
Mahendragarh,2024-01-16,5.303428,18.150614
Mewat,2024-01-16,5.303428,18.150614
Palwal,2024-01-16,5.5132957,16.02098
Panipat,2024-01-16,3.9060376,17.332607
Rewari,2024-01-16,5.303428,18.150614
Rohtak,2024-01-16,3.9060376,17.332607
Sonipat,2024-01-16,3.9060376,17.332607
West,2024-01-16,4.7636065,15.174033
Alwar,2024-01-16,5.303428,18.150614
Bharatpur,2024-01-16,6.7227473,17.967854
Baghpat,2024-01-16,4.7636065,15.174033
Bulandshahr,2024-01-16,4.7636065,15.174033
GautamBuddhaNagar,2024-01-16,4.7636065,15.174033
Ghaziabad,2024-01-16,4.7636065,15.174033
Hapur,2024-01-16,4.7636065,15.174033
Meerut,2024-01-16,4.7636065,15.174033
Muzaffarnagar,2024-01-16,4.7636065,15.174033
Shamli,2024-01-16,4.806775,15.536325
Bhiwani,2024-01-17,5.348721,16.13704
Faridabad,2024-01-17,5.616441,15.077431
Gurgaon,2024-01-17,5.0991426,15.757891
Jhajjar,2024-01-17,5.0991426,15.757891
Jind,2024-01-17,6.156772,16.03809
Mahendragarh,2024-01-17,5.813661,16.098312
Mewat,2024-01-17,5.813661,16.098312
Palwal,2024-01-17,5.616441,15.077431
Panipat,2024-01-17,5.0991426,15.757891
Rewari,2024-01-17,5.813661,16.098312
Rohtak,2024-01-17,5.0991426,15.757891
Sonipat,2024-01-17,5.0991426,15.757891
West,2024-01-17,5.4941955,15.116753
Alwar,2024-01-17,5.813661,16.098312
Bharatpur,2024-01-17,6.6667113,18.151102
Baghpat,2024-01-17,5.4941955,15.116753
Bulandshahr,2024-01-17,5.4941955,15.116753
GautamBuddhaNagar,2024-01-17,5.4941955,15.116753
Ghaziabad,2024-01-17,5.4941955,15.116753
Hapur,2024-01-17,5.4941955,15.116753
Meerut,2024-01-17,5.4941955,15.116753
Muzaffarnagar,2024-01-17,5.4941955,15.116753
Shamli,2024-01-17,5.5327797,15.758257
Bhiwani,2024-01-18,4.916321,16.163
Faridabad,2024-01-18,5.664525,14.460422
Gurgaon,2024-01-18,4.786614,16.16994
Jhajjar,2024-01-18,4.786614,16.16994
Jind,2024-01-18,5.680537,15.466593
Mahendragarh,2024-01-18,5.734556,15.844889
Mewat,2024-01-18,5.734556,15.844889
Palwal,2024-01-18,5.664525,14.460422
Panipat,2024-01-18,4.786614,16.16994
Rewari,2024-01-18,5.734556,15.844889
Rohtak,2024-01-18,4.786614,16.16994
Sonipat,2024-01-18,4.786614,16.16994
West,2024-01-18,6.137417,15.254726
Alwar,2024-01-18,5.734556,15.844889
Bharatpur,2024-01-18,6.3054757,16.901215
Baghpat,2024-01-18,6.137417,15.254726
Bulandshahr,2024-01-18,6.137417,15.254726
GautamBuddhaNagar,2024-01-18,6.137417,15.254726
Ghaziabad,2024-01-18,6.137417,15.254726
Hapur,2024-01-18,6.137417,15.254726
Meerut,2024-01-18,6.137417,15.254726
Muzaffarnagar,2024-01-18,6.137417,15.254726
Shamli,2024-01-18,6.077909,16.644735
Bhiwani,2024-01-19,5.1995916,16.580458
Faridabad,2024-01-19,5.8894157,13.548835
Gurgaon,2024-01-19,5.7810326,15.388237
Jhajjar,2024-01-19,5.7810326,15.388237
Jind,2024-01-19,7.1072536,13.56572
Mahendragarh,2024-01-19,5.9552565,15.960515
Mewat,2024-01-19,5.9552565,15.960515
Palwal,2024-01-19,5.8894157,13.548835
Panipat,2024-01-19,5.7810326,15.388237
Rewari,2024-01-19,5.9552565,15.960515
Rohtak,2024-01-19,5.7810326,15.388237
Sonipat,2024-01-19,5.7810326,15.388237
West,2024-01-19,7.1978364,12.888017
Alwar,2024-01-19,5.9552565,15.960515
Bharatpur,2024-01-19,6.0534062,15.665946
Baghpat,2024-01-19,7.1978364,12.888017
Bulandshahr,2024-01-19,7.1978364,12.888017
GautamBuddhaNagar,2024-01-19,7.1978364,12.888017
Ghaziabad,2024-01-19,7.1978364,12.888017
Hapur,2024-01-19,7.1978364,12.888017
Meerut,2024-01-19,7.1978364,12.888017
Muzaffarnagar,2024-01-19,7.1978364,12.888017
