DISTRICT_NAME,date,minT,maxT
Bhiwani,2021-01-01,2.8665383,17.977749
Faridabad,2021-01-01,3.764164,18.007372
Gurgaon,2021-01-01,3.002186,16.79972
Jhajjar,2021-01-01,3.002186,16.79972
Jind,2021-01-01,3.9056067,16.706982
Mahendragarh,2021-01-01,2.797068,18.767967
Mewat,2021-01-01,2.797068,18.767967
Palwal,2021-01-01,3.764164,18.007372
Panipat,2021-01-01,3.002186,16.79972
Rewari,2021-01-01,2.797068,18.767967
Rohtak,2021-01-01,3.002186,16.79972
Sonipat,2021-01-01,3.002186,16.79972
West,2021-01-01,3.2109876,16.549438
Alwar,2021-01-01,2.797068,18.767967
Bharatpur,2021-01-01,4.4895334,20.566036
Baghpat,2021-01-01,3.2109876,16.549438
Bulandshahr,2021-01-01,3.2109876,16.549438
GautamBuddhaNagar,2021-01-01,3.2109876,16.549438
Ghaziabad,2021-01-01,3.2109876,16.549438
Hapur,2021-01-01,3.2109876,16.549438
Meerut,2021-01-01,3.2109876,16.549438
Muzaffarnagar,2021-01-01,3.2109876,16.549438
Shamli,2021-01-01,5.036673,15.849383
Bhiwani,2021-01-02,6.362425,18.878893
Faridabad,2021-01-02,7.0893764,19.631296
Gurgaon,2021-01-02,6.3272295,18.774767
Jhajjar,2021-01-02,6.3272295,18.774767
Jind,2021-01-02,6.1936746,17.717285
Mahendragarh,2021-01-02,7.204579,19.57393
Mewat,2021-01-02,7.204579,19.57393
Palwal,2021-01-02,7.0893764,19.631296
Panipat,2021-01-02,6.3272295,18.774767
Rewari,2021-01-02,7.204579,19.57393
Rohtak,2021-01-02,6.3272295,18.774767
Sonipat,2021-01-02,6.3272295,18.774767
West,2021-01-02,5.9305897,18.309713
Alwar,2021-01-02,7.204579,19.57393
Bharatpur,2021-01-02,8.875822,21.882412
Baghpat,2021-01-02,5.9305897,18.309713
Bulandshahr,2021-01-02,5.9305897,18.309713
GautamBuddhaNagar,2021-01-02,5.9305897,18.309713
Ghaziabad,2021-01-02,5.9305897,18.309713
Hapur,2021-01-02,5.9305897,18.309713
Meerut,2021-01-02,5.9305897,18.309713
Muzaffarnagar,2021-01-02,5.9305897,18.309713
Shamli,2021-01-02,5.533145,16.70663
Bhiwani,2021-01-03,9.634634,19.69014
Faridabad,2021-01-03,10.995792,20.955122
Gurgaon,2021-01-03,10.315598,19.333853
Jhajjar,2021-01-03,10.315598,19.333853
Jind,2021-01-03,9.636185,19.687788
Mahendragarh,2021-01-03,10.749955,20.647442
Mewat,2021-01-03,10.749955,20.647442
Palwal,2021-01-03,10.995792,20.955122
Panipat,2021-01-03,10.315598,19.333853
Rewari,2021-01-03,10.749955,20.647442
Rohtak,2021-01-03,10.315598,19.333853
Sonipat,2021-01-03,10.315598,19.333853
West,2021-01-03,9.747,19.28729
Alwar,2021-01-03,10.749955,20.647442
Bharatpur,2021-01-03,11.752218,22.953688
Baghpat,2021-01-03,9.747,19.28729
Bulandshahr,2021-01-03,9.747,19.28729
GautamBuddhaNagar,2021-01-03,9.747,19.28729
Ghaziabad,2021-01-03,9.747,19.28729
Hapur,2021-01-03,9.747,19.28729
Meerut,2021-01-03,9.747,19.28729
Muzaffarnagar,2021-01-03,9.747,19.28729
Shamli,2021-01-03,9.427145,19.033585
