DISTRICT_NAME,date,minT,maxT
Bhiwani,2022-01-01,4.5746756,20.838966
Faridabad,2022-01-01,5.55265,19.788555
Gurgaon,2022-01-01,4.2839737,20.036102
Jhajjar,2022-01-01,4.2839737,20.036102
Jind,2022-01-01,4.7079134,19.674229
Mahendragarh,2022-01-01,4.6355796,20.168293
Mewat,2022-01-01,4.6355796,20.168293
Palwal,2022-01-01,5.55265,19.788555
Panipat,2022-01-01,4.2839737,20.036102
Rewari,2022-01-01,4.6355796,20.168293
Rohtak,2022-01-01,4.2839737,20.036102
Sonipat,2022-01-01,4.2839737,20.036102
West,2022-01-01,4.9764442,20.521286
Alwar,2022-01-01,4.6355796,20.168293
Bharatpur,2022-01-01,6.456133,20.31555
Baghpat,2022-01-01,4.9764442,20.521286
Bulandshahr,2022-01-01,4.9764442,20.521286
GautamBuddhaNagar,2022-01-01,4.9764442,20.521286
Ghaziabad,2022-01-01,4.9764442,20.521286
Hapur,2022-01-01,4.9764442,20.521286
Meerut,2022-01-01,4.9764442,20.521286
Muzaffarnagar,2022-01-01,4.9764442,20.521286
Shamli,2022-01-01,5.013267,18.980078
Bhiwani,2022-01-02,5.796611,21.47354
Faridabad,2022-01-02,5.742843,20.843996
Gurgaon,2022-01-02,5.4542317,21.159101
Jhajjar,2022-01-02,5.4542317,21.159101
Jind,2022-01-02,6.08704,20.334112
Mahendragarh,2022-01-02,5.4870076,21.000795
Mewat,2022-01-02,5.4870076,21.000795
Palwal,2022-01-02,5.742843,20.843996
Panipat,2022-01-02,5.4542317,21.159101
Rewari,2022-01-02,5.4870076,21.000795
Rohtak,2022-01-02,5.4542317,21.159101
Sonipat,2022-01-02,5.4542317,21.159101
West,2022-01-02,5.907334,20.507864
Alwar,2022-01-02,5.4870076,21.000795
Bharatpur,2022-01-02,6.3224487,21.311295
Baghpat,2022-01-02,5.907334,20.507864
Bulandshahr,2022-01-02,5.907334,20.507864
GautamBuddhaNagar,2022-01-02,5.907334,20.507864
Ghaziabad,2022-01-02,5.907334,20.507864
Hapur,2022-01-02,5.907334,20.507864
Meerut,2022-01-02,5.907334,20.507864
Muzaffarnagar,2022-01-02,5.907334,20.507864
Shamli,2022-01-02,5.8727813,20.021816
Bhiwani,2022-01-03,5.665229,22.903416
Faridabad,2022-01-03,6.469579,22.280031
Gurgaon,2022-01-03,5.553735,22.401638
Jhajjar,2022-01-03,5.553735,22.401638
Jind,2022-01-03,5.8984222,21.424616
Mahendragarh,2022-01-03,5.583737,22.76142
Mewat,2022-01-03,5.583737,22.76142
Palwal,2022-01-03,6.469579,22.280031
Panipat,2022-01-03,5.553735,22.401638
Rewari,2022-01-03,5.583737,22.76142
Rohtak,2022-01-03,5.553735,22.401638
Sonipat,2022-01-03,5.553735,22.401638
West,2022-01-03,5.923853,22.308174
Alwar,2022-01-03,5.583737,22.76142
Bharatpur,2022-01-03,6.140075,23.008034
Baghpat,2022-01-03,5.923853,22.308174
Bulandshahr,2022-01-03,5.923853,22.308174
GautamBuddhaNagar,2022-01-03,5.923853,22.308174
Ghaziabad,2022-01-03,5.923853,22.308174
Hapur,2022-01-03,5.923853,22.308174
Meerut,2022-01-03,5.923853,22.308174
Muzaffarnagar,2022-01-03,5.923853,22.308174
Shamli,2022-01-03,6.1621237,21.019264
Bhiwani,2022-01-04,8.846328,21.608173
Faridabad,2022-01-04,8.2027855,23.01919
Gurgaon,2022-01-04,8.566658,21.866808
Jhajjar,2022-01-04,8.566658,21.866808
Jind,2022-01-04,8.921866,19.299889
Mahendragarh,2022-01-04,8.093972,23.332436
Mewat,2022-01-04,8.093972,23.332436
Palwal,2022-01-04,8.2027855,23.01919
Panipat,2022-01-04,8.566658,21.866808
Rewari,2022-01-04,8.093972,23.332436
Rohtak,2022-01-04,8.566658,21.866808
Sonipat,2022-01-04,8.566658,21.866808
West,2022-01-04,8.38118,20.925268
Alwar,2022-01-04,8.093972,23.332436
Bharatpur,2022-01-04,7.2981925,24.350807
Baghpat,2022-01-04,8.38118,20.925268
Bulandshahr,2022-01-04,8.38118,20.925268
GautamBuddhaNagar,2022-01-04,8.38118,20.925268
Ghaziabad,2022-01-04,8.38118,20.925268
Hapur,2022-01-04,8.38118,20.925268
Meerut,2022-01-04,8.38118,20.925268
Muzaffarnagar,2022-01-04,8.38118,20.925268
Shamli,2022-01-04,8.382115,18.71715
Bhiwani,2022-01-05,12.02004,15.801249
Faridabad,2022-01-05,11.681524,17.459846
Gurgaon,2022-01-05,12.078909,15.763912
Jhajjar,2022-01-05,12.078909,15.763912
Jind,2022-01-05,11.476524,14.635647
Mahendragarh,2022-01-05,11.66074,16.956354
Mewat,2022-01-05,11.66074,16.956354
Palwal,2022-01-05,11.681524,17.459846
Panipat,2022-01-05,12.078909,15.763912
Rewari,2022-01-05,11.66074,16.956354
Rohtak,2022-01-05,12.078909,15.763912
Sonipat,2022-01-05,12.078909,15.763912
West,2022-01-05,11.449143,16.049486
Alwar,2022-01-05,11.66074,16.956354
Bharatpur,2022-01-05,10.717175,20.530138
Baghpat,2022-01-05,11.449143,16.049486
Bulandshahr,2022-01-05,11.449143,16.049486
GautamBuddhaNagar,2022-01-05,11.449143,16.049486
Ghaziabad,2022-01-05,11.449143,16.049486
Hapur,2022-01-05,11.449143,16.049486
Meerut,2022-01-05,11.449143,16.049486
Muzaffarnagar,2022-01-05,11.449143,16.049486
Shamli,2022-01-05,10.2414875,14.295106
Bhiwani,2022-01-06,12.098898,17.529734
Faridabad,2022-01-06,12.708736,17.10739
Gurgaon,2022-01-06,12.384514,17.721909
Jhajjar,2022-01-06,12.384514,17.721909
Jind,2022-01-06,11.35191,18.225494
Mahendragarh,2022-01-06,12.185481,16.695103
Mewat,2022-01-06,12.185481,16.695103
Palwal,2022-01-06,12.708736,17.10739
Panipat,2022-01-06,12.384514,17.721909
Rewari,2022-01-06,12.185481,16.695103
Rohtak,2022-01-06,12.384514,17.721909
Sonipat,2022-01-06,12.384514,17.721909
West,2022-01-06,11.585803,19.47074
Alwar,2022-01-06,12.185481,16.695103
Bharatpur,2022-01-06,12.431715,16.691715
Baghpat,2022-01-06,11.585803,19.47074
Bulandshahr,2022-01-06,11.585803,19.47074
GautamBuddhaNagar,2022-01-06,11.585803,19.47074
Ghaziabad,2022-01-06,11.585803,19.47074
Hapur,2022-01-06,11.585803,19.47074
Meerut,2022-01-06,11.585803,19.47074
Muzaffarnagar,2022-01-06,11.585803,19.47074
Shamli,2022-01-06,9.713508,18.135294
Bhiwani,2022-01-07,12.02703,18.923532
Faridabad,2022-01-07,13.039302,19.599667
Gurgaon,2022-01-07,12.578335,19.523375
Jhajjar,2022-01-07,12.578335,19.523375
Jind,2022-01-07,11.363922,19.08322
Mahendragarh,2022-01-07,12.430075,19.534328
Mewat,2022-01-07,12.430075,19.534328
Palwal,2022-01-07,13.039302,19.599667
Panipat,2022-01-07,12.578335,19.523375
Rewari,2022-01-07,12.430075,19.534328
Rohtak,2022-01-07,12.578335,19.523375
Sonipat,2022-01-07,12.578335,19.523375
West,2022-01-07,12.278944,20.54536
Alwar,2022-01-07,12.430075,19.534328
Bharatpur,2022-01-07,12.584412,19.705494
Baghpat,2022-01-07,12.278944,20.54536
Bulandshahr,2022-01-07,12.278944,20.54536
GautamBuddhaNagar,2022-01-07,12.278944,20.54536
Ghaziabad,2022-01-07,12.278944,20.54536
Hapur,2022-01-07,12.278944,20.54536
Meerut,2022-01-07,12.278944,20.54536
Muzaffarnagar,2022-01-07,12.278944,20.54536
Shamli,2022-01-07,10.432787,18.806164
Bhiwani,2022-01-08,12.716609,17.679453
Faridabad,2022-01-08,14.288212,18.786839
Gurgaon,2022-01-08,13.7030735,17.701096
Jhajjar,2022-01-08,13.7030735,17.701096
Jind,2022-01-08,11.679598,16.138327
Mahendragarh,2022-01-08,13.532571,18.56044
Mewat,2022-01-08,13.532571,18.56044
Palwal,2022-01-08,14.288212,18.786839
Panipat,2022-01-08,13.7030735,17.701096
Rewari,2022-01-08,13.532571,18.56044
Rohtak,2022-01-08,13.7030735,17.701096
Sonipat,2022-01-08,13.7030735,17.701096
West,2022-01-08,13.282438,16.690323
Alwar,2022-01-08,13.532571,18.56044
Bharatpur,2022-01-08,13.896566,20.355083
Baghpat,2022-01-08,13.282438,16.690323
Bulandshahr,2022-01-08,13.282438,16.690323
GautamBuddhaNagar,2022-01-08,13.282438,16.690323
Ghaziabad,2022-01-08,13.282438,16.690323
Hapur,2022-01-08,13.282438,16.690323
Meerut,2022-01-08,13.282438,16.690323
Muzaffarnagar,2022-01-08,13.282438,16.690323
Shamli,2022-01-08,11.172781,15.1518955
Bhiwani,2022-01-09,9.035374,15.174208
Faridabad,2022-01-09,11.776987,16.463245
Gurgaon,2022-01-09,10.688995,15.066884
Jhajjar,2022-01-09,10.688995,15.066884
Jind,2022-01-09,8.609066,14.88973
Mahendragarh,2022-01-09,10.365889,15.591877
Mewat,2022-01-09,10.365889,15.591877
Palwal,2022-01-09,11.776987,16.463245
Panipat,2022-01-09,10.688995,15.066884
Rewari,2022-01-09,10.365889,15.591877
Rohtak,2022-01-09,10.688995,15.066884
Sonipat,2022-01-09,10.688995,15.066884
West,2022-01-09,10.889624,16.745691
Alwar,2022-01-09,10.365889,15.591877
Bharatpur,2022-01-09,12.080761,17.116892
Baghpat,2022-01-09,10.889624,16.745691
Bulandshahr,2022-01-09,10.889624,16.745691
GautamBuddhaNagar,2022-01-09,10.889624,16.745691
Ghaziabad,2022-01-09,10.889624,16.745691
Hapur,2022-01-09,10.889624,16.745691
Meerut,2022-01-09,10.889624,16.745691
Muzaffarnagar,2022-01-09,10.889624,16.745691
Shamli,2022-01-09,8.59305,14.2624035
Bhiwani,2022-01-10,7.4627514,17.557756
Faridabad,2022-01-10,9.491783,17.151722
Gurgaon,2022-01-10,8.134564,16.9527
Jhajjar,2022-01-10,8.134564,16.9527
Jind,2022-01-10,7.587866,16.539375
Mahendragarh,2022-01-10,7.67361,16.95523
Mewat,2022-01-10,7.67361,16.95523
Palwal,2022-01-10,9.491783,17.151722
Panipat,2022-01-10,8.134564,16.9527
Rewari,2022-01-10,7.67361,16.95523
Rohtak,2022-01-10,8.134564,16.9527
Sonipat,2022-01-10,8.134564,16.9527
West,2022-01-10,9.414483,17.628405
Alwar,2022-01-10,7.67361,16.95523
Bharatpur,2022-01-10,8.5866,17.212044
Baghpat,2022-01-10,9.414483,17.628405
Bulandshahr,2022-01-10,9.414483,17.628405
GautamBuddhaNagar,2022-01-10,9.414483,17.628405
Ghaziabad,2022-01-10,9.414483,17.628405
Hapur,2022-01-10,9.414483,17.628405
Meerut,2022-01-10,9.414483,17.628405
Muzaffarnagar,2022-01-10,9.414483,17.628405
Shamli,2022-01-10,7.5625,15.643088
Bhiwani,2022-01-11,6.295226,15.060678
Faridabad,2022-01-11,7.736241,16.738153
Gurgaon,2022-01-11,6.9513955,15.746195
Jhajjar,2022-01-11,6.9513955,15.746195
Jind,2022-01-11,7.134409,15.866343
Mahendragarh,2022-01-11,6.3135037,15.983055
Mewat,2022-01-11,6.3135037,15.983055
Palwal,2022-01-11,7.736241,16.738153
Panipat,2022-01-11,6.9513955,15.746195
Rewari,2022-01-11,6.3135037,15.983055
Rohtak,2022-01-11,6.9513955,15.746195
Sonipat,2022-01-11,6.9513955,15.746195
West,2022-01-11,7.783902,17.31142
Alwar,2022-01-11,6.3135037,15.983055
Bharatpur,2022-01-11,7.025537,17.510654
Baghpat,2022-01-11,7.783902,17.31142
Bulandshahr,2022-01-11,7.783902,17.31142
GautamBuddhaNagar,2022-01-11,7.783902,17.31142
Ghaziabad,2022-01-11,7.783902,17.31142
Hapur,2022-01-11,7.783902,17.31142
