DISTRICT_NAME,date,minT,maxT
Bhiwani,2015-01-01,6.1438084,21.28806
Faridabad,2015-01-01,9.087833,20.786816
Gurgaon,2015-01-01,7.2062035,21.319942
Jhajjar,2015-01-01,7.2062035,21.319942
Jind,2015-01-01,7.264874,21.274208
Mahendragarh,2015-01-01,7.8994904,20.432022
Mewat,2015-01-01,7.8994904,20.432022
Palwal,2015-01-01,9.087833,20.786816
Panipat,2015-01-01,7.2062035,21.319942
Rewari,2015-01-01,7.8994904,20.432022
Rohtak,2015-01-01,7.2062035,21.319942
Sonipat,2015-01-01,7.2062035,21.319942
West,2015-01-01,8.547216,21.35192
Alwar,2015-01-01,7.8994904,20.432022
Bharatpur,2015-01-01,9.220261,19.634418
Baghpat,2015-01-01,8.547216,21.35192
Bulandshahr,2015-01-01,8.547216,21.35192
GautamBuddhaNagar,2015-01-01,8.547216,21.35192
Ghaziabad,2015-01-01,8.547216,21.35192
Hapur,2015-01-01,8.547216,21.35192
Meerut,2015-01-01,8.547216,21.35192
Muzaffarnagar,2015-01-01,8.547216,21.35192
Shamli,2015-01-01,7.995611,20.199114
Bhiwani,2015-01-02,9.165695,18.576103
Faridabad,2015-01-02,11.820672,15.979723
Gurgaon,2015-01-02,10.01074,16.697296
Jhajjar,2015-01-02,10.01074,16.697296
Jind,2015-01-02,9.828883,16.445522
Mahendragarh,2015-01-02,10.750407,16.467386
Mewat,2015-01-02,10.750407,16.467386
Palwal,2015-01-02,11.820672,15.979723
Panipat,2015-01-02,10.01074,16.697296
Rewari,2015-01-02,10.750407,16.467386
Rohtak,2015-01-02,10.01074,16.697296
Sonipat,2015-01-02,10.01074,16.697296
West,2015-01-02,10.541856,16.055601
Alwar,2015-01-02,10.750407,16.467386
Bharatpur,2015-01-02,11.686949,15.850846
Baghpat,2015-01-02,10.541856,16.055601
Bulandshahr,2015-01-02,10.541856,16.055601
GautamBuddhaNagar,2015-01-02,10.541856,16.055601
