DISTRICT_NAME,date,minT,maxT
Bhiwani,2020-01-01,2.6262827,17.919657
Faridabad,2020-01-01,3.6675584,18.802961
Gurgaon,2020-01-01,2.8578386,19.147821
Jhajjar,2020-01-01,2.8578386,19.147821
Jind,2020-01-01,2.991828,17.983688
Mahendragarh,2020-01-01,3.3101778,18.449902
Mewat,2020-01-01,3.3101778,18.449902
Palwal,2020-01-01,3.6675584,18.802961
Panipat,2020-01-01,2.8578386,19.147821
Rewari,2020-01-01,3.3101778,18.449902
Rohtak,2020-01-01,2.8578386,19.147821
Sonipat,2020-01-01,2.8578386,19.147821
West,2020-01-01,2.746441,18.857811
Alwar,2020-01-01,3.3101778,18.449902
Bharatpur,2020-01-01,4.3950963,18.518883
Baghpat,2020-01-01,2.746441,18.857811
Bulandshahr,2020-01-01,2.746441,18.857811
GautamBuddhaNagar,2020-01-01,2.746441,18.857811
Ghaziabad,2020-01-01,2.746441,18.857811
Hapur,2020-01-01,2.746441,18.857811
Meerut,2020-01-01,2.746441,18.857811
Muzaffarnagar,2020-01-01,2.746441,18.857811
Shamli,2020-01-01,2.7814102,17.29049
Bhiwani,2020-01-02,5.5837064,20.858755
Faridabad,2020-01-02,7.3058815,21.292648
Gurgaon,2020-01-02,5.8963666,21.38187
Jhajjar,2020-01-02,5.8963666,21.38187
Jind,2020-01-02,5.589067,20.373468
Mahendragarh,2020-01-02,6.6277313,20.727558
Mewat,2020-01-02,6.6277313,20.727558
Palwal,2020-01-02,7.3058815,21.292648
Panipat,2020-01-02,5.8963666,21.38187
Rewari,2020-01-02,6.6277313,20.727558
Rohtak,2020-01-02,5.8963666,21.38187
Sonipat,2020-01-02,5.8963666,21.38187
West,2020-01-02,5.8532114,20.747877
Alwar,2020-01-02,6.6277313,20.727558
Bharatpur,2020-01-02,8.091698,20.086744
Baghpat,2020-01-02,5.8532114,20.747877
Bulandshahr,2020-01-02,5.8532114,20.747877
GautamBuddhaNagar,2020-01-02,5.8532114,20.747877
Ghaziabad,2020-01-02,5.8532114,20.747877
Hapur,2020-01-02,5.8532114,20.747877
Meerut,2020-01-02,5.8532114,20.747877
Muzaffarnagar,2020-01-02,5.8532114,20.747877
Shamli,2020-01-02,5.1376615,19.2019
Bhiwani,2020-01-03,6.52199,21.779314
Faridabad,2020-01-03,9.032293,21.200153
Gurgaon,2020-01-03,7.1869545,21.826567
Jhajjar,2020-01-03,7.1869545,21.826567
Jind,2020-01-03,6.8101153,20.830713
Mahendragarh,2020-01-03,7.5076365,21.695866
Mewat,2020-01-03,7.5076365,21.695866
Palwal,2020-01-03,9.032293,21.200153
Panipat,2020-01-03,7.1869545,21.826567
Rewari,2020-01-03,7.5076365,21.695866
Rohtak,2020-01-03,7.1869545,21.826567
Sonipat,2020-01-03,7.1869545,21.826567
West,2020-01-03,7.3180485,21.37295
Alwar,2020-01-03,7.5076365,21.695866
Bharatpur,2020-01-03,9.559884,20.735884
Baghpat,2020-01-03,7.3180485,21.37295
Bulandshahr,2020-01-03,7.3180485,21.37295
GautamBuddhaNagar,2020-01-03,7.3180485,21.37295
Ghaziabad,2020-01-03,7.3180485,21.37295
Hapur,2020-01-03,7.3180485,21.37295
Meerut,2020-01-03,7.3180485,21.37295
Muzaffarnagar,2020-01-03,7.3180485,21.37295
Shamli,2020-01-03,6.6673923,19.953453
Bhiwani,2020-01-04,6.1093946,21.19057
