DISTRICT_NAME,date,minT,maxT
Bhiwani,2014-01-01,3.8828244,17.315786
Faridabad,2014-01-01,7.8936987,17.864725
Gurgaon,2014-01-01,5.6299133,17.62748
Jhajjar,2014-01-01,5.6299133,17.62748
Jind,2014-01-01,5.6384635,17.268879
Mahendragarh,2014-01-01,5.7150235,16.958073
Mewat,2014-01-01,5.7150235,16.958073
Palwal,2014-01-01,7.8936987,17.864725
Panipat,2014-01-01,5.6299133,17.62748
Rewari,2014-01-01,5.7150235,16.958073
Rohtak,2014-01-01,5.6299133,17.62748
Sonipat,2014-01-01,5.6299133,17.62748
West,2014-01-01,7.280029,18.709143
Alwar,2014-01-01,5.7150235,16.958073
Bharatpur,2014-01-01,9.803304,17.579287
Baghpat,2014-01-01,7.280029,18.709143
Bulandshahr,2014-01-01,7.280029,18.709143
GautamBuddhaNagar,2014-01-01,7.280029,18.709143
Ghaziabad,2014-01-01,7.280029,18.709143
Hapur,2014-01-01,7.280029,18.709143
Meerut,2014-01-01,7.280029,18.709143
Muzaffarnagar,2014-01-01,7.280029,18.709143
Shamli,2014-01-01,6.518053,17.802341
Bhiwani,2014-01-02,2.5476408,19.499374
Faridabad,2014-01-02,4.6764183,18.597687
Gurgaon,2014-01-02,3.0861738,18.946556
Jhajjar,2014-01-02,3.0861738,18.946556
Jind,2014-01-02,3.9689207,19.138142
Mahendragarh,2014-01-02,2.9993043,18.833872
Mewat,2014-01-02,2.9993043,18.833872
Palwal,2014-01-02,4.6764183,18.597687
Panipat,2014-01-02,3.0861738,18.946556
Rewari,2014-01-02,2.9993043,18.833872
Rohtak,2014-01-02,3.0861738,18.946556
Sonipat,2014-01-02,3.0861738,18.946556
West,2014-01-02,4.7472034,19.089815
Alwar,2014-01-02,2.9993043,18.833872
Bharatpur,2014-01-02,7.4015083,17.76358
Baghpat,2014-01-02,4.7472034,19.089815
Bulandshahr,2014-01-02,4.7472034,19.089815
GautamBuddhaNagar,2014-01-02,4.7472034,19.089815
Ghaziabad,2014-01-02,4.7472034,19.089815
Hapur,2014-01-02,4.7472034,19.089815
Meerut,2014-01-02,4.7472034,19.089815
Muzaffarnagar,2014-01-02,4.7472034,19.089815
Shamli,2014-01-02,4.8481197,18.995003
Bhiwani,2014-01-03,2.3547385,20.549221
Faridabad,2014-01-03,3.8371303,19.58281
Gurgaon,2014-01-03,2.4661336,19.687872
Jhajjar,2014-01-03,2.4661336,19.687872
Jind,2014-01-03,3.570774,20.057007
Mahendragarh,2014-01-03,2.6653848,20.069155
Mewat,2014-01-03,2.6653848,20.069155
Palwal,2014-01-03,3.8371303,19.58281
Panipat,2014-01-03,2.4661336,19.687872
Rewari,2014-01-03,2.6653848,20.069155
Rohtak,2014-01-03,2.4661336,19.687872
Sonipat,2014-01-03,2.4661336,19.687872
West,2014-01-03,3.530681,19.605644
Alwar,2014-01-03,2.6653848,20.069155
Bharatpur,2014-01-03,6.337397,19.66401
Baghpat,2014-01-03,3.530681,19.605644
Bulandshahr,2014-01-03,3.530681,19.605644
GautamBuddhaNagar,2014-01-03,3.530681,19.605644
Ghaziabad,2014-01-03,3.530681,19.605644
Hapur,2014-01-03,3.530681,19.605644
Meerut,2014-01-03,3.530681,19.605644
Muzaffarnagar,2014-01-03,3.530681,19.605644
Shamli,2014-01-03,4.5504956,19.73555
Bhiwani,2014-01-04,6.699098,21.007818
Faridabad,2014-01-04,8.513531,19.081032
Gurgaon,2014-01-04,7.2751155,19.918306
Jhajjar,2014-01-04,7.2751155,19.918306
Jind,2014-01-04,6.5113792,19.998678
Mahendragarh,2014-01-04,8.203204,19.544003
Mewat,2014-01-04,8.203204,19.544003
Palwal,2014-01-04,8.513531,19.081032
Panipat,2014-01-04,7.2751155,19.918306
Rewari,2014-01-04,8.203204,19.544003
Rohtak,2014-01-04,7.2751155,19.918306
Sonipat,2014-01-04,7.2751155,19.918306
West,2014-01-04,7.193048,19.397066
Alwar,2014-01-04,8.203204,19.544003
Bharatpur,2014-01-04,9.686422,19.942835
Baghpat,2014-01-04,7.193048,19.397066
Bulandshahr,2014-01-04,7.193048,19.397066
GautamBuddhaNagar,2014-01-04,7.193048,19.397066
Ghaziabad,2014-01-04,7.193048,19.397066
Hapur,2014-01-04,7.193048,19.397066
Meerut,2014-01-04,7.193048,19.397066
Muzaffarnagar,2014-01-04,7.193048,19.397066
Shamli,2014-01-04,6.5928874,18.601625
Bhiwani,2014-01-05,4.952678,20.033184
Faridabad,2014-01-05,7.744451,18.052467
Gurgaon,2014-01-05,6.144707,18.993242
Jhajjar,2014-01-05,6.144707,18.993242
Jind,2014-01-05,5.529799,19.031881
Mahendragarh,2014-01-05,7.1413546,18.774
Mewat,2014-01-05,7.1413546,18.774
Palwal,2014-01-05,7.744451,18.052467
Panipat,2014-01-05,6.144707,18.993242
Rewari,2014-01-05,7.1413546,18.774
Rohtak,2014-01-05,6.144707,18.993242
Sonipat,2014-01-05,6.144707,18.993242
West,2014-01-05,6.6565022,18.66399
Alwar,2014-01-05,7.1413546,18.774
Bharatpur,2014-01-05,9.890457,18.504152
Baghpat,2014-01-05,6.6565022,18.66399
Bulandshahr,2014-01-05,6.6565022,18.66399
GautamBuddhaNagar,2014-01-05,6.6565022,18.66399
