DISTRICT_NAME,date,minT,maxT
Bhiwani,2023-01-01,5.122436,20.300331
Faridabad,2023-01-01,5.7570887,19.052336
Gurgaon,2023-01-01,5.374858,19.219925
Jhajjar,2023-01-01,5.374858,19.219925
Jind,2023-01-01,5.8175907,17.659391
Mahendragarh,2023-01-01,5.2109175,20.614971
Mewat,2023-01-01,5.2109175,20.614971
Palwal,2023-01-01,5.7570887,19.052336
Panipat,2023-01-01,5.374858,19.219925
Rewari,2023-01-01,5.2109175,20.614971
Rohtak,2023-01-01,5.374858,19.219925
Sonipat,2023-01-01,5.374858,19.219925
West,2023-01-01,6.3105664,18.05764
Alwar,2023-01-01,5.2109175,20.614971
Bharatpur,2023-01-01,5.8354654,20.212473
Baghpat,2023-01-01,6.3105664,18.05764
Bulandshahr,2023-01-01,6.3105664,18.05764
GautamBuddhaNagar,2023-01-01,6.3105664,18.05764
Ghaziabad,2023-01-01,6.3105664,18.05764
Hapur,2023-01-01,6.3105664,18.05764
Meerut,2023-01-01,6.3105664,18.05764
Muzaffarnagar,2023-01-01,6.3105664,18.05764
Shamli,2023-01-01,6.189819,16.084894
Bhiwani,2023-01-02,5.090709,18.946632
Faridabad,2023-01-02,7.105821,16.708933
Gurgaon,2023-01-02,5.591208,17.291468
Jhajjar,2023-01-02,5.591208,17.291468
Jind,2023-01-02,6.1191826,16.541885
Mahendragarh,2023-01-02,5.736733,17.617382
Mewat,2023-01-02,5.736733,17.617382
Palwal,2023-01-02,7.105821,16.708933
Panipat,2023-01-02,5.591208,17.291468
Rewari,2023-01-02,5.736733,17.617382
Rohtak,2023-01-02,5.591208,17.291468
Sonipat,2023-01-02,5.591208,17.291468
West,2023-01-02,6.9132953,15.918833
Alwar,2023-01-02,5.736733,17.617382
Bharatpur,2023-01-02,6.653351,17.966782
Baghpat,2023-01-02,6.9132953,15.918833
Bulandshahr,2023-01-02,6.9132953,15.918833
GautamBuddhaNagar,2023-01-02,6.9132953,15.918833
Ghaziabad,2023-01-02,6.9132953,15.918833
Hapur,2023-01-02,6.9132953,15.918833
Meerut,2023-01-02,6.9132953,15.918833
Muzaffarnagar,2023-01-02,6.9132953,15.918833
Shamli,2023-01-02,6.366958,15.258008
Bhiwani,2023-01-03,4.257018,16.37257
Faridabad,2023-01-03,6.231622,15.470261
Gurgaon,2023-01-03,5.0283203,15.337412
Jhajjar,2023-01-03,5.0283203,15.337412
Jind,2023-01-03,5.709165,14.52965
Mahendragarh,2023-01-03,4.77718,16.31347
Mewat,2023-01-03,4.77718,16.31347
Palwal,2023-01-03,6.231622,15.470261
Panipat,2023-01-03,5.0283203,15.337412
Rewari,2023-01-03,4.77718,16.31347
Rohtak,2023-01-03,5.0283203,15.337412
Sonipat,2023-01-03,5.0283203,15.337412
West,2023-01-03,6.2305365,14.361366
Alwar,2023-01-03,4.77718,16.31347
Bharatpur,2023-01-03,5.9406075,16.417866
Baghpat,2023-01-03,6.2305365,14.361366
Bulandshahr,2023-01-03,6.2305365,14.361366
GautamBuddhaNagar,2023-01-03,6.2305365,14.361366
Ghaziabad,2023-01-03,6.2305365,14.361366
Hapur,2023-01-03,6.2305365,14.361366
Meerut,2023-01-03,6.2305365,14.361366
