YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT
2023,4,Alwar,19.077700646718345,35.296319580078126,27.187010113398237
2023,5,Alwar,21.964023036341512,37.338581700478834,29.65130236841017
2023,6,Alwar,25.62794081370036,37.348517100016274,31.488228956858315
2023,7,Alwar,26.278682462630734,34.38336784608902,30.331025154359878
2023,8,Alwar,25.89356145551128,34.72848516894925,30.31102331223026
2023,9,Alwar,24.886559041341147,35.12674102783203,30.006650034586592
2023,10,Alwar,18.978452990131995,33.990207302954886,26.484330146543442
2023,11,Alwar,13.649623394012451,27.880320040384927,20.76497171719869
2023,12,Alwar,8.71718143647717,23.392083014211348,16.054632225344257
2023,1,Baghpat,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Baghpat,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Baghpat,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Baghpat,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Baghpat,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Baghpat,26.21891034444173,37.79370250701904,32.006306425730386
2023,7,Baghpat,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Baghpat,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Baghpat,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Baghpat,18.985734970338882,33.622165310767386,26.303950140553134
2023,11,Baghpat,13.782699139912923,28.053734715779623,20.918216927846274
2023,12,Baghpat,8.812759537850656,23.016465402418568,15.914612470134612
2023,1,Bharatpur,5.9311314859697895,19.539267324632213,12.735199405301001
2023,2,Bharatpur,11.115482347352165,28.61084066118513,19.863161504268646
2023,3,Bharatpur,15.739751046703708,30.3542609676238,23.047006007163755
2023,4,Bharatpur,19.077700646718345,35.296319580078126,27.187010113398237
2023,5,Bharatpur,21.964023036341512,37.338581700478834,29.65130236841017
2023,6,Bharatpur,25.62794081370036,37.348517100016274,31.488228956858315
2023,7,Bharatpur,26.278682462630734,34.38336784608902,30.331025154359878
2023,8,Bharatpur,25.89356145551128,34.72848516894925,30.31102331223026
2023,9,Bharatpur,24.886559041341147,35.12674102783203,30.006650034586592
2023,10,Bharatpur,18.978452990131995,33.990207302954886,26.484330146543442
2023,11,Bharatpur,13.649623394012451,27.880320040384927,20.76497171719869
2023,12,Bharatpur,8.71718143647717,23.392083014211348,16.054632225344257
2023,1,Bulandshahr,6.806084399123709,18.950546563431438,12.878315481277573
2023,2,Bulandshahr,11.22491070280947,27.823027271597486,19.523968987203478
2023,3,Bulandshahr,15.636515196089693,30.23531899015895,22.935917093124324
2023,4,Bulandshahr,19.258811291425125,35.55396503009839,27.406388160761757
2023,5,Bulandshahr,22.275035013096197,37.23447254563713,29.754753779366666
2023,6,Bulandshahr,26.110654258283617,37.69986025729322,31.905257257788417
