YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT,DATE,minT_STANDARDIZED,maxT_STANDARDIZED,avgT_STANDARDIZED,minT_STANDARDIZED_DISTRICT,maxT_STANDARDIZED_DISTRICT,avgT_STANDARDIZED_DISTRICT
2013,1,Alwar,5.728064563966567,20.437419337611043,13.082741950788805,2013-01-01,-1.743225025355369,-1.7412750644665311,-1.7823121888553748,-1.7192455985503226,-1.8125838782506092,-1.8052495640441317
2013,2,Alwar,10.484285712242126,23.32785722187587,16.906071467059,2013-02-01,-1.0947602152521156,-1.2993315454023429,-1.2185420786987613,-1.0699813550223152,-1.3616278921252873,-1.2351214872431344
2013,3,Alwar,15.072903110134986,31.271935616770097,23.17241936345254,2013-03-01,-0.4691465575188307,-0.08469414368758103,-0.29453601832764,-0.44359643497659296,-0.1222206293265684,-0.3006948678441208
2013,4,Alwar,20.240666580200195,36.62866655985514,28.434666570027662,2013-04-01,0.23542807280284003,0.7343418011963081,0.48141009740666757,0.26184680147595335,0.7135177541195624,0.4840020479641878
2013,5,Alwar,25.448386961413966,42.18806469825007,33.818225829832016,2013-05-01,0.9454504419895675,1.5843652493860858,1.2752443154667952,0.9727444928164928,1.5808755629177347,1.2867888007342432
2013,6,Alwar,27.45666675567627,39.29199994405111,33.37433334986369,2013-06-01,1.2192599926435932,1.1415613905396296,1.2097900271914892,1.2468915984209172,1.1290416922705693,1.2205963460075964
2013,7,Alwar,26.38645165966403,35.170645190823464,30.77854842524375,2013-07-01,1.0733465022128903,0.5114125702280612,0.8270278439508751,1.1007982244875856,0.48604237129163996,0.8335175288235842
2013,8,Alwar,25.243871012041645,32.99709658468923,29.12048379836544,2013-08-01,0.9175666678465394,0.1790803222038675,0.5825374662933751,0.9448263432984082,0.14693293724826292,0.5862698895837214
2013,9,Alwar,24.32766672770182,34.88433348337809,29.606000105539955,2013-09-01,0.7926510638957811,0.4676359493131069,0.6541294075094782,0.8197567422339813,0.44137302237633136,0.6586692151681306
2013,10,Alwar,19.7861290900938,32.25516116234564,26.02064512621972,2013-10-01,0.173456276703006,0.06563953413022876,0.12544989844801416,0.19979860597183036,0.031178773546744004,0.12402747678016271
2013,11,Alwar,11.512666606903077,27.673666699727377,19.593166653315222,2013-11-01,-0.9545504140716321,-0.6348639419711429,-0.8223157156007612,-0.9295987019001453,-0.6836099318480484,-0.8344266467377334
2013,12,Alwar,8.25032255726476,23.043548460929625,15.646935509097192,2013-12-01,-1.3993395121158225,-1.34280191886976,-1.4042083192625046,-1.3749361400645745,-1.4059847483492338,-1.4228815950467786
2013,1,Baghpat,5.75838706954833,18.969032441416093,12.363709755482212,2013-01-01,-1.7390908446242936,-1.9657891686390876,-1.8883372798733213,-1.7648591176371278,-1.9179359772496967,-1.8812225874084514
2013,2,Baghpat,10.547142897333416,22.97678565979004,16.761964278561727,2013-02-01,-1.0861902452437557,-1.3530098487612254,-1.2397914439935225,-1.1068016671052618,-1.3081440525972161,-1.2309575274867977
2013,3,Baghpat,14.848387195217994,30.725161214028635,22.786774204623317,2013-03-01,-0.49975713377107067,-0.168295111207851,-0.3514014317714211,-0.5157366893592968,-0.1292049850698986,-0.34021249055702246
2013,4,Baghpat,20.300666681925456,36.76999994913737,28.53533331553141,2013-04-01,0.24360850709268678,0.75595145963619,0.49625394017780294,0.23350032911474797,0.7905357388840009,0.5096899230260215
2013,5,Baghpat,25.122903331633538,41.75935474518807,33.44112903841081,2013-05-01,0.9010738931291747,1.518816155131028,1.2196394039009628,0.8961586206810479,1.5496813494244253,1.2349930024548994
2013,6,Baghpat,27.142999903361,37.43333371480306,32.28816680908203,2013-06-01,1.17649454724456,0.8573741749653445,1.0496290398271895,1.1737546493000284,0.8914640025799312,1.0645319595098577
2013,7,Baghpat,26.60193560200353,34.649355180801884,30.625645391402703,2013-07-01,1.1027256562499448,0.43170812726593893,0.8044814848507732,1.0994031042370622,0.4678731435777514,0.8187345451912014
2013,8,Baghpat,25.48064514898485,33.30032225578062,29.39048370238273,2013-08-01,0.9498485342618352,0.22544306221715568,0.6223503767376197,0.9453185020241158,0.2626136530490296,0.6361206274406797
2013,9,Baghpat,24.297000058492024,34.339667065938315,29.31833356221517,2013-09-01,0.7884699597785262,0.38435728951217374,0.6117114578850897,0.7826652996902372,0.4207531485793384,0.625453505978467
2013,10,Baghpat,20.42096787114297,32.13322596396169,26.27709691755233,2013-10-01,0.2600104121742903,0.04699582932517058,0.16326506819317668,0.25003178252757413,0.08503637838544933,0.17581833398006452
2013,11,Baghpat,11.952000013987224,27.480666859944662,19.716333436965943,2013-11-01,-0.8946515478256568,-0.6643733214450049,-0.8041541234882034,-0.9137501259966507,-0.6228647362817484,-0.7941653801157321
2013,12,Baghpat,8.623225835061842,22.541290221675748,15.582258028368797,2013-12-01,-1.348497752305886,-1.4195964332729982,-1.413745355052836,-1.371180976170758,-1.3744060170733707,-1.4053725713289038
2013,1,Bharatpur,5.728064563966567,20.437419337611043,13.082741950788805,2013-01-01,-1.743225025355369,-1.7412750644665311,-1.7823121888553748,-1.7192455985503226,-1.8125838782506092,-1.8052495640441317
2013,2,Bharatpur,10.484285712242126,23.32785722187587,16.906071467059,2013-02-01,-1.0947602152521156,-1.2993315454023429,-1.2185420786987613,-1.0699813550223152,-1.3616278921252873,-1.2351214872431344
2013,3,Bharatpur,15.072903110134986,31.271935616770097,23.17241936345254,2013-03-01,-0.4691465575188307,-0.08469414368758103,-0.29453601832764,-0.44359643497659296,-0.1222206293265684,-0.3006948678441208
