YEAR,MONTH,DISTRICT_NAME,RAINFALL
2013,5,Meerut,0.41037152044234737
2013,6,Meerut,6.307974171439807
2013,7,Meerut,5.378460422686992
2013,8,Meerut,9.780501556348417
2013,9,Meerut,2.7036180309454605
2013,10,Meerut,1.709426600125528
2013,11,Meerut,0.012202102641264593
2013,12,Meerut,0.25596168829548743
2013,1,Muzaffarnagar,1.671383632767585
2013,2,Muzaffarnagar,4.786920016365392
2013,3,Muzaffarnagar,0.30097924990038716
2013,4,Muzaffarnagar,0.028839730968077973
2013,5,Muzaffarnagar,0.16782674650030752
2013,6,Muzaffarnagar,7.09808313275377
2013,7,Muzaffarnagar,5.453908097179186
2013,8,Muzaffarnagar,12.667575496939882
2013,9,Muzaffarnagar,2.5790629677474497
2013,10,Muzaffarnagar,1.8219351274592261
2013,11,Muzaffarnagar,0.0770595649878184
2013,12,Muzaffarnagar,0.29145418179612004
2013,1,North East Delhi,0.7169039095601728
2013,2,North East Delhi,1.827987720125488
2013,3,North East Delhi,0.26217785958320866
2013,4,North East Delhi,0.0782301848133405
2013,5,North East Delhi,0.0033769999300279903
2013,6,North East Delhi,1.9749534666538238
2013,7,North East Delhi,3.395095706947388
2013,8,North East Delhi,4.52648389339447
2013,9,North East Delhi,0.9205724025766054
2013,10,North East Delhi,0.6465203752440791
2013,11,North East Delhi,0.0
2013,12,North East Delhi,0.06439508545783258
2013,1,North West Delhi,0.9083283332086378
2013,2,North West Delhi,3.3840018276657378
2013,3,North West Delhi,0.22406023404290598
2013,4,North West Delhi,0.189549025396506
2013,5,North West Delhi,0.015588900254618735
2013,6,North West Delhi,3.3274138927459718
2013,7,North West Delhi,7.757950543636276
2013,8,North West Delhi,6.165233615906008
2013,9,North West Delhi,1.9975865676999092
2013,10,North West Delhi,1.4377387043449186
2013,11,North West Delhi,0.011703492204348246
2013,12,North West Delhi,0.10696311919919906
2013,1,Nuh,0.5284935540409499
2013,2,Nuh,1.7894470553312982
2013,3,Nuh,0.007930929782570045
2013,4,Nuh,0.0
2013,5,Nuh,0.005137194548883745
2013,6,Nuh,1.114121277961466
2013,7,Nuh,4.673221113380566
2013,8,Nuh,6.322287029316349
