YEAR,MONTH,DISTRICT_NAME,RAINFALL,FILLED,FILLED_METHOD,DISTRICT_NAME_clean,TIME,TIME_ISO
2013,1,Alwar,0.0375828523240331,False,,alwar,2013-01-01,2013-01-01T00:00:00
2013,1,Baghpat,1.846419999676366,False,,baghpat,2013-01-01,2013-01-01T00:00:00
2013,1,Bharatpur,0.2405648577597833,False,,bharatpur,2013-01-01,2013-01-01T00:00:00
2013,1,Bhiwani,0.9301598418143489,True,,bhiwani,2013-01-01,2013-01-01T00:00:00
2013,1,Bulandshahr,0.6384052860961166,False,,bulandshahr,2013-01-01,2013-01-01T00:00:00
2013,1,Central Delhi,0.8027514629466559,True,,central delhi,2013-01-01,2013-01-01T00:00:00
2013,1,Charki Dadri,0.8513302838289608,True,,charki dadri,2013-01-01,2013-01-01T00:00:00
2013,1,East Delhi,0.9223833032833632,True,,east delhi,2013-01-01,2013-01-01T00:00:00
2013,1,Faridabad,0.6724397996740956,True,nearest,faridabad,2013-01-01,2013-01-01T00:00:00
2013,1,Gautam Buddha Nagar,0.7202467303122243,False,,gautam buddha nagar,2013-01-01,2013-01-01T00:00:00
2013,1,Ghaziabad,1.2638810334667083,False,,ghaziabad,2013-01-01,2013-01-01T00:00:00
2013,1,Gurugram,0.5618574532770342,False,,gurugram,2013-01-01,2013-01-01T00:00:00
2013,1,Hapur,0.9095973141731756,False,,hapur,2013-01-01,2013-01-01T00:00:00
2013,1,Jhajjar,0.8877303513788408,False,,jhajjar,2013-01-01,2013-01-01T00:00:00
2013,1,Jind,1.363490492946679,False,,jind,2013-01-01,2013-01-01T00:00:00
2013,1,Karnal,1.589614026969479,False,,karnal,2013-01-01,2013-01-01T00:00:00
2013,1,Mahendragarh,0.3868417553088631,True,,mahendragarh,2013-01-01,2013-01-01T00:00:00
2013,1,Meerut,1.292013733233175,False,,meerut,2013-01-01,2013-01-01T00:00:00
2013,1,Muzaffarnagar,1.671383632767585,False,,muzaffarnagar,2013-01-01,2013-01-01T00:00:00
2013,1,New Delhi,0.6724397996740956,True,,new delhi,2013-01-01,2013-01-01T00:00:00
2013,1,North Delhi,1.2075197678740306,True,,north delhi,2013-01-01,2013-01-01T00:00:00
2013,1,North East Delhi,0.7169039095601728,False,,north east delhi,2013-01-01,2013-01-01T00:00:00
2013,1,North West Delhi,0.9083283332086378,False,,north west delhi,2013-01-01,2013-01-01T00:00:00
2013,1,Nuh,0.5284935540409499,False,,nuh,2013-01-01,2013-01-01T00:00:00
2013,1,Palwal,0.841010206769551,False,,palwal,2013-01-01,2013-01-01T00:00:00
2013,1,Panipat,1.3705675140503917,False,,panipat,2013-01-01,2013-01-01T00:00:00
2013,1,Rewari,0.7361006582936932,False,,rewari,2013-01-01,2013-01-01T00:00:00
2013,1,Rohtak,0.9301598418143489,False,,rohtak,2013-01-01,2013-01-01T00:00:00
2013,1,Shahdara,0.9903924715134406,True,,shahdara,2013-01-01,2013-01-01T00:00:00
2013,1,Shamli,2.6030345501438266,False,,shamli,2013-01-01,2013-01-01T00:00:00
2013,1,Sonipat,1.3020655634582683,False,,sonipat,2013-01-01,2013-01-01T00:00:00
2013,1,South Delhi,0.6724397996740956,True,,south delhi,2013-01-01,2013-01-01T00:00:00
2013,1,South East Delhi,0.7830221460711572,False,,south east delhi,2013-01-01,2013-01-01T00:00:00
2013,1,South West Delhi,0.7247939023279375,True,,south west delhi,2013-01-01,2013-01-01T00:00:00
2013,1,West,0.8980293422937393,True,nearest,west,2013-01-01,2013-01-01T00:00:00
2013,1,West Delhi,0.8980293422937393,True,,west delhi,2013-01-01,2013-01-01T00:00:00
2013,2,Alwar,2.247853127593289,False,,alwar,2013-02-01,2013-02-01T00:00:00
2013,2,Baghpat,3.8911202380965855,False,,baghpat,2013-02-01,2013-02-01T00:00:00
2013,2,Bharatpur,1.07951896744115,False,,bharatpur,2013-02-01,2013-02-01T00:00:00
2013,2,Bhiwani,4.736135508332934,True,,bhiwani,2013-02-01,2013-02-01T00:00:00
2013,2,Bulandshahr,2.054484487999053,False,,bulandshahr,2013-02-01,2013-02-01T00:00:00
2013,2,Central Delhi,2.565001168510034,True,,central delhi,2013-02-01,2013-02-01T00:00:00
2013,2,Charki Dadri,3.1730958019338904,True,,charki dadri,2013-02-01,2013-02-01T00:00:00
2013,2,East Delhi,3.194103148721513,True,,east delhi,2013-02-01,2013-02-01T00:00:00
2013,2,Faridabad,2.494027401453682,True,nearest,faridabad,2013-02-01,2013-02-01T00:00:00
2013,2,Gautam Buddha Nagar,3.123377297605787,False,,gautam buddha nagar,2013-02-01,2013-02-01T00:00:00
2013,2,Ghaziabad,3.975918190819877,False,,ghaziabad,2013-02-01,2013-02-01T00:00:00
2013,2,Gurugram,2.505040845168488,False,,gurugram,2013-02-01,2013-02-01T00:00:00
2013,2,Hapur,2.0622126438788007,False,,hapur,2013-02-01,2013-02-01T00:00:00
2013,2,Jhajjar,2.6740116035299644,False,,jhajjar,2013-02-01,2013-02-01T00:00:00
2013,2,Jind,4.497587799493756,False,,jind,2013-02-01,2013-02-01T00:00:00
2013,2,Karnal,4.501211930598531,False,,karnal,2013-02-01,2013-02-01T00:00:00
2013,2,Mahendragarh,2.178496710766031,True,,mahendragarh,2013-02-01,2013-02-01T00:00:00
2013,2,Meerut,3.905394133712564,False,,meerut,2013-02-01,2013-02-01T00:00:00
2013,2,Muzaffarnagar,4.786920016365392,False,,muzaffarnagar,2013-02-01,2013-02-01T00:00:00
2013,2,New Delhi,2.494027401453682,True,,new delhi,2013-02-01,2013-02-01T00:00:00
2013,2,North Delhi,3.3885409363767223,True,,north delhi,2013-02-01,2013-02-01T00:00:00
2013,2,North East Delhi,1.827987720125488,False,,north east delhi,2013-02-01,2013-02-01T00:00:00
2013,2,North West Delhi,3.3840018276657378,False,,north west delhi,2013-02-01,2013-02-01T00:00:00
2013,2,Nuh,1.7894470553312982,False,,nuh,2013-02-01,2013-02-01T00:00:00
2013,2,Palwal,2.421237305738032,False,,palwal,2013-02-01,2013-02-01T00:00:00
2013,2,Panipat,4.060684366949967,False,,panipat,2013-02-01,2013-02-01T00:00:00
2013,2,Rewari,2.109140293938773,False,,rewari,2013-02-01,2013-02-01T00:00:00
2013,2,Rohtak,4.736135508332934,False,,rohtak,2013-02-01,2013-02-01T00:00:00
2013,2,Shahdara,2.9019529554726824,True,,shahdara,2013-02-01,2013-02-01T00:00:00
2013,2,Shamli,5.491086193493435,False,,shamli,2013-02-01,2013-02-01T00:00:00
2013,2,Sonipat,3.863676705175922,False,,sonipat,2013-02-01,2013-02-01T00:00:00
2013,2,South Delhi,2.494027401453682,True,,south delhi,2013-02-01,2013-02-01T00:00:00
2013,2,South East Delhi,2.4830139577388763,False,,south east delhi,2013-02-01,2013-02-01T00:00:00
2013,2,South West Delhi,2.589526224349226,True,,south west delhi,2013-02-01,2013-02-01T00:00:00
2013,2,West,3.029006715597851,True,nearest,west,2013-02-01,2013-02-01T00:00:00
2013,2,West Delhi,3.029006715597851,True,,west delhi,2013-02-01,2013-02-01T00:00:00
2013,3,Alwar,0.0,False,,alwar,2013-03-01,2013-03-01T00:00:00
2013,3,Baghpat,0.1008260162366974,False,,baghpat,2013-03-01,2013-03-01T00:00:00
2013,3,Bharatpur,0.0,False,,bharatpur,2013-03-01,2013-03-01T00:00:00
2013,3,Bhiwani,0.0453600354733005,True,,bhiwani,2013-03-01,2013-03-01T00:00:00
2013,3,Bulandshahr,0.2266498749615043,False,,bulandshahr,2013-03-01,2013-03-01T00:00:00
2013,3,Central Delhi,0.2547213488048122,True,,central delhi,2013-03-01,2013-03-01T00:00:00
2013,3,Charki Dadri,0.0483020492245218,True,,charki dadri,2013-03-01,2013-03-01T00:00:00
2013,3,East Delhi,0.3293422409283217,True,,east delhi,2013-03-01,2013-03-01T00:00:00
2013,3,Faridabad,0.2113258684835126,True,nearest,faridabad,2013-03-01,2013-03-01T00:00:00
2013,3,Gautam Buddha Nagar,0.2975225256335351,False,,gautam buddha nagar,2013-03-01,2013-03-01T00:00:00
2013,3,Ghaziabad,0.412578244363108,False,,ghaziabad,2013-03-01,2013-03-01T00:00:00
2013,3,Gurugram,0.144725784178703,False,,gurugram,2013-03-01,2013-03-01T00:00:00
2013,3,Hapur,0.466386858494051,False,,hapur,2013-03-01,2013-03-01T00:00:00
2013,3,Jhajjar,0.0995461122002652,False,,jhajjar,2013-03-01,2013-03-01T00:00:00
2013,3,Jind,0.0812541515596451,False,,jind,2013-03-01,2013-03-01T00:00:00
2013,3,Karnal,0.0278290370779652,False,,karnal,2013-03-01,2013-03-01T00:00:00
2013,3,Mahendragarh,0.0,True,,mahendragarh,2013-03-01,2013-03-01T00:00:00
2013,3,Meerut,0.3388896188428325,False,,meerut,2013-03-01,2013-03-01T00:00:00
2013,3,Muzaffarnagar,0.3009792499003871,False,,muzaffarnagar,2013-03-01,2013-03-01T00:00:00
2013,3,New Delhi,0.2113258684835126,True,,new delhi,2013-03-01,2013-03-01T00:00:00
2013,3,North Delhi,0.2041021513121743,True,,north delhi,2013-03-01,2013-03-01T00:00:00
2013,3,North East Delhi,0.2621778595832086,False,,north east delhi,2013-03-01,2013-03-01T00:00:00
2013,3,North West Delhi,0.2240602340429059,False,,north west delhi,2013-03-01,2013-03-01T00:00:00
2013,3,Nuh,0.00793092978257,False,,nuh,2013-03-01,2013-03-01T00:00:00
2013,3,Palwal,0.08609798959186,False,,palwal,2013-03-01,2013-03-01T00:00:00
2013,3,Panipat,0.0099675732274209,False,,panipat,2013-03-01,2013-03-01T00:00:00
2013,3,Rewari,0.0,False,,rewari,2013-03-01,2013-03-01T00:00:00
2013,3,Rohtak,0.0453600354733005,False,,rohtak,2013-03-01,2013-03-01T00:00:00
2013,3,Shahdara,0.3373780519731583,True,,shahdara,2013-03-01,2013-03-01T00:00:00
2013,3,Shamli,0.1316659796622491,False,,shamli,2013-03-01,2013-03-01T00:00:00
2013,3,Sonipat,0.0208684023349515,False,,sonipat,2013-03-01,2013-03-01T00:00:00
2013,3,South Delhi,0.2113258684835126,True,,south delhi,2013-03-01,2013-03-01T00:00:00
2013,3,South East Delhi,0.2779259527883222,False,,south east delhi,2013-03-01,2013-03-01T00:00:00
2013,3,South West Delhi,0.122135948189484,True,,south west delhi,2013-03-01,2013-03-01T00:00:00
2013,3,West,0.1618031731215855,True,nearest,west,2013-03-01,2013-03-01T00:00:00
2013,3,West Delhi,0.1618031731215855,True,,west delhi,2013-03-01,2013-03-01T00:00:00
2013,4,Alwar,0.0729068793001629,False,,alwar,2013-04-01,2013-04-01T00:00:00
2013,4,Baghpat,0.0497403929630915,False,,baghpat,2013-04-01,2013-04-01T00:00:00
2013,4,Bharatpur,0.0,False,,bharatpur,2013-04-01,2013-04-01T00:00:00
2013,4,Bhiwani,0.0968399514754613,True,,bhiwani,2013-04-01,2013-04-01T00:00:00
2013,4,Bulandshahr,0.0370185352861881,False,,bulandshahr,2013-04-01,2013-04-01T00:00:00
2013,4,Central Delhi,0.1009877344800366,True,,central delhi,2013-04-01,2013-04-01T00:00:00
2013,4,Charki Dadri,0.2494879974811165,True,,charki dadri,2013-04-01,2013-04-01T00:00:00
2013,4,East Delhi,0.044469299332963,True,,east delhi,2013-04-01,2013-04-01T00:00:00
2013,4,Faridabad,0.1364014547318219,True,nearest,faridabad,2013-04-01,2013-04-01T00:00:00
2013,4,Gautam Buddha Nagar,0.0450261235237121,False,,gautam buddha nagar,2013-04-01,2013-04-01T00:00:00
2013,4,Ghaziabad,0.0531977812449137,False,,ghaziabad,2013-04-01,2013-04-01T00:00:00
2013,4,Gurugram,0.2376189162333806,False,,gurugram,2013-04-01,2013-04-01T00:00:00
2013,4,Hapur,0.0123516847689946,False,,hapur,2013-04-01,2013-04-01T00:00:00
2013,4,Jhajjar,0.1961221130357848,False,,jhajjar,2013-04-01,2013-04-01T00:00:00
2013,4,Jind,0.046857680628697,False,,jind,2013-04-01,2013-04-01T00:00:00
2013,4,Karnal,0.0277875820795695,False,,karnal,2013-04-01,2013-04-01T00:00:00
2013,4,Mahendragarh,0.2642044036161332,True,,mahendragarh,2013-04-01,2013-04-01T00:00:00
2013,4,Meerut,0.0535663534204165,False,,meerut,2013-04-01,2013-04-01T00:00:00
2013,4,Muzaffarnagar,0.0288397309680779,False,,muzaffarnagar,2013-04-01,2013-04-01T00:00:00
2013,4,New Delhi,0.1364014547318219,True,,new delhi,2013-04-01,2013-04-01T00:00:00
2013,4,North Delhi,0.0894561617241965,True,,north delhi,2013-04-01,2013-04-01T00:00:00
2013,4,North East Delhi,0.0782301848133405,False,,north east delhi,2013-04-01,2013-04-01T00:00:00
2013,4,North West Delhi,0.189549025396506,False,,north west delhi,2013-04-01,2013-04-01T00:00:00
2013,4,Nuh,0.0,False,,nuh,2013-04-01,2013-04-01T00:00:00
2013,4,Palwal,0.0454721766213576,False,,palwal,2013-04-01,2013-04-01T00:00:00
2013,4,Panipat,0.0235480864842732,False,,panipat,2013-04-01,2013-04-01T00:00:00
2013,4,Rewari,0.4555019279321035,False,,rewari,2013-04-01,2013-04-01T00:00:00
2013,4,Rohtak,0.0968399514754613,False,,rohtak,2013-04-01,2013-04-01T00:00:00
2013,4,Shahdara,0.0657139830291271,True,,shahdara,2013-04-01,2013-04-01T00:00:00
2013,4,Shamli,0.0138057172298431,False,,shamli,2013-04-01,2013-04-01T00:00:00
2013,4,Sonipat,0.0765634242031309,False,,sonipat,2013-04-01,2013-04-01T00:00:00
2013,4,South Delhi,0.1364014547318219,True,,south delhi,2013-04-01,2013-04-01T00:00:00
2013,4,South East Delhi,0.0351839932302633,False,,south east delhi,2013-04-01,2013-04-01T00:00:00
2013,4,South West Delhi,0.2168705146345827,True,,south west delhi,2013-04-01,2013-04-01T00:00:00
2013,4,West,0.1928355692161454,True,nearest,west,2013-04-01,2013-04-01T00:00:00
2013,4,West Delhi,0.1928355692161454,True,,west delhi,2013-04-01,2013-04-01T00:00:00
2013,5,Alwar,0.0828157616650454,False,,alwar,2013-05-01,2013-05-01T00:00:00
2013,5,Baghpat,0.4688687959024982,False,,baghpat,2013-05-01,2013-05-01T00:00:00
2013,5,Bharatpur,0.0434814653088969,False,,bharatpur,2013-05-01,2013-05-01T00:00:00
2013,5,Bhiwani,0.0061588498853868,True,,bhiwani,2013-05-01,2013-05-01T00:00:00
2013,5,Bulandshahr,0.0880768294295957,False,,bulandshahr,2013-05-01,2013-05-01T00:00:00
2013,5,Central Delhi,0.0063219667282155,True,,central delhi,2013-05-01,2013-05-01T00:00:00
2013,5,Charki Dadri,0.0088122277704191,True,,charki dadri,2013-05-01,2013-05-01T00:00:00
2013,5,East Delhi,0.0822782567752304,True,,east delhi,2013-05-01,2013-05-01T00:00:00
2013,5,Faridabad,0.0050768294642048,True,nearest,faridabad,2013-05-01,2013-05-01T00:00:00
2013,5,Gautam Buddha Nagar,0.0,False,,gautam buddha nagar,2013-05-01,2013-05-01T00:00:00
2013,5,Ghaziabad,0.2468347703256914,False,,ghaziabad,2013-05-01,2013-05-01T00:00:00
2013,5,Gurugram,0.0101536589284097,False,,gurugram,2013-05-01,2013-05-01T00:00:00
2013,5,Hapur,0.0086811425224427,False,,hapur,2013-05-01,2013-05-01T00:00:00
2013,5,Jhajjar,0.0202778334258705,False,,jhajjar,2013-05-01,2013-05-01T00:00:00
2013,5,Jind,0.0,False,,jind,2013-05-01,2013-05-01T00:00:00
2013,5,Karnal,0.0183433140477826,False,,karnal,2013-05-01,2013-05-01T00:00:00
2013,5,Mahendragarh,0.0414078808325227,True,,mahendragarh,2013-05-01,2013-05-01T00:00:00
2013,5,Meerut,0.4103715204423473,False,,meerut,2013-05-01,2013-05-01T00:00:00
2013,5,Muzaffarnagar,0.1678267465003075,False,,muzaffarnagar,2013-05-01,2013-05-01T00:00:00
2013,5,New Delhi,0.0050768294642048,True,,new delhi,2013-05-01,2013-05-01T00:00:00
2013,5,North Delhi,0.1503848184020288,True,,north delhi,2013-05-01,2013-05-01T00:00:00
2013,5,North East Delhi,0.0033769999300279,False,,north east delhi,2013-05-01,2013-05-01T00:00:00
2013,5,North West Delhi,0.0155889002546187,False,,north west delhi,2013-05-01,2013-05-01T00:00:00
2013,5,Nuh,0.0051371945488837,False,,nuh,2013-05-01,2013-05-01T00:00:00
2013,5,Palwal,0.0141074977094127,False,,palwal,2013-05-01,2013-05-01T00:00:00
2013,5,Panipat,0.0,False,,panipat,2013-05-01,2013-05-01T00:00:00
2013,5,Rewari,0.0,False,,rewari,2013-05-01,2013-05-01T00:00:00
2013,5,Rohtak,0.0061588498853868,False,,rohtak,2013-05-01,2013-05-01T00:00:00
2013,5,Shahdara,0.1251058851278596,True,,shahdara,2013-05-01,2013-05-01T00:00:00
2013,5,Shamli,0.3201619425127583,False,,shamli,2013-05-01,2013-05-01T00:00:00
2013,5,Sonipat,0.0172546255973077,False,,sonipat,2013-05-01,2013-05-01T00:00:00
2013,5,South Delhi,0.0050768294642048,True,,south delhi,2013-05-01,2013-05-01T00:00:00
2013,5,South East Delhi,0.0,False,,south east delhi,2013-05-01,2013-05-01T00:00:00
2013,5,South West Delhi,0.0152157461771401,True,,south west delhi,2013-05-01,2013-05-01T00:00:00
2013,5,West,0.0179333668402446,True,nearest,west,2013-05-01,2013-05-01T00:00:00
2013,5,West Delhi,0.0179333668402446,True,,west delhi,2013-05-01,2013-05-01T00:00:00
2013,6,Alwar,1.7267621178712165,False,,alwar,2013-06-01,2013-06-01T00:00:00
2013,6,Baghpat,5.251621685922146,False,,baghpat,2013-06-01,2013-06-01T00:00:00
2013,6,Bharatpur,0.6979433305561542,False,,bharatpur,2013-06-01,2013-06-01T00:00:00
2013,6,Bhiwani,1.6164427787065505,True,,bhiwani,2013-06-01,2013-06-01T00:00:00
2013,6,Bulandshahr,4.744810819956991,False,,bulandshahr,2013-06-01,2013-06-01T00:00:00
2013,6,Central Delhi,2.663088185588519,True,,central delhi,2013-06-01,2013-06-01T00:00:00
2013,6,Charki Dadri,1.4577543695767723,True,,charki dadri,2013-06-01,2013-06-01T00:00:00
2013,6,East Delhi,4.187914115024937,True,,east delhi,2013-06-01,2013-06-01T00:00:00
2013,6,Faridabad,2.6920857459306715,True,nearest,faridabad,2013-06-01,2013-06-01T00:00:00
2013,6,Gautam Buddha Nagar,2.090427695711454,False,,gautam buddha nagar,2013-06-01,2013-06-01T00:00:00
2013,6,Ghaziabad,7.786417451997598,False,,ghaziabad,2013-06-01,2013-06-01T00:00:00
2013,6,Gurugram,2.6972742944955828,False,,gurugram,2013-06-01,2013-06-01T00:00:00
2013,6,Hapur,2.013071286678314,False,,hapur,2013-06-01,2013-06-01T00:00:00
2013,6,Jhajjar,1.463511708378792,False,,jhajjar,2013-06-01,2013-06-01T00:00:00
2013,6,Jind,2.7339531064033507,False,,jind,2013-06-01,2013-06-01T00:00:00
2013,6,Karnal,2.349881432453792,False,,karnal,2013-06-01,2013-06-01T00:00:00
2013,6,Mahendragarh,1.510035369758095,True,,mahendragarh,2013-06-01,2013-06-01T00:00:00
2013,6,Meerut,6.307974171439807,False,,meerut,2013-06-01,2013-06-01T00:00:00
2013,6,Muzaffarnagar,7.09808313275377,False,,muzaffarnagar,2013-06-01,2013-06-01T00:00:00
2013,6,New Delhi,2.6920857459306715,True,,new delhi,2013-06-01,2013-06-01T00:00:00
2013,6,North Delhi,4.268062080012427,True,,north delhi,2013-06-01,2013-06-01T00:00:00
2013,6,North East Delhi,1.974953466653824,False,,north east delhi,2013-06-01,2013-06-01T00:00:00
2013,6,North West Delhi,3.327413892745972,False,,north west delhi,2013-06-01,2013-06-01T00:00:00
2013,6,Nuh,1.114121277961466,False,,nuh,2013-06-01,2013-06-01T00:00:00
2013,6,Palwal,1.5305888757109642,False,,palwal,2013-06-01,2013-06-01T00:00:00
2013,6,Panipat,2.371848507722219,False,,panipat,2013-06-01,2013-06-01T00:00:00
2013,6,Rewari,1.2933086216449738,False,,rewari,2013-06-01,2013-06-01T00:00:00
2013,6,Rohtak,1.6164427787065505,False,,rohtak,2013-06-01,2013-06-01T00:00:00
2013,6,Shahdara,4.880685459325711,True,,shahdara,2013-06-01,2013-06-01T00:00:00
2013,6,Shamli,7.333592538038889,False,,shamli,2013-06-01,2013-06-01T00:00:00
2013,6,Sonipat,2.9999039027425978,False,,sonipat,2013-06-01,2013-06-01T00:00:00
2013,6,South Delhi,2.6920857459306715,True,,south delhi,2013-06-01,2013-06-01T00:00:00
2013,6,South East Delhi,2.6868971973657607,False,,south east delhi,2013-06-01,2013-06-01T00:00:00
2013,6,South West Delhi,2.080393001437187,True,,south west delhi,2013-06-01,2013-06-01T00:00:00
2013,6,West,2.395462800562382,True,nearest,west,2013-06-01,2013-06-01T00:00:00
2013,6,West Delhi,2.395462800562382,True,,west delhi,2013-06-01,2013-06-01T00:00:00
2013,7,Alwar,7.103935776561635,False,,alwar,2013-07-01,2013-07-01T00:00:00
2013,7,Baghpat,2.0802246817658023,False,,baghpat,2013-07-01,2013-07-01T00:00:00
2013,7,Bharatpur,4.566481110790083,False,,bharatpur,2013-07-01,2013-07-01T00:00:00
2013,7,Bhiwani,1.7870824656659556,True,,bhiwani,2013-07-01,2013-07-01T00:00:00
2013,7,Bulandshahr,2.7195250921512164,False,,bulandshahr,2013-07-01,2013-07-01T00:00:00
2013,7,Central Delhi,5.556964421224209,True,,central delhi,2013-07-01,2013-07-01T00:00:00
2013,7,Charki Dadri,2.637847645495313,True,,charki dadri,2013-07-01,2013-07-01T00:00:00
2013,7,East Delhi,3.676808641322198,True,,east delhi,2013-07-01,2013-07-01T00:00:00
2013,7,Faridabad,5.74734303908002,True,nearest,faridabad,2013-07-01,2013-07-01T00:00:00
2013,7,Gautam Buddha Nagar,1.8797902397571071,False,,gautam buddha nagar,2013-07-01,2013-07-01T00:00:00
2013,7,Ghaziabad,3.6327886711205206,False,,ghaziabad,2013-07-01,2013-07-01T00:00:00
2013,7,Gurugram,5.976839065071075,False,,gurugram,2013-07-01,2013-07-01T00:00:00
2013,7,Hapur,1.769916923296067,False,,hapur,2013-07-01,2013-07-01T00:00:00
2013,7,Jhajjar,2.944617590917054,False,,jhajjar,2013-07-01,2013-07-01T00:00:00
2013,7,Jind,2.885690239288153,False,,jind,2013-07-01,2013-07-01T00:00:00
2013,7,Karnal,2.8630100902049773,False,,karnal,2013-07-01,2013-07-01T00:00:00
2013,7,Mahendragarh,5.142889328232283,True,,mahendragarh,2013-07-01,2013-07-01T00:00:00
2013,7,Meerut,5.378460422686992,False,,meerut,2013-07-01,2013-07-01T00:00:00
2013,7,Muzaffarnagar,5.453908097179186,False,,muzaffarnagar,2013-07-01,2013-07-01T00:00:00
2013,7,New Delhi,5.74734303908002,True,,new delhi,2013-07-01,2013-07-01T00:00:00
2013,7,North Delhi,3.815240905377814,True,,north delhi,2013-07-01,2013-07-01T00:00:00
2013,7,North East Delhi,3.395095706947388,False,,north east delhi,2013-07-01,2013-07-01T00:00:00
2013,7,North West Delhi,7.757950543636276,False,,north west delhi,2013-07-01,2013-07-01T00:00:00
2013,7,Nuh,4.673221113380566,False,,nuh,2013-07-01,2013-07-01T00:00:00
2013,7,Palwal,3.4858820125941308,False,,palwal,2013-07-01,2013-07-01T00:00:00
2013,7,Panipat,1.2563262947144047,False,,panipat,2013-07-01,2013-07-01T00:00:00
2013,7,Rewari,3.181842879902932,False,,rewari,2013-07-01,2013-07-01T00:00:00
2013,7,Rohtak,1.7870824656659556,False,,rohtak,2013-07-01,2013-07-01T00:00:00
2013,7,Shahdara,3.5139421890339544,True,,shahdara,2013-07-01,2013-07-01T00:00:00
2013,7,Shamli,4.586341163323771,False,,shamli,2013-07-01,2013-07-01T00:00:00
2013,7,Sonipat,2.210144923419081,False,,sonipat,2013-07-01,2013-07-01T00:00:00
2013,7,South Delhi,5.74734303908002,True,,south delhi,2013-07-01,2013-07-01T00:00:00
2013,7,South East Delhi,5.517847013088964,False,,south east delhi,2013-07-01,2013-07-01T00:00:00
2013,7,South West Delhi,4.460728327994064,True,,south west delhi,2013-07-01,2013-07-01T00:00:00
2013,7,West,5.351284067276665,True,nearest,west,2013-07-01,2013-07-01T00:00:00
2013,7,West Delhi,5.351284067276665,True,,west delhi,2013-07-01,2013-07-01T00:00:00
2013,8,Alwar,9.063408813306262,False,,alwar,2013-08-01,2013-08-01T00:00:00
2013,8,Baghpat,9.104850264085876,False,,baghpat,2013-08-01,2013-08-01T00:00:00
2013,8,Bharatpur,6.367624390269479,False,,bharatpur,2013-08-01,2013-08-01T00:00:00
2013,8,Bhiwani,5.225457341560433,True,,bhiwani,2013-08-01,2013-08-01T00:00:00
2013,8,Bulandshahr,3.730424613561681,False,,bulandshahr,2013-08-01,2013-08-01T00:00:00
2013,8,Central Delhi,6.217620125380896,True,,central delhi,2013-08-01,2013-08-01T00:00:00
2013,8,Charki Dadri,5.816176738563297,True,,charki dadri,2013-08-01,2013-08-01T00:00:00
2013,8,East Delhi,4.722684757203184,True,,east delhi,2013-08-01,2013-08-01T00:00:00
2013,8,Faridabad,7.504252747902948,True,nearest,faridabad,2013-08-01,2013-08-01T00:00:00
2013,8,Gautam Buddha Nagar,2.1402650523570275,False,,gautam buddha nagar,2013-08-01,2013-08-01T00:00:00
2013,8,Ghaziabad,4.0666463524103165,False,,ghaziabad,2013-08-01,2013-08-01T00:00:00
2013,8,Gurugram,7.047362628963686,False,,gurugram,2013-08-01,2013-08-01T00:00:00
2013,8,Hapur,5.215265921046657,False,,hapur,2013-08-01,2013-08-01T00:00:00
2013,8,Jhajjar,5.1188116555893295,False,,jhajjar,2013-08-01,2013-08-01T00:00:00
2013,8,Jind,6.678978348691618,False,,jind,2013-08-01,2013-08-01T00:00:00
2013,8,Karnal,5.181966788345767,False,,karnal,2013-08-01,2013-08-01T00:00:00
2013,8,Mahendragarh,8.083835015923196,True,,mahendragarh,2013-08-01,2013-08-01T00:00:00
2013,8,Meerut,9.780501556348415,False,,meerut,2013-08-01,2013-08-01T00:00:00
2013,8,Muzaffarnagar,12.667575496939882,False,,muzaffarnagar,2013-08-01,2013-08-01T00:00:00
2013,8,New Delhi,7.504252747902948,True,,new delhi,2013-08-01,2013-08-01T00:00:00
2013,8,North Delhi,6.046729617589904,True,,north delhi,2013-08-01,2013-08-01T00:00:00
2013,8,North East Delhi,4.52648389339447,False,,north east delhi,2013-08-01,2013-08-01T00:00:00
2013,8,North West Delhi,6.165233615906008,False,,north west delhi,2013-08-01,2013-08-01T00:00:00
2013,8,Nuh,6.322287029316349,False,,nuh,2013-08-01,2013-08-01T00:00:00
2013,8,Palwal,5.914364956199162,False,,palwal,2013-08-01,2013-08-01T00:00:00
2013,8,Panipat,5.1235445454236,False,,panipat,2013-08-01,2013-08-01T00:00:00
2013,8,Rewari,7.10426121854013,False,,rewari,2013-08-01,2013-08-01T00:00:00
2013,8,Rohtak,5.225457341560433,False,,rohtak,2013-08-01,2013-08-01T00:00:00
2013,8,Shahdara,4.296565122902393,True,,shahdara,2013-08-01,2013-08-01T00:00:00
2013,8,Shamli,12.4943195074316,False,,shamli,2013-08-01,2013-08-01T00:00:00
2013,8,Sonipat,6.37043396215285,False,,sonipat,2013-08-01,2013-08-01T00:00:00
2013,8,South Delhi,7.504252747902948,True,,south delhi,2013-08-01,2013-08-01T00:00:00
2013,8,South East Delhi,7.961142866842208,False,,south east delhi,2013-08-01,2013-08-01T00:00:00
2013,8,South West Delhi,6.083087142276508,True,,south west delhi,2013-08-01,2013-08-01T00:00:00
2013,8,West,5.642022635747669,True,nearest,west,2013-08-01,2013-08-01T00:00:00
2013,8,West Delhi,5.642022635747669,True,,west delhi,2013-08-01,2013-08-01T00:00:00
2013,9,Alwar,2.205450654100804,False,,alwar,2013-09-01,2013-09-01T00:00:00
