YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT
2019,4,Meerut,21.034903566666667,37.4966978,29.26580068333333
2019,5,Meerut,24.056282838709677,40.220973354838705,32.13862809677419
2019,6,Meerut,27.365247266666664,41.11415503333333,34.23970115
2019,7,Meerut,26.76880516129032,35.28630961290323,31.027557387096778
2019,8,Meerut,26.11118035483871,34.20620812903226,30.158694241935486
2019,9,Meerut,25.4784358,34.217191699999994,29.847813749999997
2019,10,Meerut,19.195084032258062,32.51784325806452,25.85646364516129
2019,11,Meerut,14.397769799999999,27.83770506666667,21.117737433333332
2019,12,Meerut,7.4263287774193545,18.568072403225806,12.99720059032258
2019,1,Muzaffarnagar,6.732933461290322,20.556087677419356,13.64451056935484
2019,2,Muzaffarnagar,10.017512460714286,22.310069607142857,16.16379103392857
2019,3,Muzaffarnagar,13.212350961290323,28.420555677419355,20.81645331935484
2019,4,Muzaffarnagar,21.034903566666667,37.4966978,29.26580068333333
2019,5,Muzaffarnagar,24.056282838709677,40.220973354838705,32.13862809677419
2019,6,Muzaffarnagar,27.365247266666664,41.11415503333333,34.23970115
2019,7,Muzaffarnagar,26.76880516129032,35.28630961290323,31.027557387096778
2019,8,Muzaffarnagar,26.11118035483871,34.20620812903226,30.158694241935486
2019,9,Muzaffarnagar,25.4784358,34.217191699999994,29.847813749999997
2019,10,Muzaffarnagar,19.195084032258062,32.51784325806452,25.85646364516129
2019,11,Muzaffarnagar,14.397769799999999,27.83770506666667,21.117737433333332
2019,12,Muzaffarnagar,7.4263287774193545,18.568072403225806,12.99720059032258
2019,1,Shamli,6.295273070967742,18.766571032258064,12.530922051612903
2019,2,Shamli,9.15482857142857,20.19228157142857,14.67355507142857
2019,3,Shamli,12.112238738709678,25.51637548387097,18.814307111290326
2019,4,Shamli,19.260800433333333,34.2844547,26.772627566666664
2019,5,Shamli,22.05259470967742,36.87748077419355,29.465037741935486
2019,6,Shamli,25.1858616,37.93420473333333,31.560033166666663
2019,7,Shamli,24.920766064516126,32.508696516129035,28.714731290322582
2019,8,Shamli,24.615259096774192,32.05915667741935,28.337207887096774
2019,9,Shamli,23.8576764,31.848103633333334,27.852890016666667
2019,10,Shamli,17.660424806451612,30.02320683870968,23.841815822580646
2019,11,Shamli,13.214369866666667,25.703075466666668,19.458722666666667
2019,12,Shamli,6.773623780645161,17.378792887096775,12.076208333870968
2020,1,Bhiwani,6.851058687096774,19.253484096774194,13.052271391935484
2020,2,Bhiwani,9.551547868965518,25.194089620689656,17.372818744827587
2020,3,Bhiwani,14.414292758064516,28.056361064516132,21.235326911290322
2020,4,Bhiwani,20.11521906666667,36.04623733333334,28.080728200000003
2020,5,Bhiwani,24.077163451612904,40.085264,32.08121372580645
2020,6,Bhiwani,26.851341066666667,39.858573066666665,33.354957066666664
2020,7,Bhiwani,26.83410064516129,36.96426029032258,31.899180467741935
2020,8,Bhiwani,26.090920741935484,34.55602138709677,30.323471064516127
2020,9,Bhiwani,25.150231,36.4803852,30.815308100000003
2020,10,Bhiwani,17.91648351612903,35.30442129032258,26.610452403225807
2020,11,Bhiwani,11.088386009999999,27.6474245,19.367905255
2020,12,Bhiwani,7.27787955483871,23.04088480645161,15.15938218064516
2020,1,Faridabad,7.653823964516129,19.47943441935484,13.566629191935483
2020,2,Faridabad,9.611713872413793,24.855705689655174,17.233709781034484
2020,3,Faridabad,14.557971241935483,28.411783774193548,21.484877508064514
2020,4,Faridabad,20.103289500000002,36.446792566666666,28.275041033333334
2020,5,Faridabad,24.61543829032258,40.22618951612903,32.420813903225806
2020,6,Faridabad,27.2533535,39.31944283333333,33.286398166666665
2020,7,Faridabad,27.286733709677417,36.437673064516126,31.86220338709677
2020,8,Faridabad,26.283164806451612,33.854340032258065,30.068752419354837
2020,9,Faridabad,25.6095343,36.1765574,30.89304585
2020,10,Faridabad,17.860704532258065,34.904041870967745,26.382373201612907
2020,11,Faridabad,10.95703253,27.707383033333333,19.332207781666668
2020,12,Faridabad,7.790042093548387,23.12320770967742,15.456624901612903
2020,1,Gurgaon,6.944393058064517,19.184573741935484,13.0644834
2020,2,Gurgaon,9.386779389655171,24.670123310344827,17.028451349999997
2020,3,Gurgaon,14.101868403225806,27.835235096774195,20.96855175
2020,4,Gurgaon,19.588315333333334,35.7475908,27.667953066666666
2020,5,Gurgaon,23.858681677419355,39.87100238709677,31.864842032258064
2020,6,Gurgaon,26.857790033333334,39.410051833333334,33.133920933333336
2020,7,Gurgaon,26.917835258064517,36.64607974193548,31.781957499999997
2020,8,Gurgaon,26.404846580645163,34.47031922580645,30.437582903225806
2020,9,Gurgaon,25.399683566666667,36.4837874,30.941735483333332
2020,10,Gurgaon,17.622340516129032,35.12546919354839,26.373904854838713
2020,11,Gurgaon,10.823457533333334,27.610503033333334,19.216980283333335
2020,12,Gurgaon,7.20857974516129,22.768458322580646,14.988519033870968
2020,1,Jhajjar,6.944393058064517,19.184573741935484,13.0644834
2020,2,Jhajjar,9.386779389655171,24.670123310344827,17.028451349999997
2020,3,Jhajjar,14.101868403225806,27.835235096774195,20.96855175
2020,4,Jhajjar,19.588315333333334,35.7475908,27.667953066666666
2020,5,Jhajjar,23.858681677419355,39.87100238709677,31.864842032258064
2020,6,Jhajjar,26.857790033333334,39.410051833333334,33.133920933333336
2020,7,Jhajjar,26.917835258064517,36.64607974193548,31.781957499999997
2020,8,Jhajjar,26.404846580645163,34.47031922580645,30.437582903225806
2020,9,Jhajjar,25.399683566666667,36.4837874,30.941735483333332
2020,10,Jhajjar,17.622340516129032,35.12546919354839,26.373904854838713
2020,11,Jhajjar,10.823457533333334,27.610503033333334,19.216980283333335
2020,12,Jhajjar,7.20857974516129,22.768458322580646,14.988519033870968
2020,1,Jind,6.751671748387097,18.129108677419357,12.440390212903226
2020,2,Jind,9.151832348275862,23.757331896551726,16.454582122413793
2020,3,Jind,13.534318451612902,26.362183548387094,19.948251
2020,4,Jind,18.821622849999997,34.97084976666667,26.896236308333332
2020,5,Jind,22.938648064516126,38.70193970967742,30.820293887096774
2020,6,Jind,26.090947533333335,38.1888619,32.13990471666666
2020,7,Jind,26.548270064516128,35.76515225806452,31.156711161290325
2020,8,Jind,26.600040612903225,34.396633903225805,30.498337258064517
2020,9,Jind,25.08461713333333,35.789095100000004,30.436856116666668
2020,10,Jind,17.35992477419355,34.59568161290323,25.97780319354839
2020,11,Jind,10.711148686666666,27.128428966666664,18.919788826666665
2020,12,Jind,7.246715383870968,22.052126451612903,14.649420917741935
2020,1,Mahendragarh,6.913253129032258,19.716346483870968,13.314799806451614
2020,2,Mahendragarh,9.140249751724138,24.979257379310344,17.05975356551724
2020,3,Mahendragarh,14.062237483870968,28.102345193548384,21.082291338709677
2020,4,Mahendragarh,19.492131933333333,35.968334633333335,27.730233283333334
2020,5,Mahendragarh,23.811629838709678,40.069527709677416,31.940578774193547
2020,6,Mahendragarh,26.431231066666665,39.5490718,32.99015143333333
2020,7,Mahendragarh,26.67206219354839,36.77652745161291,31.724294822580646
2020,8,Mahendragarh,25.753423967741934,33.701319258064515,29.727371612903227
2020,9,Mahendragarh,24.921604633333335,36.120436633333334,30.521020633333336
2020,10,Mahendragarh,17.54113341935484,34.85607858064516,26.198605999999998
2020,11,Mahendragarh,10.419987986666666,27.48451173333333,18.95224986
2020,12,Mahendragarh,7.330370009677419,23.55354677419355,15.441958391935485
2020,1,Mewat,6.913253129032258,19.716346483870968,13.314799806451614
2020,2,Mewat,9.140249751724138,24.979257379310344,17.05975356551724
2020,3,Mewat,14.062237483870968,28.102345193548384,21.082291338709677
2020,4,Mewat,19.492131933333333,35.968334633333335,27.730233283333334
2020,5,Mewat,23.811629838709678,40.069527709677416,31.940578774193547
2020,6,Mewat,26.431231066666665,39.5490718,32.99015143333333
2020,7,Mewat,26.67206219354839,36.77652745161291,31.724294822580646
2020,8,Mewat,25.753423967741934,33.701319258064515,29.727371612903227
2020,9,Mewat,24.921604633333335,36.120436633333334,30.521020633333336
2020,10,Mewat,17.54113341935484,34.85607858064516,26.198605999999998
2020,11,Mewat,10.419987986666666,27.48451173333333,18.95224986
2020,12,Mewat,7.330370009677419,23.55354677419355,15.441958391935485
2020,1,Palwal,7.653823964516129,19.47943441935484,13.566629191935483
2020,2,Palwal,9.611713872413793,24.855705689655174,17.233709781034484
2020,3,Palwal,14.557971241935483,28.411783774193548,21.484877508064514
2020,4,Palwal,20.103289500000002,36.446792566666666,28.275041033333334
2020,5,Palwal,24.61543829032258,40.22618951612903,32.420813903225806
2020,6,Palwal,27.2533535,39.31944283333333,33.286398166666665
2020,7,Palwal,27.286733709677417,36.437673064516126,31.86220338709677
2020,8,Palwal,26.283164806451612,33.854340032258065,30.068752419354837
2020,9,Palwal,25.6095343,36.1765574,30.89304585
2020,10,Palwal,17.860704532258065,34.904041870967745,26.382373201612907
2020,11,Palwal,10.95703253,27.707383033333333,19.332207781666668
2020,12,Palwal,7.790042093548387,23.12320770967742,15.456624901612903
2020,1,Panipat,6.944393058064517,19.184573741935484,13.0644834
2020,2,Panipat,9.386779389655171,24.670123310344827,17.028451349999997
2020,3,Panipat,14.101868403225806,27.835235096774195,20.96855175
2020,4,Panipat,19.588315333333334,35.7475908,27.667953066666666
2020,5,Panipat,23.858681677419355,39.87100238709677,31.864842032258064
2020,6,Panipat,26.857790033333334,39.410051833333334,33.133920933333336
2020,7,Panipat,26.917835258064517,36.64607974193548,31.781957499999997
2020,8,Panipat,26.404846580645163,34.47031922580645,30.437582903225806
2020,9,Panipat,25.399683566666667,36.4837874,30.941735483333332
2020,10,Panipat,17.622340516129032,35.12546919354839,26.373904854838713
2020,11,Panipat,10.823457533333334,27.610503033333334,19.216980283333335
2020,12,Panipat,7.20857974516129,22.768458322580646,14.988519033870968
2020,1,Rewari,6.913253129032258,19.716346483870968,13.314799806451614
2020,2,Rewari,9.140249751724138,24.979257379310344,17.05975356551724
2020,3,Rewari,14.062237483870968,28.102345193548384,21.082291338709677
2020,4,Rewari,19.492131933333333,35.968334633333335,27.730233283333334
2020,5,Rewari,23.811629838709678,40.069527709677416,31.940578774193547
2020,6,Rewari,26.431231066666665,39.5490718,32.99015143333333
2020,7,Rewari,26.67206219354839,36.77652745161291,31.724294822580646
2020,8,Rewari,25.753423967741934,33.701319258064515,29.727371612903227
2020,9,Rewari,24.921604633333335,36.120436633333334,30.521020633333336
2020,10,Rewari,17.54113341935484,34.85607858064516,26.198605999999998
2020,11,Rewari,10.419987986666666,27.48451173333333,18.95224986
2020,12,Rewari,7.330370009677419,23.55354677419355,15.441958391935485
2020,1,Rohtak,6.944393058064517,19.184573741935484,13.0644834
2020,2,Rohtak,9.386779389655171,24.670123310344827,17.028451349999997
2020,3,Rohtak,14.101868403225806,27.835235096774195,20.96855175
2020,4,Rohtak,19.588315333333334,35.7475908,27.667953066666666
2020,5,Rohtak,23.858681677419355,39.87100238709677,31.864842032258064
2020,6,Rohtak,26.857790033333334,39.410051833333334,33.133920933333336
2020,7,Rohtak,26.917835258064517,36.64607974193548,31.781957499999997
2020,8,Rohtak,26.404846580645163,34.47031922580645,30.437582903225806
2020,9,Rohtak,25.399683566666667,36.4837874,30.941735483333332
2020,10,Rohtak,17.622340516129032,35.12546919354839,26.373904854838713
2020,11,Rohtak,10.823457533333334,27.610503033333334,19.216980283333335
2020,12,Rohtak,7.20857974516129,22.768458322580646,14.988519033870968
2020,1,Sonipat,6.944393058064517,19.184573741935484,13.0644834
2020,2,Sonipat,9.386779389655171,24.670123310344827,17.028451349999997
2020,3,Sonipat,14.101868403225806,27.835235096774195,20.96855175
2020,4,Sonipat,19.588315333333334,35.7475908,27.667953066666666
2020,5,Sonipat,23.858681677419355,39.87100238709677,31.864842032258064
2020,6,Sonipat,26.857790033333334,39.410051833333334,33.133920933333336
2020,7,Sonipat,26.917835258064517,36.64607974193548,31.781957499999997
2020,8,Sonipat,26.404846580645163,34.47031922580645,30.437582903225806
2020,9,Sonipat,25.399683566666667,36.4837874,30.941735483333332
2020,10,Sonipat,17.622340516129032,35.12546919354839,26.373904854838713
2020,11,Sonipat,10.823457533333334,27.610503033333334,19.216980283333335
2020,12,Sonipat,7.20857974516129,22.768458322580646,14.988519033870968
2020,1,West,7.212875270967742,18.653464225806452,12.933169748387098
2020,2,West,9.409577758620689,24.18645724137931,16.7980175
2020,3,West,14.015892645161289,27.755305193548384,20.885598919354837
2020,4,West,19.39320413333333,35.58519103333333,27.48919758333333
2020,5,West,23.55106429032258,39.0932759032258,31.32217009677419
2020,6,West,26.6385501,38.51015116666667,32.57435063333333
2020,7,West,26.650380612903223,36.037332387096775,31.3438565
2020,8,West,26.251458161290323,34.11786909677419,30.184663629032258
2020,9,West,25.450912666666667,36.153214766666665,30.802063716666666
2020,10,West,17.87026062903226,34.68717925806452,26.27871994354839
2020,11,West,11.171438146666667,27.394160199999998,19.28279917333333
2020,12,West,7.606849154838709,22.31360416129032,14.960226658064515
2020,1,Alwar,6.913253129032258,19.716346483870968,13.314799806451614
2020,2,Alwar,9.140249751724138,24.979257379310344,17.05975356551724
2020,3,Alwar,14.062237483870968,28.102345193548384,21.082291338709677
2020,4,Alwar,19.492131933333333,35.968334633333335,27.730233283333334
2020,5,Alwar,23.811629838709678,40.069527709677416,31.940578774193547
2020,6,Alwar,26.431231066666665,39.5490718,32.99015143333333
2020,7,Alwar,26.67206219354839,36.77652745161291,31.724294822580646
2020,8,Alwar,25.753423967741934,33.701319258064515,29.727371612903227
2020,9,Alwar,24.921604633333335,36.120436633333334,30.521020633333336
2020,10,Alwar,17.54113341935484,34.85607858064516,26.198605999999998
2020,11,Alwar,10.419987986666666,27.48451173333333,18.95224986
2020,12,Alwar,7.330370009677419,23.55354677419355,15.441958391935485
2020,1,Bharatpur,7.820320522580645,20.69509935483871,14.257709938709677
2020,2,Bharatpur,9.948435431034484,26.102760103448276,18.02559776724138
2020,3,Bharatpur,15.04653720967742,29.83825470967742,22.44239595967742
2020,4,Bharatpur,20.887243866666665,37.6288675,29.258055683333332
2020,5,Bharatpur,25.266632935483873,41.419201838709675,33.342917387096776
2020,6,Bharatpur,27.1680518,39.48888126666667,33.328466533333334
2020,7,Bharatpur,27.120029548387098,36.596734258064515,31.858381903225805
2020,8,Bharatpur,25.944824870967743,33.308306483870965,29.626565677419354
2020,9,Bharatpur,25.6725427,36.089835666666666,30.881189183333333
2020,10,Bharatpur,18.626159596774194,35.38702687096774,27.006593233870966
2020,11,Bharatpur,11.043217120000001,28.680518300000003,19.861867710000002
2020,12,Bharatpur,8.057357896774194,24.583276580645162,16.320317238709677
2020,1,Baghpat,7.212875270967742,18.653464225806452,12.933169748387098
2020,2,Baghpat,9.409577758620689,24.18645724137931,16.7980175
2020,3,Baghpat,14.015892645161289,27.755305193548384,20.885598919354837
2020,4,Baghpat,19.39320413333333,35.58519103333333,27.48919758333333
2020,5,Baghpat,23.55106429032258,39.0932759032258,31.32217009677419
2020,6,Baghpat,26.6385501,38.51015116666667,32.57435063333333
2020,7,Baghpat,26.650380612903223,36.037332387096775,31.3438565
2020,8,Baghpat,26.251458161290323,34.11786909677419,30.184663629032258
2020,9,Baghpat,25.450912666666667,36.153214766666665,30.802063716666666
2020,10,Baghpat,17.87026062903226,34.68717925806452,26.27871994354839
2020,11,Baghpat,11.171438146666667,27.394160199999998,19.28279917333333
2020,12,Baghpat,7.606849154838709,22.31360416129032,14.960226658064515
2020,1,Bulandshahr,7.212875270967742,18.653464225806452,12.933169748387098
