DISTRICT_NAME,State,AQI,YEAR,MONTH,TIME,TIME_ISO,DISTRICT_NAME_clean
Sonipat,Haryana,99.74,2019,9,2019-09-01,2019-09-01T00:00:00,sonipat
South Delhi,NCTofDelhi,110.46,2019,9,2019-09-01,2019-09-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,87.72,2019,9,2019-09-01,2019-09-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,106.17,2019,9,2019-09-01,2019-09-01T00:00:00,south west delhi
West,NCTofDelhi,98.07,2019,9,2019-09-01,2019-09-01T00:00:00,west delhi
West Delhi,NCTofDelhi,105.55,2019,9,2019-09-01,2019-09-01T00:00:00,west delhi
Alwar,Rajasthan,84.9,2019,10,2019-10-01,2019-10-01T00:00:00,alwar
Baghpat,UttarPradesh,233.63,2019,10,2019-10-01,2019-10-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,10,2019-10-01,2019-10-01T00:00:00,bharatpur
Bhiwani,Haryana,165.89,2019,10,2019-10-01,2019-10-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,233.19,2019,10,2019-10-01,2019-10-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,234.51,2019,10,2019-10-01,2019-10-01T00:00:00,east delhi
Faridabad,Haryana,244.24,2019,10,2019-10-01,2019-10-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,253.94,2019,10,2019-10-01,2019-10-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,262.16,2019,10,2019-10-01,2019-10-01T00:00:00,ghaziabad
Gurugram,Haryana,207.0,2019,10,2019-10-01,2019-10-01T00:00:00,gurugram
Hapur,UttarPradesh,205.97,2019,10,2019-10-01,2019-10-01T00:00:00,hapur
Jhajjar,Haryana,,2019,10,2019-10-01,2019-10-01T00:00:00,jhajjar
Jind,Haryana,215.77,2019,10,2019-10-01,2019-10-01T00:00:00,jind
Karnal,Haryana,245.8,2019,10,2019-10-01,2019-10-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,10,2019-10-01,2019-10-01T00:00:00,mahendragarh
Meerut,UttarPradesh,240.67,2019,10,2019-10-01,2019-10-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,240.13,2019,10,2019-10-01,2019-10-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,229.44,2019,10,2019-10-01,2019-10-01T00:00:00,new delhi
North Delhi,NCTofDelhi,235.21,2019,10,2019-10-01,2019-10-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,214.75,2019,10,2019-10-01,2019-10-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,263.42,2019,10,2019-10-01,2019-10-01T00:00:00,north west delhi
Nuh,Haryana,,2019,10,2019-10-01,2019-10-01T00:00:00,nuh
Palwal,Haryana,196.7,2019,10,2019-10-01,2019-10-01T00:00:00,palwal
Panipat,Haryana,270.64,2019,10,2019-10-01,2019-10-01T00:00:00,panipat
Rewari,Haryana,,2019,10,2019-10-01,2019-10-01T00:00:00,rewari
Rohtak,Haryana,178.45,2019,10,2019-10-01,2019-10-01T00:00:00,rohtak
Shahdara,NCTofDelhi,261.13,2019,10,2019-10-01,2019-10-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,10,2019-10-01,2019-10-01T00:00:00,shamli
Sonipat,Haryana,160.88,2019,10,2019-10-01,2019-10-01T00:00:00,sonipat
South Delhi,NCTofDelhi,236.08,2019,10,2019-10-01,2019-10-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,234.47,2019,10,2019-10-01,2019-10-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,223.12,2019,10,2019-10-01,2019-10-01T00:00:00,south west delhi
West,NCTofDelhi,233.84,2019,10,2019-10-01,2019-10-01T00:00:00,west delhi
West Delhi,NCTofDelhi,235.27,2019,10,2019-10-01,2019-10-01T00:00:00,west delhi
Alwar,Rajasthan,94.89,2019,11,2019-11-01,2019-11-01T00:00:00,alwar
Baghpat,UttarPradesh,295.12,2019,11,2019-11-01,2019-11-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,11,2019-11-01,2019-11-01T00:00:00,bharatpur
Bhiwani,Haryana,248.62,2019,11,2019-11-01,2019-11-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,285.14,2019,11,2019-11-01,2019-11-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,320.41,2019,11,2019-11-01,2019-11-01T00:00:00,east delhi
Faridabad,Haryana,301.64,2019,11,2019-11-01,2019-11-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,322.57,2019,11,2019-11-01,2019-11-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,340.2,2019,11,2019-11-01,2019-11-01T00:00:00,ghaziabad
Gurugram,Haryana,272.53,2019,11,2019-11-01,2019-11-01T00:00:00,gurugram
Hapur,UttarPradesh,262.87,2019,11,2019-11-01,2019-11-01T00:00:00,hapur
Jhajjar,Haryana,,2019,11,2019-11-01,2019-11-01T00:00:00,jhajjar
Jind,Haryana,290.43,2019,11,2019-11-01,2019-11-01T00:00:00,jind
Karnal,Haryana,247.1,2019,11,2019-11-01,2019-11-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,11,2019-11-01,2019-11-01T00:00:00,mahendragarh
Meerut,UttarPradesh,267.8,2019,11,2019-11-01,2019-11-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,,2019,11,2019-11-01,2019-11-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,304.45,2019,11,2019-11-01,2019-11-01T00:00:00,new delhi
North Delhi,NCTofDelhi,311.37,2019,11,2019-11-01,2019-11-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,293.53,2019,11,2019-11-01,2019-11-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,334.45,2019,11,2019-11-01,2019-11-01T00:00:00,north west delhi
Nuh,Haryana,,2019,11,2019-11-01,2019-11-01T00:00:00,nuh
Palwal,Haryana,289.04,2019,11,2019-11-01,2019-11-01T00:00:00,palwal
Panipat,Haryana,294.57,2019,11,2019-11-01,2019-11-01T00:00:00,panipat
Rewari,Haryana,,2019,11,2019-11-01,2019-11-01T00:00:00,rewari
Rohtak,Haryana,254.7,2019,11,2019-11-01,2019-11-01T00:00:00,rohtak
Shahdara,NCTofDelhi,332.3,2019,11,2019-11-01,2019-11-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,11,2019-11-01,2019-11-01T00:00:00,shamli
Sonipat,Haryana,190.96,2019,11,2019-11-01,2019-11-01T00:00:00,sonipat
South Delhi,NCTofDelhi,304.41,2019,11,2019-11-01,2019-11-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,311.01,2019,11,2019-11-01,2019-11-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,293.17,2019,11,2019-11-01,2019-11-01T00:00:00,south west delhi
West,NCTofDelhi,312.23,2019,11,2019-11-01,2019-11-01T00:00:00,west delhi
West Delhi,NCTofDelhi,306.89,2019,11,2019-11-01,2019-11-01T00:00:00,west delhi
Alwar,Rajasthan,90.37,2019,12,2019-12-01,2019-12-01T00:00:00,alwar
Baghpat,UttarPradesh,306.58,2019,12,2019-12-01,2019-12-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2019,12,2019-12-01,2019-12-01T00:00:00,bharatpur
Bhiwani,Haryana,253.29,2019,12,2019-12-01,2019-12-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,291.78,2019,12,2019-12-01,2019-12-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,361.46,2019,12,2019-12-01,2019-12-01T00:00:00,east delhi
Faridabad,Haryana,340.0,2019,12,2019-12-01,2019-12-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,353.58,2019,12,2019-12-01,2019-12-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,367.65,2019,12,2019-12-01,2019-12-01T00:00:00,ghaziabad
Gurugram,Haryana,264.13,2019,12,2019-12-01,2019-12-01T00:00:00,gurugram
Hapur,UttarPradesh,213.87,2019,12,2019-12-01,2019-12-01T00:00:00,hapur
Jhajjar,Haryana,,2019,12,2019-12-01,2019-12-01T00:00:00,jhajjar
Jind,Haryana,266.19,2019,12,2019-12-01,2019-12-01T00:00:00,jind
Karnal,Haryana,254.9,2019,12,2019-12-01,2019-12-01T00:00:00,karnal
Mahendragarh,Haryana,,2019,12,2019-12-01,2019-12-01T00:00:00,mahendragarh
Meerut,UttarPradesh,266.35,2019,12,2019-12-01,2019-12-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,,2019,12,2019-12-01,2019-12-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,330.22,2019,12,2019-12-01,2019-12-01T00:00:00,new delhi
North Delhi,NCTofDelhi,317.87,2019,12,2019-12-01,2019-12-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,312.45,2019,12,2019-12-01,2019-12-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,373.03,2019,12,2019-12-01,2019-12-01T00:00:00,north west delhi
Nuh,Haryana,,2019,12,2019-12-01,2019-12-01T00:00:00,nuh
Palwal,Haryana,281.41,2019,12,2019-12-01,2019-12-01T00:00:00,palwal
Panipat,Haryana,308.03,2019,12,2019-12-01,2019-12-01T00:00:00,panipat
Rewari,Haryana,,2019,12,2019-12-01,2019-12-01T00:00:00,rewari
Rohtak,Haryana,262.23,2019,12,2019-12-01,2019-12-01T00:00:00,rohtak
Shahdara,NCTofDelhi,364.13,2019,12,2019-12-01,2019-12-01T00:00:00,shahdara
Shamli,UttarPradesh,,2019,12,2019-12-01,2019-12-01T00:00:00,shamli
Sonipat,Haryana,147.37,2019,12,2019-12-01,2019-12-01T00:00:00,sonipat
South Delhi,NCTofDelhi,328.9,2019,12,2019-12-01,2019-12-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,341.55,2019,12,2019-12-01,2019-12-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,321.61,2019,12,2019-12-01,2019-12-01T00:00:00,south west delhi
West,NCTofDelhi,337.29,2019,12,2019-12-01,2019-12-01T00:00:00,west delhi
West Delhi,NCTofDelhi,334.99,2019,12,2019-12-01,2019-12-01T00:00:00,west delhi
Alwar,Rajasthan,84.72,2020,1,2020-01-01,2020-01-01T00:00:00,alwar
Baghpat,UttarPradesh,267.9,2020,1,2020-01-01,2020-01-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2020,1,2020-01-01,2020-01-01T00:00:00,bharatpur
Bhiwani,Haryana,170.76,2020,1,2020-01-01,2020-01-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,283.0,2020,1,2020-01-01,2020-01-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,310.85,2020,1,2020-01-01,2020-01-01T00:00:00,east delhi
Faridabad,Haryana,270.39,2020,1,2020-01-01,2020-01-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,298.39,2020,1,2020-01-01,2020-01-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,313.55,2020,1,2020-01-01,2020-01-01T00:00:00,ghaziabad
Gurugram,Haryana,214.26,2020,1,2020-01-01,2020-01-01T00:00:00,gurugram
Hapur,UttarPradesh,137.81,2020,1,2020-01-01,2020-01-01T00:00:00,hapur
Jhajjar,Haryana,,2020,1,2020-01-01,2020-01-01T00:00:00,jhajjar
Jind,Haryana,189.13,2020,1,2020-01-01,2020-01-01T00:00:00,jind
Karnal,Haryana,174.93,2020,1,2020-01-01,2020-01-01T00:00:00,karnal
Mahendragarh,Haryana,,2020,1,2020-01-01,2020-01-01T00:00:00,mahendragarh
Meerut,UttarPradesh,222.97,2020,1,2020-01-01,2020-01-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,233.62,2020,1,2020-01-01,2020-01-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,274.56,2020,1,2020-01-01,2020-01-01T00:00:00,new delhi
North Delhi,NCTofDelhi,260.94,2020,1,2020-01-01,2020-01-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,266.11,2020,1,2020-01-01,2020-01-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,325.96,2020,1,2020-01-01,2020-01-01T00:00:00,north west delhi
Nuh,Haryana,,2020,1,2020-01-01,2020-01-01T00:00:00,nuh
Palwal,Haryana,259.75,2020,1,2020-01-01,2020-01-01T00:00:00,palwal
Panipat,Haryana,227.93,2020,1,2020-01-01,2020-01-01T00:00:00,panipat
Rewari,Haryana,,2020,1,2020-01-01,2020-01-01T00:00:00,rewari
Rohtak,Haryana,182.0,2020,1,2020-01-01,2020-01-01T00:00:00,rohtak
Shahdara,NCTofDelhi,318.05,2020,1,2020-01-01,2020-01-01T00:00:00,shahdara
Shamli,UttarPradesh,,2020,1,2020-01-01,2020-01-01T00:00:00,shamli
Sonipat,Haryana,164.77,2020,1,2020-01-01,2020-01-01T00:00:00,sonipat
South Delhi,NCTofDelhi,267.06,2020,1,2020-01-01,2020-01-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,295.81,2020,1,2020-01-01,2020-01-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,267.12,2020,1,2020-01-01,2020-01-01T00:00:00,south west delhi
West,NCTofDelhi,285.68,2020,1,2020-01-01,2020-01-01T00:00:00,west delhi
West Delhi,NCTofDelhi,290.87,2020,1,2020-01-01,2020-01-01T00:00:00,west delhi
Alwar,Rajasthan,89.57,2020,2,2020-02-01,2020-02-01T00:00:00,alwar
Baghpat,UttarPradesh,,2020,2,2020-02-01,2020-02-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2020,2,2020-02-01,2020-02-01T00:00:00,bharatpur
Bhiwani,Haryana,174.09,2020,2,2020-02-01,2020-02-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,259.96,2020,2,2020-02-01,2020-02-01T00:00:00,bulandshahr
East Delhi,NCTofDelhi,254.87,2020,2,2020-02-01,2020-02-01T00:00:00,east delhi
Faridabad,Haryana,207.29,2020,2,2020-02-01,2020-02-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,249.64,2020,2,2020-02-01,2020-02-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,267.5,2020,2,2020-02-01,2020-02-01T00:00:00,ghaziabad
Gurugram,Haryana,193.79,2020,2,2020-02-01,2020-02-01T00:00:00,gurugram
Hapur,UttarPradesh,110.71,2020,2,2020-02-01,2020-02-01T00:00:00,hapur
Jhajjar,Haryana,,2020,2,2020-02-01,2020-02-01T00:00:00,jhajjar
Jind,Haryana,182.29,2020,2,2020-02-01,2020-02-01T00:00:00,jind
Karnal,Haryana,172.33,2020,2,2020-02-01,2020-02-01T00:00:00,karnal
Mahendragarh,Haryana,,2020,2,2020-02-01,2020-02-01T00:00:00,mahendragarh
Meerut,UttarPradesh,213.07,2020,2,2020-02-01,2020-02-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,201.67,2020,2,2020-02-01,2020-02-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,231.35,2020,2,2020-02-01,2020-02-01T00:00:00,new delhi
North Delhi,NCTofDelhi,238.69,2020,2,2020-02-01,2020-02-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,227.02,2020,2,2020-02-01,2020-02-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,289.17,2020,2,2020-02-01,2020-02-01T00:00:00,north west delhi
Nuh,Haryana,,2020,2,2020-02-01,2020-02-01T00:00:00,nuh
Palwal,Haryana,197.04,2020,2,2020-02-01,2020-02-01T00:00:00,palwal
Panipat,Haryana,215.25,2020,2,2020-02-01,2020-02-01T00:00:00,panipat
Rewari,Haryana,,2020,2,2020-02-01,2020-02-01T00:00:00,rewari
Rohtak,Haryana,173.46,2020,2,2020-02-01,2020-02-01T00:00:00,rohtak
Shahdara,NCTofDelhi,260.65,2020,2,2020-02-01,2020-02-01T00:00:00,shahdara
Shamli,UttarPradesh,,2020,2,2020-02-01,2020-02-01T00:00:00,shamli
Sonipat,Haryana,151.12,2020,2,2020-02-01,2020-02-01T00:00:00,sonipat
South Delhi,NCTofDelhi,220.34,2020,2,2020-02-01,2020-02-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,247.55,2020,2,2020-02-01,2020-02-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,244.38,2020,2,2020-02-01,2020-02-01T00:00:00,south west delhi
West,NCTofDelhi,245.0,2020,2,2020-02-01,2020-02-01T00:00:00,west delhi
West Delhi,NCTofDelhi,254.0,2020,2,2020-02-01,2020-02-01T00:00:00,west delhi
Alwar,Rajasthan,80.59,2020,3,2020-03-01,2020-03-01T00:00:00,alwar
Baghpat,UttarPradesh,,2020,3,2020-03-01,2020-03-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2020,3,2020-03-01,2020-03-01T00:00:00,bharatpur
Bhiwani,Haryana,118.31,2020,3,2020-03-01,2020-03-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,168.81,2020,3,2020-03-01,2020-03-01T00:00:00,bulandshahr
Charki Dadri,Haryana,264.25,2020,3,2020-03-01,2020-03-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,124.32,2020,3,2020-03-01,2020-03-01T00:00:00,east delhi
Faridabad,Haryana,147.06,2020,3,2020-03-01,2020-03-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,141.16,2020,3,2020-03-01,2020-03-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,141.55,2020,3,2020-03-01,2020-03-01T00:00:00,ghaziabad
Gurugram,Haryana,117.39,2020,3,2020-03-01,2020-03-01T00:00:00,gurugram
Hapur,UttarPradesh,105.58,2020,3,2020-03-01,2020-03-01T00:00:00,hapur
Jhajjar,Haryana,,2020,3,2020-03-01,2020-03-01T00:00:00,jhajjar
Jind,Haryana,95.25,2020,3,2020-03-01,2020-03-01T00:00:00,jind
Karnal,Haryana,93.55,2020,3,2020-03-01,2020-03-01T00:00:00,karnal
Mahendragarh,Haryana,,2020,3,2020-03-01,2020-03-01T00:00:00,mahendragarh
Meerut,UttarPradesh,118.39,2020,3,2020-03-01,2020-03-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,115.34,2020,3,2020-03-01,2020-03-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,116.01,2020,3,2020-03-01,2020-03-01T00:00:00,new delhi
North Delhi,NCTofDelhi,120.35,2020,3,2020-03-01,2020-03-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,124.96,2020,3,2020-03-01,2020-03-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,156.44,2020,3,2020-03-01,2020-03-01T00:00:00,north west delhi
Nuh,Haryana,,2020,3,2020-03-01,2020-03-01T00:00:00,nuh
Palwal,Haryana,112.07,2020,3,2020-03-01,2020-03-01T00:00:00,palwal
Panipat,Haryana,124.38,2020,3,2020-03-01,2020-03-01T00:00:00,panipat
Rewari,Haryana,,2020,3,2020-03-01,2020-03-01T00:00:00,rewari
Rohtak,Haryana,92.14,2020,3,2020-03-01,2020-03-01T00:00:00,rohtak
Shahdara,NCTofDelhi,143.83,2020,3,2020-03-01,2020-03-01T00:00:00,shahdara
Shamli,UttarPradesh,,2020,3,2020-03-01,2020-03-01T00:00:00,shamli
Sonipat,Haryana,111.85,2020,3,2020-03-01,2020-03-01T00:00:00,sonipat
South Delhi,NCTofDelhi,131.3,2020,3,2020-03-01,2020-03-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,119.85,2020,3,2020-03-01,2020-03-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,130.29,2020,3,2020-03-01,2020-03-01T00:00:00,south west delhi
West,NCTofDelhi,128.23,2020,3,2020-03-01,2020-03-01T00:00:00,west delhi
West Delhi,NCTofDelhi,129.26,2020,3,2020-03-01,2020-03-01T00:00:00,west delhi
Alwar,Rajasthan,63.4,2020,4,2020-04-01,2020-04-01T00:00:00,alwar
Baghpat,UttarPradesh,,2020,4,2020-04-01,2020-04-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2020,4,2020-04-01,2020-04-01T00:00:00,bharatpur
Bhiwani,Haryana,89.44,2020,4,2020-04-01,2020-04-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,166.31,2020,4,2020-04-01,2020-04-01T00:00:00,bulandshahr
Charki Dadri,Haryana,190.6,2020,4,2020-04-01,2020-04-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,118.1,2020,4,2020-04-01,2020-04-01T00:00:00,east delhi
Faridabad,Haryana,128.8,2020,4,2020-04-01,2020-04-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,118.7,2020,4,2020-04-01,2020-04-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,125.17,2020,4,2020-04-01,2020-04-01T00:00:00,ghaziabad
Gurugram,Haryana,110.5,2020,4,2020-04-01,2020-04-01T00:00:00,gurugram
Hapur,UttarPradesh,136.93,2020,4,2020-04-01,2020-04-01T00:00:00,hapur
Jhajjar,Haryana,,2020,4,2020-04-01,2020-04-01T00:00:00,jhajjar
Jind,Haryana,98.03,2020,4,2020-04-01,2020-04-01T00:00:00,jind
Karnal,Haryana,88.04,2020,4,2020-04-01,2020-04-01T00:00:00,karnal
Mahendragarh,Haryana,,2020,4,2020-04-01,2020-04-01T00:00:00,mahendragarh
Meerut,UttarPradesh,141.57,2020,4,2020-04-01,2020-04-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,114.14,2020,4,2020-04-01,2020-04-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,97.91,2020,4,2020-04-01,2020-04-01T00:00:00,new delhi
North Delhi,NCTofDelhi,120.2,2020,4,2020-04-01,2020-04-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,78.45,2020,4,2020-04-01,2020-04-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,127.18,2020,4,2020-04-01,2020-04-01T00:00:00,north west delhi
Nuh,Haryana,,2020,4,2020-04-01,2020-04-01T00:00:00,nuh
Palwal,Haryana,113.28,2020,4,2020-04-01,2020-04-01T00:00:00,palwal
Panipat,Haryana,137.41,2020,4,2020-04-01,2020-04-01T00:00:00,panipat
Rewari,Haryana,,2020,4,2020-04-01,2020-04-01T00:00:00,rewari
Rohtak,Haryana,77.8,2020,4,2020-04-01,2020-04-01T00:00:00,rohtak
Shahdara,NCTofDelhi,111.06,2020,4,2020-04-01,2020-04-01T00:00:00,shahdara
Shamli,UttarPradesh,,2020,4,2020-04-01,2020-04-01T00:00:00,shamli
Sonipat,Haryana,109.7,2020,4,2020-04-01,2020-04-01T00:00:00,sonipat
South Delhi,NCTofDelhi,119.88,2020,4,2020-04-01,2020-04-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,97.54,2020,4,2020-04-01,2020-04-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,102.97,2020,4,2020-04-01,2020-04-01T00:00:00,south west delhi
West,NCTofDelhi,109.7,2020,4,2020-04-01,2020-04-01T00:00:00,west delhi
West Delhi,NCTofDelhi,110.69,2020,4,2020-04-01,2020-04-01T00:00:00,west delhi
Alwar,Rajasthan,70.84,2020,5,2020-05-01,2020-05-01T00:00:00,alwar
Baghpat,UttarPradesh,,2020,5,2020-05-01,2020-05-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2020,5,2020-05-01,2020-05-01T00:00:00,bharatpur
Bhiwani,Haryana,125.47,2020,5,2020-05-01,2020-05-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,165.67,2020,5,2020-05-01,2020-05-01T00:00:00,bulandshahr
Charki Dadri,Haryana,237.33,2020,5,2020-05-01,2020-05-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,152.05,2020,5,2020-05-01,2020-05-01T00:00:00,east delhi
Faridabad,Haryana,153.17,2020,5,2020-05-01,2020-05-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,142.48,2020,5,2020-05-01,2020-05-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,158.58,2020,5,2020-05-01,2020-05-01T00:00:00,ghaziabad
Gurugram,Haryana,143.19,2020,5,2020-05-01,2020-05-01T00:00:00,gurugram
Hapur,UttarPradesh,125.84,2020,5,2020-05-01,2020-05-01T00:00:00,hapur
Jhajjar,Haryana,,2020,5,2020-05-01,2020-05-01T00:00:00,jhajjar
Jind,Haryana,135.94,2020,5,2020-05-01,2020-05-01T00:00:00,jind
Karnal,Haryana,116.1,2020,5,2020-05-01,2020-05-01T00:00:00,karnal
Mahendragarh,Haryana,,2020,5,2020-05-01,2020-05-01T00:00:00,mahendragarh
Meerut,UttarPradesh,141.29,2020,5,2020-05-01,2020-05-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,139.47,2020,5,2020-05-01,2020-05-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,133.85,2020,5,2020-05-01,2020-05-01T00:00:00,new delhi
North Delhi,NCTofDelhi,152.2,2020,5,2020-05-01,2020-05-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,133.47,2020,5,2020-05-01,2020-05-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,157.03,2020,5,2020-05-01,2020-05-01T00:00:00,north west delhi
Nuh,Haryana,,2020,5,2020-05-01,2020-05-01T00:00:00,nuh
Palwal,Haryana,113.89,2020,5,2020-05-01,2020-05-01T00:00:00,palwal
Panipat,Haryana,177.96,2020,5,2020-05-01,2020-05-01T00:00:00,panipat
Rewari,Haryana,,2020,5,2020-05-01,2020-05-01T00:00:00,rewari
Rohtak,Haryana,101.06,2020,5,2020-05-01,2020-05-01T00:00:00,rohtak
Shahdara,NCTofDelhi,157.73,2020,5,2020-05-01,2020-05-01T00:00:00,shahdara
Shamli,UttarPradesh,,2020,5,2020-05-01,2020-05-01T00:00:00,shamli
Sonipat,Haryana,145.26,2020,5,2020-05-01,2020-05-01T00:00:00,sonipat
South Delhi,NCTofDelhi,165.2,2020,5,2020-05-01,2020-05-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,125.04,2020,5,2020-05-01,2020-05-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,132.43,2020,5,2020-05-01,2020-05-01T00:00:00,south west delhi
West,NCTofDelhi,143.74,2020,5,2020-05-01,2020-05-01T00:00:00,west delhi
West Delhi,NCTofDelhi,136.05,2020,5,2020-05-01,2020-05-01T00:00:00,west delhi
Alwar,Rajasthan,75.35,2020,6,2020-06-01,2020-06-01T00:00:00,alwar
Baghpat,UttarPradesh,177.77,2020,6,2020-06-01,2020-06-01T00:00:00,baghpat
Bharatpur,Rajasthan,,2020,6,2020-06-01,2020-06-01T00:00:00,bharatpur
Bhiwani,Haryana,120.88,2020,6,2020-06-01,2020-06-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,138.86,2020,6,2020-06-01,2020-06-01T00:00:00,bulandshahr
Charki Dadri,Haryana,166.29,2020,6,2020-06-01,2020-06-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,115.64,2020,6,2020-06-01,2020-06-01T00:00:00,east delhi
Faridabad,Haryana,136.0,2020,6,2020-06-01,2020-06-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,134.04,2020,6,2020-06-01,2020-06-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,143.43,2020,6,2020-06-01,2020-06-01T00:00:00,ghaziabad
Gurugram,Haryana,135.43,2020,6,2020-06-01,2020-06-01T00:00:00,gurugram
Hapur,UttarPradesh,74.07,2020,6,2020-06-01,2020-06-01T00:00:00,hapur
Jhajjar,Haryana,,2020,6,2020-06-01,2020-06-01T00:00:00,jhajjar
Jind,Haryana,122.75,2020,6,2020-06-01,2020-06-01T00:00:00,jind
