DISTRICT_NAME,State,AQI,YEAR,MONTH,TIME,TIME_ISO,DISTRICT_NAME_clean
South East Delhi,NCTofDelhi,74.82,2023,7,2023-07-01,2023-07-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,74.76,2023,7,2023-07-01,2023-07-01T00:00:00,south west delhi
West,NCTofDelhi,83.74,2023,7,2023-07-01,2023-07-01T00:00:00,west delhi
West Delhi,NCTofDelhi,81.45,2023,7,2023-07-01,2023-07-01T00:00:00,west delhi
Alwar,Rajasthan,72.87,2023,8,2023-08-01,2023-08-01T00:00:00,alwar
Baghpat,UttarPradesh,110.03,2023,8,2023-08-01,2023-08-01T00:00:00,baghpat
Bharatpur,Rajasthan,115.12,2023,8,2023-08-01,2023-08-01T00:00:00,bharatpur
Bhiwani,Haryana,73.83,2023,8,2023-08-01,2023-08-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,88.13,2023,8,2023-08-01,2023-08-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,15.5,2023,8,2023-08-01,2023-08-01T00:00:00,central delhi
Charki Dadri,Haryana,104.39,2023,8,2023-08-01,2023-08-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,96.39,2023,8,2023-08-01,2023-08-01T00:00:00,east delhi
Faridabad,Haryana,100.29,2023,8,2023-08-01,2023-08-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,147.52,2023,8,2023-08-01,2023-08-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,115.9,2023,8,2023-08-01,2023-08-01T00:00:00,ghaziabad
Gurugram,Haryana,125.06,2023,8,2023-08-01,2023-08-01T00:00:00,gurugram
Hapur,UttarPradesh,64.32,2023,8,2023-08-01,2023-08-01T00:00:00,hapur
Jhajjar,Haryana,,2023,8,2023-08-01,2023-08-01T00:00:00,jhajjar
Jind,Haryana,96.64,2023,8,2023-08-01,2023-08-01T00:00:00,jind
Karnal,Haryana,73.55,2023,8,2023-08-01,2023-08-01T00:00:00,karnal
Mahendragarh,Haryana,,2023,8,2023-08-01,2023-08-01T00:00:00,mahendragarh
Meerut,UttarPradesh,89.13,2023,8,2023-08-01,2023-08-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,100.04,2023,8,2023-08-01,2023-08-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,93.62,2023,8,2023-08-01,2023-08-01T00:00:00,new delhi
North Delhi,NCTofDelhi,100.74,2023,8,2023-08-01,2023-08-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,105.44,2023,8,2023-08-01,2023-08-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,112.36,2023,8,2023-08-01,2023-08-01T00:00:00,north west delhi
Nuh,Haryana,,2023,8,2023-08-01,2023-08-01T00:00:00,nuh
Palwal,Haryana,44.89,2023,8,2023-08-01,2023-08-01T00:00:00,palwal
Panipat,Haryana,118.66,2023,8,2023-08-01,2023-08-01T00:00:00,panipat
Rewari,Haryana,,2023,8,2023-08-01,2023-08-01T00:00:00,rewari
Rohtak,Haryana,60.7,2023,8,2023-08-01,2023-08-01T00:00:00,rohtak
Shahdara,NCTofDelhi,145.14,2023,8,2023-08-01,2023-08-01T00:00:00,shahdara
Shamli,UttarPradesh,,2023,8,2023-08-01,2023-08-01T00:00:00,shamli
Sonipat,Haryana,121.75,2023,8,2023-08-01,2023-08-01T00:00:00,sonipat
South Delhi,NCTofDelhi,88.25,2023,8,2023-08-01,2023-08-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,101.01,2023,8,2023-08-01,2023-08-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,102.9,2023,8,2023-08-01,2023-08-01T00:00:00,south west delhi
West,NCTofDelhi,116.48,2023,8,2023-08-01,2023-08-01T00:00:00,west delhi
West Delhi,NCTofDelhi,119.72,2023,8,2023-08-01,2023-08-01T00:00:00,west delhi
Alwar,Rajasthan,62.33,2023,9,2023-09-01,2023-09-01T00:00:00,alwar
Baghpat,UttarPradesh,108.27,2023,9,2023-09-01,2023-09-01T00:00:00,baghpat
Bharatpur,Rajasthan,95.9,2023,9,2023-09-01,2023-09-01T00:00:00,bharatpur
Bhiwani,Haryana,67.75,2023,9,2023-09-01,2023-09-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,94.17,2023,9,2023-09-01,2023-09-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,15.0,2023,9,2023-09-01,2023-09-01T00:00:00,central delhi
Charki Dadri,Haryana,65.83,2023,9,2023-09-01,2023-09-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,96.09,2023,9,2023-09-01,2023-09-01T00:00:00,east delhi
Faridabad,Haryana,107.07,2023,9,2023-09-01,2023-09-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,162.27,2023,9,2023-09-01,2023-09-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,105.63,2023,9,2023-09-01,2023-09-01T00:00:00,ghaziabad
Gurugram,Haryana,148.73,2023,9,2023-09-01,2023-09-01T00:00:00,gurugram
Hapur,UttarPradesh,72.73,2023,9,2023-09-01,2023-09-01T00:00:00,hapur
Jhajjar,Haryana,,2023,9,2023-09-01,2023-09-01T00:00:00,jhajjar
Jind,Haryana,87.81,2023,9,2023-09-01,2023-09-01T00:00:00,jind
Karnal,Haryana,64.17,2023,9,2023-09-01,2023-09-01T00:00:00,karnal
Mahendragarh,Haryana,,2023,9,2023-09-01,2023-09-01T00:00:00,mahendragarh
Meerut,UttarPradesh,89.77,2023,9,2023-09-01,2023-09-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,105.05,2023,9,2023-09-01,2023-09-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,82.42,2023,9,2023-09-01,2023-09-01T00:00:00,new delhi
North Delhi,NCTofDelhi,106.62,2023,9,2023-09-01,2023-09-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,106.49,2023,9,2023-09-01,2023-09-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,100.91,2023,9,2023-09-01,2023-09-01T00:00:00,north west delhi
Nuh,Haryana,,2023,9,2023-09-01,2023-09-01T00:00:00,nuh
Palwal,Haryana,44.43,2023,9,2023-09-01,2023-09-01T00:00:00,palwal
Panipat,Haryana,79.89,2023,9,2023-09-01,2023-09-01T00:00:00,panipat
Rewari,Haryana,,2023,9,2023-09-01,2023-09-01T00:00:00,rewari
Rohtak,Haryana,70.54,2023,9,2023-09-01,2023-09-01T00:00:00,rohtak
Shahdara,NCTofDelhi,109.44,2023,9,2023-09-01,2023-09-01T00:00:00,shahdara
Shamli,UttarPradesh,,2023,9,2023-09-01,2023-09-01T00:00:00,shamli
Sonipat,Haryana,155.15,2023,9,2023-09-01,2023-09-01T00:00:00,sonipat
South Delhi,NCTofDelhi,82.07,2023,9,2023-09-01,2023-09-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,84.06,2023,9,2023-09-01,2023-09-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,93.02,2023,9,2023-09-01,2023-09-01T00:00:00,south west delhi
West,NCTofDelhi,107.73,2023,9,2023-09-01,2023-09-01T00:00:00,west delhi
West Delhi,NCTofDelhi,116.5,2023,9,2023-09-01,2023-09-01T00:00:00,west delhi
Alwar,Rajasthan,88.0,2023,10,2023-10-01,2023-10-01T00:00:00,alwar
Baghpat,UttarPradesh,170.1,2023,10,2023-10-01,2023-10-01T00:00:00,baghpat
Bharatpur,Rajasthan,186.4,2023,10,2023-10-01,2023-10-01T00:00:00,bharatpur
Bhiwani,Haryana,154.97,2023,10,2023-10-01,2023-10-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,154.77,2023,10,2023-10-01,2023-10-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,15.5,2023,10,2023-10-01,2023-10-01T00:00:00,central delhi
Charki Dadri,Haryana,134.26,2023,10,2023-10-01,2023-10-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,190.9,2023,10,2023-10-01,2023-10-01T00:00:00,east delhi
Faridabad,Haryana,212.13,2023,10,2023-10-01,2023-10-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,257.74,2023,10,2023-10-01,2023-10-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,194.68,2023,10,2023-10-01,2023-10-01T00:00:00,ghaziabad
Gurugram,Haryana,184.45,2023,10,2023-10-01,2023-10-01T00:00:00,gurugram
Hapur,UttarPradesh,175.9,2023,10,2023-10-01,2023-10-01T00:00:00,hapur
Jhajjar,Haryana,,2023,10,2023-10-01,2023-10-01T00:00:00,jhajjar
Jind,Haryana,190.74,2023,10,2023-10-01,2023-10-01T00:00:00,jind
Karnal,Haryana,174.57,2023,10,2023-10-01,2023-10-01T00:00:00,karnal
Mahendragarh,Haryana,,2023,10,2023-10-01,2023-10-01T00:00:00,mahendragarh
Meerut,UttarPradesh,197.58,2023,10,2023-10-01,2023-10-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,226.53,2023,10,2023-10-01,2023-10-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,157.45,2023,10,2023-10-01,2023-10-01T00:00:00,new delhi
North Delhi,NCTofDelhi,195.8,2023,10,2023-10-01,2023-10-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,193.18,2023,10,2023-10-01,2023-10-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,193.86,2023,10,2023-10-01,2023-10-01T00:00:00,north west delhi
Nuh,Haryana,,2023,10,2023-10-01,2023-10-01T00:00:00,nuh
Palwal,Haryana,69.69,2023,10,2023-10-01,2023-10-01T00:00:00,palwal
Panipat,Haryana,108.36,2023,10,2023-10-01,2023-10-01T00:00:00,panipat
Rewari,Haryana,,2023,10,2023-10-01,2023-10-01T00:00:00,rewari
Rohtak,Haryana,169.52,2023,10,2023-10-01,2023-10-01T00:00:00,rohtak
Shahdara,NCTofDelhi,197.4,2023,10,2023-10-01,2023-10-01T00:00:00,shahdara
Shamli,UttarPradesh,,2023,10,2023-10-01,2023-10-01T00:00:00,shamli
Sonipat,Haryana,246.31,2023,10,2023-10-01,2023-10-01T00:00:00,sonipat
South Delhi,NCTofDelhi,160.34,2023,10,2023-10-01,2023-10-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,161.69,2023,10,2023-10-01,2023-10-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,191.72,2023,10,2023-10-01,2023-10-01T00:00:00,south west delhi
West,NCTofDelhi,217.77,2023,10,2023-10-01,2023-10-01T00:00:00,west delhi
West Delhi,NCTofDelhi,221.17,2023,10,2023-10-01,2023-10-01T00:00:00,west delhi
Alwar,Rajasthan,181.76,2023,11,2023-11-01,2023-11-01T00:00:00,alwar
Baghpat,UttarPradesh,295.97,2023,11,2023-11-01,2023-11-01T00:00:00,baghpat
Bharatpur,Rajasthan,288.24,2023,11,2023-11-01,2023-11-01T00:00:00,bharatpur
Bhiwani,Haryana,296.5,2023,11,2023-11-01,2023-11-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,244.83,2023,11,2023-11-01,2023-11-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,15.0,2023,11,2023-11-01,2023-11-01T00:00:00,central delhi
Charki Dadri,Haryana,247.72,2023,11,2023-11-01,2023-11-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,342.4,2023,11,2023-11-01,2023-11-01T00:00:00,east delhi
Faridabad,Haryana,359.37,2023,11,2023-11-01,2023-11-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,345.27,2023,11,2023-11-01,2023-11-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,327.43,2023,11,2023-11-01,2023-11-01T00:00:00,ghaziabad
Gurugram,Haryana,314.4,2023,11,2023-11-01,2023-11-01T00:00:00,gurugram
Hapur,UttarPradesh,273.45,2023,11,2023-11-01,2023-11-01T00:00:00,hapur
Jhajjar,Haryana,,2023,11,2023-11-01,2023-11-01T00:00:00,jhajjar
Jind,Haryana,313.18,2023,11,2023-11-01,2023-11-01T00:00:00,jind
Karnal,Haryana,226.5,2023,11,2023-11-01,2023-11-01T00:00:00,karnal
Mahendragarh,Haryana,,2023,11,2023-11-01,2023-11-01T00:00:00,mahendragarh
Meerut,UttarPradesh,330.4,2023,11,2023-11-01,2023-11-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,247.8,2023,11,2023-11-01,2023-11-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,299.92,2023,11,2023-11-01,2023-11-01T00:00:00,new delhi
North Delhi,NCTofDelhi,306.39,2023,11,2023-11-01,2023-11-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,294.99,2023,11,2023-11-01,2023-11-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,331.23,2023,11,2023-11-01,2023-11-01T00:00:00,north west delhi
Nuh,Haryana,,2023,11,2023-11-01,2023-11-01T00:00:00,nuh
Palwal,Haryana,172.14,2023,11,2023-11-01,2023-11-01T00:00:00,palwal
Panipat,Haryana,229.71,2023,11,2023-11-01,2023-11-01T00:00:00,panipat
Rewari,Haryana,,2023,11,2023-11-01,2023-11-01T00:00:00,rewari
Rohtak,Haryana,315.4,2023,11,2023-11-01,2023-11-01T00:00:00,rohtak
Shahdara,NCTofDelhi,319.62,2023,11,2023-11-01,2023-11-01T00:00:00,shahdara
Shamli,UttarPradesh,,2023,11,2023-11-01,2023-11-01T00:00:00,shamli
Sonipat,Haryana,299.46,2023,11,2023-11-01,2023-11-01T00:00:00,sonipat
South Delhi,NCTofDelhi,296.98,2023,11,2023-11-01,2023-11-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,298.76,2023,11,2023-11-01,2023-11-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,322.06,2023,11,2023-11-01,2023-11-01T00:00:00,south west delhi
West,NCTofDelhi,372.6,2023,11,2023-11-01,2023-11-01T00:00:00,west delhi
West Delhi,NCTofDelhi,342.92,2023,11,2023-11-01,2023-11-01T00:00:00,west delhi
Alwar,Rajasthan,114.3,2023,12,2023-12-01,2023-12-01T00:00:00,alwar
Baghpat,UttarPradesh,258.24,2023,12,2023-12-01,2023-12-01T00:00:00,baghpat
Bharatpur,Rajasthan,248.32,2023,12,2023-12-01,2023-12-01T00:00:00,bharatpur
Bhiwani,Haryana,226.32,2023,12,2023-12-01,2023-12-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,225.0,2023,12,2023-12-01,2023-12-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,15.5,2023,12,2023-12-01,2023-12-01T00:00:00,central delhi
Charki Dadri,Haryana,199.94,2023,12,2023-12-01,2023-12-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,347.0,2023,12,2023-12-01,2023-12-01T00:00:00,east delhi
Faridabad,Haryana,273.97,2023,12,2023-12-01,2023-12-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,306.65,2023,12,2023-12-01,2023-12-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,286.13,2023,12,2023-12-01,2023-12-01T00:00:00,ghaziabad
Gurugram,Haryana,263.1,2023,12,2023-12-01,2023-12-01T00:00:00,gurugram
Hapur,UttarPradesh,244.48,2023,12,2023-12-01,2023-12-01T00:00:00,hapur
Jhajjar,Haryana,,2023,12,2023-12-01,2023-12-01T00:00:00,jhajjar
Jind,Haryana,171.79,2023,12,2023-12-01,2023-12-01T00:00:00,jind
Karnal,Haryana,160.07,2023,12,2023-12-01,2023-12-01T00:00:00,karnal
Mahendragarh,Haryana,,2023,12,2023-12-01,2023-12-01T00:00:00,mahendragarh
Meerut,UttarPradesh,253.19,2023,12,2023-12-01,2023-12-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,300.22,2023,12,2023-12-01,2023-12-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,286.78,2023,12,2023-12-01,2023-12-01T00:00:00,new delhi
North Delhi,NCTofDelhi,300.21,2023,12,2023-12-01,2023-12-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,278.89,2023,12,2023-12-01,2023-12-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,323.38,2023,12,2023-12-01,2023-12-01T00:00:00,north west delhi
Nuh,Haryana,,2023,12,2023-12-01,2023-12-01T00:00:00,nuh
Palwal,Haryana,109.27,2023,12,2023-12-01,2023-12-01T00:00:00,palwal
Panipat,Haryana,191.25,2023,12,2023-12-01,2023-12-01T00:00:00,panipat
Rewari,Haryana,,2023,12,2023-12-01,2023-12-01T00:00:00,rewari
Rohtak,Haryana,233.06,2023,12,2023-12-01,2023-12-01T00:00:00,rohtak
Shahdara,NCTofDelhi,345.65,2023,12,2023-12-01,2023-12-01T00:00:00,shahdara
Shamli,UttarPradesh,,2023,12,2023-12-01,2023-12-01T00:00:00,shamli
Sonipat,Haryana,236.7,2023,12,2023-12-01,2023-12-01T00:00:00,sonipat
South Delhi,NCTofDelhi,284.97,2023,12,2023-12-01,2023-12-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,286.73,2023,12,2023-12-01,2023-12-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,301.76,2023,12,2023-12-01,2023-12-01T00:00:00,south west delhi
West,NCTofDelhi,347.97,2023,12,2023-12-01,2023-12-01T00:00:00,west delhi
West Delhi,NCTofDelhi,327.21,2023,12,2023-12-01,2023-12-01T00:00:00,west delhi
Alwar,Rajasthan,123.68,2024,1,2024-01-01,2024-01-01T00:00:00,alwar
Baghpat,UttarPradesh,215.4,2024,1,2024-01-01,2024-01-01T00:00:00,baghpat
Bharatpur,Rajasthan,239.71,2024,1,2024-01-01,2024-01-01T00:00:00,bharatpur
Bhiwani,Haryana,167.23,2024,1,2024-01-01,2024-01-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,229.74,2024,1,2024-01-01,2024-01-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,15.5,2024,1,2024-01-01,2024-01-01T00:00:00,central delhi
Charki Dadri,Haryana,162.61,2024,1,2024-01-01,2024-01-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,360.07,2024,1,2024-01-01,2024-01-01T00:00:00,east delhi
Faridabad,Haryana,292.52,2024,1,2024-01-01,2024-01-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,315.13,2024,1,2024-01-01,2024-01-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,293.87,2024,1,2024-01-01,2024-01-01T00:00:00,ghaziabad
Gurugram,Haryana,252.0,2024,1,2024-01-01,2024-01-01T00:00:00,gurugram
Hapur,UttarPradesh,209.1,2024,1,2024-01-01,2024-01-01T00:00:00,hapur
Jhajjar,Haryana,,2024,1,2024-01-01,2024-01-01T00:00:00,jhajjar
Jind,Haryana,159.0,2024,1,2024-01-01,2024-01-01T00:00:00,jind
Karnal,Haryana,128.14,2024,1,2024-01-01,2024-01-01T00:00:00,karnal
Mahendragarh,Haryana,,2024,1,2024-01-01,2024-01-01T00:00:00,mahendragarh
Meerut,UttarPradesh,214.58,2024,1,2024-01-01,2024-01-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,276.77,2024,1,2024-01-01,2024-01-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,297.78,2024,1,2024-01-01,2024-01-01T00:00:00,new delhi
North Delhi,NCTofDelhi,293.72,2024,1,2024-01-01,2024-01-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,272.71,2024,1,2024-01-01,2024-01-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,320.55,2024,1,2024-01-01,2024-01-01T00:00:00,north west delhi
Nuh,Haryana,,2024,1,2024-01-01,2024-01-01T00:00:00,nuh
Palwal,Haryana,113.28,2024,1,2024-01-01,2024-01-01T00:00:00,palwal
Panipat,Haryana,144.12,2024,1,2024-01-01,2024-01-01T00:00:00,panipat
Rewari,Haryana,,2024,1,2024-01-01,2024-01-01T00:00:00,rewari
Rohtak,Haryana,214.26,2024,1,2024-01-01,2024-01-01T00:00:00,rohtak
Shahdara,NCTofDelhi,354.38,2024,1,2024-01-01,2024-01-01T00:00:00,shahdara
Shamli,UttarPradesh,,2024,1,2024-01-01,2024-01-01T00:00:00,shamli
Sonipat,Haryana,228.03,2024,1,2024-01-01,2024-01-01T00:00:00,sonipat
South Delhi,NCTofDelhi,310.4,2024,1,2024-01-01,2024-01-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,313.1,2024,1,2024-01-01,2024-01-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,302.59,2024,1,2024-01-01,2024-01-01T00:00:00,south west delhi
West,NCTofDelhi,354.84,2024,1,2024-01-01,2024-01-01T00:00:00,west delhi
West Delhi,NCTofDelhi,346.13,2024,1,2024-01-01,2024-01-01T00:00:00,west delhi
Alwar,Rajasthan,86.89,2024,2,2024-02-01,2024-02-01T00:00:00,alwar
Baghpat,UttarPradesh,130.59,2024,2,2024-02-01,2024-02-01T00:00:00,baghpat
Bharatpur,Rajasthan,150.04,2024,2,2024-02-01,2024-02-01T00:00:00,bharatpur
Bhiwani,Haryana,119.9,2024,2,2024-02-01,2024-02-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,163.14,2024,2,2024-02-01,2024-02-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,104.92,2024,2,2024-02-01,2024-02-01T00:00:00,central delhi
Charki Dadri,Haryana,131.62,2024,2,2024-02-01,2024-02-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,202.74,2024,2,2024-02-01,2024-02-01T00:00:00,east delhi
Faridabad,Haryana,192.9,2024,2,2024-02-01,2024-02-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,232.45,2024,2,2024-02-01,2024-02-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,171.66,2024,2,2024-02-01,2024-02-01T00:00:00,ghaziabad
Gurugram,Haryana,199.66,2024,2,2024-02-01,2024-02-01T00:00:00,gurugram
Hapur,UttarPradesh,221.89,2024,2,2024-02-01,2024-02-01T00:00:00,hapur
Jhajjar,Haryana,,2024,2,2024-02-01,2024-02-01T00:00:00,jhajjar
Jind,Haryana,109.7,2024,2,2024-02-01,2024-02-01T00:00:00,jind
Karnal,Haryana,82.38,2024,2,2024-02-01,2024-02-01T00:00:00,karnal
Mahendragarh,Haryana,,2024,2,2024-02-01,2024-02-01T00:00:00,mahendragarh
Meerut,UttarPradesh,126.69,2024,2,2024-02-01,2024-02-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,227.21,2024,2,2024-02-01,2024-02-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,163.82,2024,2,2024-02-01,2024-02-01T00:00:00,new delhi
North Delhi,NCTofDelhi,176.72,2024,2,2024-02-01,2024-02-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,170.76,2024,2,2024-02-01,2024-02-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,207.31,2024,2,2024-02-01,2024-02-01T00:00:00,north west delhi
Nuh,Haryana,,2024,2,2024-02-01,2024-02-01T00:00:00,nuh
Palwal,Haryana,120.04,2024,2,2024-02-01,2024-02-01T00:00:00,palwal
Panipat,Haryana,104.4,2024,2,2024-02-01,2024-02-01T00:00:00,panipat
Rewari,Haryana,,2024,2,2024-02-01,2024-02-01T00:00:00,rewari
Rohtak,Haryana,104.82,2024,2,2024-02-01,2024-02-01T00:00:00,rohtak
Shahdara,NCTofDelhi,219.7,2024,2,2024-02-01,2024-02-01T00:00:00,shahdara
Shamli,UttarPradesh,,2024,2,2024-02-01,2024-02-01T00:00:00,shamli
Sonipat,Haryana,132.92,2024,2,2024-02-01,2024-02-01T00:00:00,sonipat
South Delhi,NCTofDelhi,167.84,2024,2,2024-02-01,2024-02-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,180.88,2024,2,2024-02-01,2024-02-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,187.19,2024,2,2024-02-01,2024-02-01T00:00:00,south west delhi
West,NCTofDelhi,217.59,2024,2,2024-02-01,2024-02-01T00:00:00,west delhi
West Delhi,NCTofDelhi,208.08,2024,2,2024-02-01,2024-02-01T00:00:00,west delhi
Alwar,Rajasthan,82.71,2024,3,2024-03-01,2024-03-01T00:00:00,alwar
Baghpat,UttarPradesh,100.3,2024,3,2024-03-01,2024-03-01T00:00:00,baghpat
Bharatpur,Rajasthan,136.07,2024,3,2024-03-01,2024-03-01T00:00:00,bharatpur
Bhiwani,Haryana,113.19,2024,3,2024-03-01,2024-03-01T00:00:00,bhiwani
Bulandshahr,UttarPradesh,118.26,2024,3,2024-03-01,2024-03-01T00:00:00,bulandshahr
Central Delhi,NCTofDelhi,185.03,2024,3,2024-03-01,2024-03-01T00:00:00,central delhi
Charki Dadri,Haryana,121.55,2024,3,2024-03-01,2024-03-01T00:00:00,charki dadri
East Delhi,NCTofDelhi,165.01,2024,3,2024-03-01,2024-03-01T00:00:00,east delhi
Faridabad,Haryana,187.83,2024,3,2024-03-01,2024-03-01T00:00:00,faridabad
Gautam Buddha Nagar,UttarPradesh,185.55,2024,3,2024-03-01,2024-03-01T00:00:00,gautam buddha nagar
Ghaziabad,UttarPradesh,131.81,2024,3,2024-03-01,2024-03-01T00:00:00,ghaziabad
Gurugram,Haryana,191.35,2024,3,2024-03-01,2024-03-01T00:00:00,gurugram
Hapur,UttarPradesh,113.41,2024,3,2024-03-01,2024-03-01T00:00:00,hapur
Jhajjar,Haryana,,2024,3,2024-03-01,2024-03-01T00:00:00,jhajjar
Jind,Haryana,78.53,2024,3,2024-03-01,2024-03-01T00:00:00,jind
Karnal,Haryana,80.89,2024,3,2024-03-01,2024-03-01T00:00:00,karnal
Mahendragarh,Haryana,,2024,3,2024-03-01,2024-03-01T00:00:00,mahendragarh
Meerut,UttarPradesh,101.03,2024,3,2024-03-01,2024-03-01T00:00:00,meerut
Muzaffarnagar,UttarPradesh,177.11,2024,3,2024-03-01,2024-03-01T00:00:00,muzaffarnagar
New Delhi,NCTofDelhi,145.52,2024,3,2024-03-01,2024-03-01T00:00:00,new delhi
North Delhi,NCTofDelhi,151.06,2024,3,2024-03-01,2024-03-01T00:00:00,north delhi
North East Delhi,NCTofDelhi,133.93,2024,3,2024-03-01,2024-03-01T00:00:00,north east delhi
North West Delhi,NCTofDelhi,175.18,2024,3,2024-03-01,2024-03-01T00:00:00,north west delhi
Nuh,Haryana,,2024,3,2024-03-01,2024-03-01T00:00:00,nuh
Palwal,Haryana,101.57,2024,3,2024-03-01,2024-03-01T00:00:00,palwal
Panipat,Haryana,123.36,2024,3,2024-03-01,2024-03-01T00:00:00,panipat
Rewari,Haryana,,2024,3,2024-03-01,2024-03-01T00:00:00,rewari
Rohtak,Haryana,120.67,2024,3,2024-03-01,2024-03-01T00:00:00,rohtak
Shahdara,NCTofDelhi,151.35,2024,3,2024-03-01,2024-03-01T00:00:00,shahdara
Shamli,UttarPradesh,,2024,3,2024-03-01,2024-03-01T00:00:00,shamli
Sonipat,Haryana,68.94,2024,3,2024-03-01,2024-03-01T00:00:00,sonipat
South Delhi,NCTofDelhi,146.12,2024,3,2024-03-01,2024-03-01T00:00:00,south delhi
South East Delhi,NCTofDelhi,139.02,2024,3,2024-03-01,2024-03-01T00:00:00,south east delhi
South West Delhi,NCTofDelhi,161.69,2024,3,2024-03-01,2024-03-01T00:00:00,south west delhi
West,NCTofDelhi,175.9,2024,3,2024-03-01,2024-03-01T00:00:00,west delhi
West Delhi,NCTofDelhi,181.09,2024,3,2024-03-01,2024-03-01T00:00:00,west delhi
Alwar,Rajasthan,87.43,2024,4,2024-04-01,2024-04-01T00:00:00,alwar
Baghpat,UttarPradesh,140.83,2024,4,2024-04-01,2024-04-01T00:00:00,baghpat
