id,date,state_name,state_code,district_name,district_code,station_name,latitude,longitude,basin,sub_basin,source,currentlevel,level_diff
343995,2017-08-24,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.46,0.42
343996,2017-11-04,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.21,-0.25
343997,2017-12-31,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.45,0.24
343998,2018-04-30,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.76,0.31
343999,2018-08-19,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.21,-0.55
344000,2018-10-19,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,7.51,1.3
344001,2018-12-31,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.12,-1.39
344002,2019-05-19,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.46,0.34
344003,2019-10-31,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,6.65,0.19
344004,2020-01-09,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,5.35,-1.3
344005,2020-08-24,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,4.95,-0.4
344006,2020-11-29,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,3.94,-1.01
344007,2021-01-09,Haryana,6,Sonipat,75,Nahri,28.86667,77.04722,Ganga,Yamuna Upper,CGWB,5.35,1.41
344008,2013-01-01,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.6,-2.75
344009,2013-01-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,3.15,0.55
344010,2013-05-14,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.9,-0.25
344011,2013-08-24,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.98,-0.92
344012,2013-11-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.72,-0.26
344013,2014-01-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.65,-0.07
344014,2014-05-14,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.22,-0.43
344015,2014-08-24,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.97,0.75
344016,2014-11-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.07,-0.9
344017,2015-05-14,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.77,1.7
344018,2015-08-24,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,3.75,0.98
344019,2015-11-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,3.6,-0.15
344020,2016-05-14,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,3.22,-0.38
344021,2016-08-24,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.82,-1.4
344022,2016-11-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.76,0.94
344023,2017-05-14,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,3.39,0.63
344024,2017-08-24,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.32,-1.07
344025,2017-11-04,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.97,-0.35
344026,2017-12-31,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.06,0.09
344027,2018-04-30,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.72,0.66
344028,2018-08-19,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.83,-0.89
344029,2018-10-19,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.64,-0.19
344030,2018-12-31,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.68,0.04
344031,2019-05-19,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,2.83,1.15
344032,2019-08-19,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.77,-1.06
344033,2019-10-31,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.52,-0.25
344034,2020-01-09,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.12,-0.4
344035,2020-08-24,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.44,0.32
344036,2020-11-29,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,0.9,-0.54
344037,2021-01-09,Haryana,6,Sonipat,75,Ahulana,29.11944,76.64583,Ganga,Yamuna Upper,CGWB,1.65,0.75
344038,2018-10-19,Haryana,6,Sonipat,75,Nizaimpur,29.22917,76.50556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,1.85,-1.42
344039,2015-05-14,Haryana,6,Sonipat,75,Kheri Gujjar-Pz,29.16278,76.97139,Ganga,Yamuna Upper,CGWB,23.43,-0.2
344040,2015-11-04,Haryana,6,Sonipat,75,Kheri Gujjar-Pz,29.16278,76.97139,Ganga,Yamuna Upper,CGWB,23.86,0.43
344041,2018-05-31,Haryana,6,Sonipat,75,Kheri Gujjar-Pz,29.16278,76.97139,Ganga,Yamuna Upper,CGWB,29.68,5.82
344042,2018-10-19,Haryana,6,Sonipat,75,Kheri Gujjar-Pz,29.16278,76.97139,Ganga,Yamuna Upper,CGWB,31.33,1.65
344043,2013-11-04,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,55.4,1.5
344044,2014-05-14,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,56.8,1.4
344045,2014-11-04,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,57.15,0.35
344046,2015-05-14,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,58.2,1.05
344047,2015-11-04,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,58.17,-0.03
344048,2016-05-14,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,59.69,1.52
344049,2016-11-04,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,59.91,0.22
344050,2017-05-14,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,61.77,1.86
344051,2018-04-30,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,63.52,1.75
344052,2018-10-19,Haryana,6,Bhiwani,59,Gopi,28.55278,75.95556,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,63.36,-0.16
344053,2015-05-14,Haryana,6,Bhiwani,59,Dadri,28.59583,76.275,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,5.15,3.11
344054,2015-11-04,Haryana,6,Bhiwani,59,Dadri,28.59583,76.275,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.6,-0.55
344055,2016-05-14,Haryana,6,Bhiwani,59,Dadri,28.59583,76.275,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,2.56,-2.04
344056,2018-04-30,Haryana,6,Bhiwani,59,Dadri,28.59583,76.275,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,2.69,0.13
344057,2020-01-09,Haryana,6,Bhiwani,59,Dadri,28.59583,76.275,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,1.42,-1.27
344058,2013-01-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,15.45,2.13
344059,2013-05-14,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.6,-1.85
344060,2013-08-24,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.47,-0.13
344061,2013-11-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.49,0.02
344062,2014-01-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.4,-0.09
344063,2014-05-14,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.72,0.32
344064,2014-08-24,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.55,-0.17
344065,2014-11-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.69,0.14
344066,2015-01-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.6,-0.09
344067,2015-05-14,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.61,0.01
344068,2015-08-24,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.55,-1.06
344069,2015-11-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.2,0.65
344070,2016-05-14,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.33,-1.87
344071,2016-08-24,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.05,1.72
344072,2016-11-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.03,-0.02
344073,2017-05-14,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.11,0.08
344074,2017-08-24,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.4,0.29
344075,2017-11-04,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.73,-0.67
344076,2017-12-31,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.22,0.49
344077,2018-04-30,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.08,-0.14
344078,2018-08-19,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.68,-0.4
344079,2018-10-19,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.63,-0.05
344080,2018-12-31,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.48,-0.15
344081,2019-05-19,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.68,0.2
344082,2019-08-19,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.71,0.03
344083,2019-10-31,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.0,0.29
344084,2020-01-09,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.03,0.03
344085,2020-08-24,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.1,-0.93
344086,2020-11-29,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.3,0.2
344087,2021-01-09,Haryana,6,Bhiwani,59,Siwani,28.89583,75.60417,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.35,0.05
344088,2015-11-04,Haryana,6,Bhiwani,59,Adampur,28.51667,76.21667,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.5,-1.97
344089,2018-05-31,Haryana,6,Bhiwani,59,Adampur,28.51667,76.21667,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,16.0,3.5
344090,2015-11-04,Haryana,6,Bhiwani,59,Unn-DW,28.64444,76.38889,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,2.6,-1.1
344091,2018-05-31,Haryana,6,Bhiwani,59,Unn-DW,28.64444,76.38889,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,1.97,-0.63
344092,2013-05-14,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,6.27,1.96
344093,2013-11-04,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.26,-2.01
344094,2014-05-14,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.41,0.15
344095,2014-11-04,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.21,-0.2
344096,2015-05-14,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.28,0.07
344097,2015-11-04,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.83,-0.45
344098,2016-05-14,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.04,0.21
344099,2016-11-04,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.78,-0.26
344100,2017-05-14,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.07,0.29
344101,2017-11-04,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.89,-0.18
344102,2018-04-30,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.18,0.29
344103,2018-08-19,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,2.61,-1.57
344104,2018-10-19,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.65,1.04
344105,2018-12-31,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.62,-0.03
344106,2019-05-19,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.19,-0.43
344107,2019-08-19,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.76,0.57
344108,2019-10-31,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.31,-0.45
344109,2020-01-09,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.76,0.45
344110,2020-11-29,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.86,0.1
344111,2021-01-09,Haryana,6,Bhiwani,59,Miran1,28.84861,75.74167,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.85,-0.01
344112,2016-08-24,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,5.3,-0.9
344113,2017-05-14,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,5.5,0.2
344114,2017-08-24,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,5.09,-0.41
344115,2018-04-30,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,5.3,0.21
344116,2018-08-19,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.66,-0.64
344117,2018-10-19,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.95,-0.71
344118,2018-12-31,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.04,0.09
344119,2019-05-19,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.35,0.31
344120,2019-08-19,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.08,-0.27
344121,2019-10-31,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.5,-0.58
344122,2020-01-09,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.85,0.35
344123,2020-08-24,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,3.89,0.04
344124,2020-11-29,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.36,0.47
344125,2021-01-09,Haryana,6,Bhiwani,59,Bawani Khera-PZ,28.945,76.03333,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.56,0.2
344126,2013-01-01,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,10.52,5.96
344127,2013-01-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.2,1.68
344128,2013-05-14,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.22,-0.98
344129,2013-08-24,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.3,0.08
344130,2013-11-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.36,0.06
344131,2014-01-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.37,0.01
344132,2014-05-14,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.87,0.5
344133,2014-08-24,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,11.77,-0.1
344134,2014-11-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.0,0.23
344135,2015-01-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.17,0.17
344136,2015-05-14,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.62,0.45
344137,2015-08-24,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.02,-0.6
344138,2015-11-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.55,0.53
344139,2016-05-14,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.37,0.82
344140,2016-08-24,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.52,-0.85
344141,2016-11-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.76,0.24
344142,2017-01-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.47,-0.29
344143,2017-05-14,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,14.63,2.16
344144,2017-08-24,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.67,-1.96
344145,2017-11-04,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.97,0.3
344146,2017-12-31,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.87,0.9
344147,2018-04-30,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.94,0.07
344148,2018-08-19,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,14.3,0.36
344149,2018-10-19,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.36,-0.94
344150,2018-12-31,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.42,0.06
344151,2019-05-19,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.67,0.25
344152,2019-08-19,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.15,-0.52
344153,2019-10-31,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,12.8,-0.35
344154,2020-01-09,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,4.1,-8.7
344155,2020-08-24,Haryana,6,Bhiwani,59,Bajina,28.76528,75.98306,Area Of Inland Drainage In Rajasthan,Area Of Inland Drainage In Rajasthan,CGWB,13.64,9.54
