YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT,DATE,minT_STANDARDIZED,maxT_STANDARDIZED,avgT_STANDARDIZED,minT_STANDARDIZED_DISTRICT,maxT_STANDARDIZED_DISTRICT,avgT_STANDARDIZED_DISTRICT,TEMP_ROLL,ANOMALY
2024,1,Gurgaon,5.989741929032258,16.90676191935484,11.44825192419355,2024-01-01,-1.709807192201977,-2.279064589681457,-2.0257969198913486,-1.6745983526249393,-2.284057302826133,-2.002541237331163,-0.03635753740095952,True
2024,1,Jhajjar,5.989741929032258,16.90676191935484,11.44825192419355,2024-01-01,-1.709807192201977,-2.279064589681457,-2.0257969198913486,-1.6745983526249393,-2.284057302826133,-2.002541237331163,-0.03635753740095952,True
2024,1,Jind,6.595596232258065,15.997653225806452,11.296624729032258,2024-01-01,-1.626887100640795,-2.418471572156671,-2.0482546364713032,-1.5767352868455229,-2.322696253477562,-1.9727518281571472,-0.11481896072783006,True
2024,1,Panipat,5.989741929032258,16.90676191935484,11.44825192419355,2024-01-01,-1.709807192201977,-2.279064589681457,-2.0257969198913486,-1.6745983526249393,-2.284057302826133,-2.002541237331163,-0.03635753740095952,True
2024,1,Rohtak,5.989741929032258,16.90676191935484,11.44825192419355,2024-01-01,-1.709807192201977,-2.279064589681457,-2.0257969198913486,-1.6745983526249393,-2.284057302826133,-2.002541237331163,-0.03635753740095952,True
2024,1,Sonipat,5.989741929032258,16.90676191935484,11.44825192419355,2024-01-01,-1.709807192201977,-2.279064589681457,-2.0257969198913486,-1.6745983526249393,-2.284057302826133,-2.002541237331163,-0.03635753740095952,True
2024,1,Delhi,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Baghpat,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Bulandshahr,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,GautamBuddhaNagar,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Ghaziabad,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Hapur,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Meerut,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Muzaffarnagar,6.795157070967743,16.088530032258067,11.441843551612903,2024-01-01,-1.5995742583786754,-2.404536097274174,-2.026746072944017,-1.6223890795116889,-2.3562132382911747,-2.0175169693016177,-0.04858905283987521,True
2024,1,Shamli,6.667513232258065,16.468386580645163,11.567949906451611,2024-01-01,-1.6170441991493734,-2.346287116090851,-2.0080682838252097,-1.5647709626733766,-2.147450760428696,-1.8795260298099457,-0.31724574228682423,True
